* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment Barcode = 68820209
* Experiment Comments = CSF set 1 B
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\CSF_clinical\SET1B\2011-11-01CSFMEC029B.eds
* Experiment Name = 2011-11-01CSFMEC029B
* Experiment Run End Time = 2011-11-01 19:17:28 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Experiment User Name = AW
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Threshold	Baseline Start	Baseline End	NOAMP
211	hsa-miR-563-4380940	33.998	0.200	3	26	N
212	hsa-miR-558-4380936	Undetermined	0.200	3	39	N
213	hsa-miR-557-4380935	Undetermined	0.200	3	39	N
214	hsa-miR-555-4380933	Undetermined	0.200	3	39	N
215	hsa-miR-554-4380932	34.889	0.200	3	26	N
216	hsa-miR-553-4380931	Undetermined	0.200	3	39	N
217	hsa-miR-552-4380930	Undetermined	0.200	3	39	N
218	hsa-miR-551a-4380929	Undetermined	0.200	3	39	Y
219	hsa-miR-550-4395521	33.828	0.200	3	26	N
220	hsa-miR-549-4380921	Undetermined	0.200	3	8	N
221	hsa-miR-543-4395487	Undetermined	0.200	3	26	N
222	hsa-miR-520h-4373258	33.367	0.200	3	23	N
223	hsa-miR-520c-3p-4395511	31.345	0.200	3	21	N
224	hsa-miR-516a-3p-4373183	32.410	0.200	3	25	N
225	hsa-miR-513-3p-4395202	12.138	0.200	1	3	N
226	hsa-miR-509-3p-4395347	29.502	0.200	3	21	N
227	RNU43-4373375	Undetermined	0.200	3	39	Y
228	RNU43-4373375	Undetermined	0.200	3	39	N
229	RNU6B-4373381	Undetermined	0.200	3	39	Y
230	RNU6B-4373381	Undetermined	0.200	3	39	Y
231	ath-miR159a-4373390	20.645	0.200	3	12	N
232	hsa-miR-498-4373223	Undetermined	0.200	3	39	Y
233	hsa-miR-378-4395354	38.594	0.200	3	28	N
234	hsa-miR-337-3p-4395268	Undetermined	0.200	3	27	N
235	hsa-miR-30e-4395334	30.683	0.200	3	23	N
236	hsa-miR-30a-4373061	20.983	0.200	3	15	N
237	hsa-miR-206-4373092	26.458	0.200	3	20	N
238	hsa-miR-190b-4395374	Undetermined	0.200	3	32	N
239	hsa-miR-188-5p-4395431	25.161	0.200	3	15	N
240	hsa-miR-151-3p-4395365	Undetermined	0.200	3	30	N
241	hsa-miR-935-4395289	Undetermined	0.200	3	25	N
242	hsa-miR-934-4395288	Undetermined	0.200	3	31	N
243	hsa-miR-933-4395287	Undetermined	0.200	3	39	N
244	hsa-miR-924-4395265	29.654	0.200	3	23	N
245	hsa-miR-923-4395264	25.493	0.200	3	19	N
246	hsa-miR-922-4395263	31.646	0.200	3	24	N
247	hsa-miR-921-4395262	31.815	0.200	3	25	N
248	hsa-miR-920-4395261	Undetermined	0.200	3	27	N
249	hsa-miR-801-4395183	29.915	0.200	3	21	N
250	hsa-miR-769-5p-4395186	32.813	0.200	3	23	N
251	hsa-miR-769-3p-4395190	38.276	0.200	3	27	N
252	hsa-miR-768-3p-4395188	29.254	0.200	3	23	N
253	hsa-miR-767-5p-4395182	Undetermined	0.200	3	27	N
254	hsa-miR-767-3p-4395184	Undetermined	0.200	3	30	N
255	hsa-miR-766-4395177	26.482	0.200	3	20	N
256	hsa-miR-7-4378130	Undetermined	0.200	3	25	N
257	hsa-miR-675-4395192	Undetermined	0.200	3	24	N
258	hsa-miR-668-4395181	28.261	0.200	3	19	N
259	hsa-miR-662-4381010	27.215	0.200	3	20	N
260	hsa-miR-658-4380923	Undetermined	0.200	3	39	N
261	hsa-miR-657-4380922	28.705	0.200	3	20	N
262	hsa-miR-656-4380920	Undetermined	0.200	3	39	N
263	hsa-miR-650-4381006	31.877	0.200	3	22	N
264	hsa-miR-649-4381005	Undetermined	0.200	3	39	N
265	hsa-miR-935-4395289	Undetermined	0.200	3	26	N
266	hsa-miR-934-4395288	Undetermined	0.200	3	29	N
267	hsa-miR-933-4395287	Undetermined	0.200	3	39	N
268	hsa-miR-924-4395265	30.220	0.200	3	24	N
269	hsa-miR-923-4395264	25.389	0.200	3	19	N
270	hsa-miR-922-4395263	31.562	0.200	3	24	N
271	hsa-miR-921-4395262	30.930	0.200	3	24	N
272	hsa-miR-920-4395261	Undetermined	0.200	3	25	N
273	hsa-miR-801-4395183	29.508	0.200	3	20	N
274	hsa-miR-769-5p-4395186	33.378	0.200	3	23	N
275	hsa-miR-769-3p-4395190	37.415	0.200	3	27	N
276	hsa-miR-768-3p-4395188	28.984	0.200	3	23	N
277	hsa-miR-767-5p-4395182	39.103	0.200	3	27	N
278	hsa-miR-767-3p-4395184	Undetermined	0.200	3	30	N
279	hsa-miR-766-4395177	26.580	0.200	3	20	N
280	hsa-miR-7-4378130	Undetermined	0.200	3	24	N
281	hsa-miR-675-4395192	Undetermined	0.200	3	39	N
282	hsa-miR-668-4395181	28.286	0.200	3	19	N
283	hsa-miR-662-4381010	27.314	0.200	3	20	N
284	hsa-miR-658-4380923	Undetermined	0.200	3	39	Y
285	hsa-miR-657-4380922	28.970	0.200	3	20	N
286	hsa-miR-656-4380920	Undetermined	0.200	3	39	N
287	hsa-miR-650-4381006	31.407	0.200	3	22	N
288	hsa-miR-649-4381005	Undetermined	0.200	3	31	N
289	hsa-miR-648-4381004	Undetermined	0.200	3	39	N
290	hsa-miR-647-4381003	39.751	0.200	3	27	N
291	hsa-miR-646-4381002	28.373	0.200	3	13	N
292	hsa-miR-645-4381000	29.688	0.200	3	20	N
293	hsa-miR-644-4380999	34.340	0.200	3	24	N
294	hsa-miR-641-4380988	Undetermined	0.200	3	29	N
295	hsa-miR-640-4386743	30.624	0.200	3	23	N
296	hsa-miR-639-4380987	39.881	0.200	3	26	N
297	hsa-miR-637-4380985	Undetermined	0.200	3	39	Y
298	hsa-miR-635-4380982	32.422	0.200	3	26	N
299	hsa-miR-634-4380981	36.503	0.200	3	27	N
300	hsa-miR-633-4380979	Undetermined	0.200	3	39	Y
301	hsa-miR-631-4380971	Undetermined	0.200	3	39	N
302	hsa-miR-628-3p-4395545	33.620	0.200	3	26	N
303	hsa-miR-626-4380966	Undetermined	0.200	3	31	N
304	hsa-miR-623-4386740	32.475	0.200	3	24	N
305	hsa-miR-622-4380961	30.975	0.200	3	22	N
306	hsa-miR-621-4381001	31.380	0.200	3	23	N
307	hsa-miR-614-4380990	Undetermined	0.200	3	39	N
308	hsa-miR-613-4380989	33.297	0.200	3	26	N
309	hsa-miR-609-4380978	Undetermined	0.200	3	39	N
310	hsa-miR-608-4380976	Undetermined	0.200	3	39	Y
311	hsa-miR-607-4380975	Undetermined	0.200	3	39	Y
312	hsa-miR-606-4380974	Undetermined	0.200	3	39	Y
313	hsa-miR-605-4386742	33.777	0.200	3	24	N
314	hsa-miR-604-4380973	31.202	0.200	3	24	N
315	hsa-miR-600-4380963	38.109	0.200	3	28	N
316	hsa-miR-599-4380962	Undetermined	0.200	3	30	N
317	hsa-miR-596-4380959	Undetermined	0.200	3	39	N
318	hsa-miR-591-4380955	31.279	0.200	3	24	N
319	hsa-miR-588-4380952	Undetermined	0.200	3	39	N
320	hsa-miR-584-4381026	Undetermined	0.200	3	26	N
321	hsa-miR-581-4386744	28.697	0.200	3	22	N
322	hsa-miR-580-4381024	32.917	0.200	3	23	N
323	hsa-miR-578-4381022	37.380	0.200	3	28	N
324	hsa-miR-572-4381017	24.190	0.200	3	18	N
325	hsa-miR-571-4381016	32.816	0.200	3	23	N
326	hsa-miR-566-4380943	Undetermined	0.200	3	25	N
327	hsa-miR-562-4380939	37.768	0.200	3	26	N
328	hsa-miR-559-4380937	Undetermined	0.200	3	39	Y
329	hsa-miR-524-3p-4378087	36.227	0.200	3	27	N
330	hsa-miR-519b-3p-4395495	33.873	0.200	3	27	N
331	hsa-miR-497-4373222	33.428	0.200	3	25	N
332	hsa-miR-432-4373280	38.429	0.200	3	27	N
333	hsa-miR-409-3p-4395443	26.080	0.200	3	18	N
334	hsa-miR-361-3p-4395227	Undetermined	0.200	3	39	Y
335	hsa-miR-30d-4373059	26.291	0.200	3	20	N
336	hsa-miR-302d-4373063	27.702	0.200	3	20	N
337	hsa-miR-648-4381004	Undetermined	0.200	3	39	N
338	hsa-miR-647-4381003	39.886	0.200	3	27	N
339	hsa-miR-646-4381002	25.676	0.200	3	10	N
340	hsa-miR-645-4381000	29.927	0.200	3	19	N
341	hsa-miR-644-4380999	35.560	0.200	3	25	N
342	hsa-miR-641-4380988	39.561	0.200	3	28	N
343	hsa-miR-640-4386743	30.385	0.200	3	23	N
344	hsa-miR-639-4380987	31.204	0.200	3	21	N
345	hsa-miR-637-4380985	Undetermined	0.200	3	39	Y
346	hsa-miR-635-4380982	32.742	0.200	3	26	N
347	hsa-miR-634-4380981	35.611	0.200	3	26	N
348	hsa-miR-633-4380979	Undetermined	0.200	3	39	Y
349	hsa-miR-631-4380971	Undetermined	0.200	3	39	N
350	hsa-miR-628-3p-4395545	33.472	0.200	3	25	N
351	hsa-miR-626-4380966	Undetermined	0.200	3	30	N
352	hsa-miR-623-4386740	32.140	0.200	3	23	N
353	hsa-miR-622-4380961	31.333	0.200	3	22	N
354	hsa-miR-621-4381001	31.152	0.200	3	23	N
355	hsa-miR-614-4380990	Undetermined	0.200	3	39	N
356	hsa-miR-613-4380989	33.463	0.200	3	26	N
357	hsa-miR-609-4380978	Undetermined	0.200	3	39	N
358	hsa-miR-608-4380976	Undetermined	0.200	3	39	N
359	hsa-miR-607-4380975	Undetermined	0.200	3	39	N
360	hsa-miR-606-4380974	Undetermined	0.200	3	39	Y
361	hsa-miR-605-4386742	36.770	0.200	3	25	N
362	hsa-miR-604-4380973	31.607	0.200	3	24	N
363	hsa-miR-600-4380963	Undetermined	0.200	3	29	N
364	hsa-miR-599-4380962	Undetermined	0.200	3	30	N
365	hsa-miR-596-4380959	Undetermined	0.200	3	39	N
366	hsa-miR-591-4380955	30.590	0.200	3	24	N
367	hsa-miR-588-4380952	Undetermined	0.200	3	39	N
368	hsa-miR-584-4381026	Undetermined	0.200	3	26	N
369	hsa-miR-581-4386744	28.871	0.200	3	22	N
370	hsa-miR-580-4381024	33.361	0.200	3	24	N
371	hsa-miR-578-4381022	38.149	0.200	3	29	N
372	hsa-miR-572-4381017	24.308	0.200	3	18	N
373	hsa-miR-571-4381016	30.517	0.200	3	22	N
374	hsa-miR-566-4380943	Undetermined	0.200	3	25	N
375	hsa-miR-562-4380939	39.070	0.200	3	26	N
376	hsa-miR-559-4380937	Undetermined	0.200	3	39	Y
377	hsa-miR-524-3p-4378087	32.635	0.200	3	24	N
378	hsa-miR-519b-3p-4395495	34.703	0.200	3	28	N
379	hsa-miR-497-4373222	33.244	0.200	3	25	N
380	hsa-miR-432-4373280	38.289	0.200	3	26	N
381	hsa-miR-409-3p-4395443	26.399	0.200	3	18	N
382	hsa-miR-361-3p-4395227	Undetermined	0.200	3	39	Y
383	hsa-miR-30d-4373059	26.263	0.200	3	20	N
384	hsa-miR-302d-4373063	27.934	0.200	3	21	N

Analysis Type = Singleplex
Endogenous Control = hsa-miR-657-4380922
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

