* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment Barcode = 74270615
* Experiment Comments = template for CSF slinical run
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\CSF_clinical\SET1A\2011-10-26CSFMEC029A.eds
* Experiment Name = 2011-10-26CSFMEC029A
* Experiment Run End Time = 2011-10-26 19:21:51 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Experiment User Name = AW
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Threshold	Baseline Start	Baseline End	NOAMP
91	hsa-miR-143-4395360	31.183	0.200	3	24	N
92	hsa-miR-145-4395389	28.553	0.200	3	22	N
93	hsa-miR-146a-4373132	26.671	0.200	3	21	N
94	hsa-miR-146b-3p-4395472	29.340	0.200	3	23	N
95	hsa-miR-146b-5p-4373178	26.747	0.200	3	21	N
96	hsa-miR-147b-4395373	31.801	0.200	3	25	N
97	hsa-miR-148a-4373130	28.319	0.200	3	22	N
98	hsa-miR-148b-4373129	30.972	0.200	3	24	N
99	hsa-miR-149-4395366	28.291	0.200	3	20	N
100	hsa-miR-150-4373127	25.831	0.200	3	19	N
101	hsa-miR-152-4395170	25.095	0.200	3	20	N
102	hsa-miR-153-4373305	Undetermined	0.200	3	39	N
103	hsa-miR-154-4373270	Undetermined	0.200	3	39	Y
104	hsa-miR-181a-4373117	30.727	0.200	3	23	N
105	hsa-miR-181c-4373115	35.816	0.200	3	27	N
106	hsa-miR-182-4395445	Undetermined	0.200	3	39	N
107	RNU48-4373383	Undetermined	0.200	3	39	N
108	hsa-miR-183-4395380	36.049	0.200	3	27	N
109	hsa-miR-184-4373113	24.938	0.200	3	19	N
110	hsa-miR-185-4395382	36.470	0.200	3	25	N
111	hsa-miR-186-4395396	26.788	0.200	3	20	N
112	hsa-miR-187-4373307	Undetermined	0.200	3	27	N
113	hsa-miR-188-3p-4395217	Undetermined	0.200	3	39	N
114	hsa-miR-190-4373110	29.211	0.200	3	24	N
115	hsa-miR-191-4395410	24.936	0.200	3	19	N
116	hsa-miR-192-4373108	25.303	0.200	3	20	N
117	hsa-miR-193a-3p-4395361	Undetermined	0.200	3	32	N
118	hsa-miR-193a-5p-4395392	29.527	0.200	3	22	N
119	hsa-miR-193b-4395478	24.087	0.200	3	18	N
120	hsa-miR-194-4373106	26.188	0.200	3	19	N
121	hsa-miR-195-4373105	28.484	0.200	3	22	N
122	hsa-miR-196b-4395326	31.162	0.200	3	24	N
123	hsa-miR-197-4373102	30.835	0.200	3	23	N
124	hsa-miR-198-4395384	30.225	0.200	3	24	N
125	hsa-miR-199a-5p-4373272	Undetermined	0.200	3	39	N
126	hsa-miR-199a-3p-4395415	31.965	0.200	3	25	N
127	hsa-miR-199b-5p-4373100	Undetermined	0.200	3	27	N
128	hsa-miR-200a-4378069	27.716	0.200	3	19	N
129	hsa-miR-200b-4395362	27.801	0.200	3	21	N
130	hsa-miR-200c-4395411	25.083	0.200	3	19	N
131	hsa-miR-202-4395474	24.395	0.200	3	17	N
132	hsa-miR-203-4373095	21.195	0.200	3	16	N
133	hsa-miR-204-4373094	22.548	0.200	3	16	N
134	hsa-miR-205-4373093	25.397	0.200	3	19	N
135	hsa-miR-208b-4395401	Undetermined	0.200	3	39	N
136	hsa-miR-210-4373089	31.240	0.200	3	21	N
137	hsa-miR-214-4395417	31.036	0.200	3	23	N
138	hsa-miR-215-4373084	26.953	0.200	3	21	N
139	hsa-miR-216a-4395331	38.427	0.200	3	26	N
140	hsa-miR-216b-4395437	28.013	0.200	3	22	N
141	hsa-miR-217-4395448	33.864	0.200	3	25	N
142	hsa-miR-218-4373081	26.222	0.200	3	21	N
143	hsa-miR-219-5p-4373080	36.561	0.200	3	26	N
144	hsa-miR-221-4373077	29.142	0.200	3	21	N
145	hsa-miR-222-4395387	23.888	0.200	3	16	N
146	hsa-miR-223-4395406	19.868	0.200	3	14	N
147	hsa-miR-224-4395210	28.208	0.200	3	22	N
148	hsa-miR-296-3p-4395212	35.735	0.200	3	25	N
149	hsa-miR-296-5p-4373066	29.250	0.200	3	22	N
150	hsa-miR-299-3p-4373189	Undetermined	0.200	3	31	N
151	hsa-miR-299-5p-4373188	Undetermined	0.200	3	27	N
152	hsa-miR-301a-4373064	28.950	0.200	3	23	N
153	hsa-miR-301b-4395503	31.681	0.200	3	25	N
154	hsa-miR-302a-4378070	27.210	0.200	3	21	N
155	ath-miR159a-4373390	17.199	0.200	3	12	N
156	hsa-miR-302b-4378071	32.048	0.200	3	25	N
157	hsa-miR-302c-4378072	25.071	0.200	3	19	N
158	hsa-miR-320-4395388	26.277	0.200	3	19	N
159	hsa-miR-323-3p-4395338	29.512	0.200	3	23	N
160	hsa-miR-324-3p-4395272	31.015	0.200	3	24	N
161	hsa-miR-324-5p-4373052	26.408	0.200	3	20	N
162	hsa-miR-326-4373050	36.674	0.200	3	27	N
163	hsa-miR-328-4373049	24.697	0.200	3	19	N
164	hsa-miR-329-4373191	33.560	0.200	3	28	N
165	hsa-miR-330-3p-4373047	29.735	0.200	3	23	N
166	hsa-miR-330-5p-4395341	Undetermined	0.200	3	28	N
167	hsa-miR-331-3p-4373046	24.810	0.200	3	18	N
168	hsa-miR-331-5p-4395344	34.378	0.200	3	25	N
169	hsa-miR-335-4373045	29.165	0.200	3	22	N
170	hsa-miR-337-5p-4395267	34.737	0.200	3	27	N
171	hsa-miR-338-3p-4395363	36.241	0.200	3	26	N
172	hsa-miR-339-3p-4395295	29.874	0.200	3	23	N
173	hsa-miR-339-5p-4395368	Undetermined	0.200	3	28	N
174	hsa-miR-340-4395369	32.090	0.200	3	26	N
175	has-miR-155-4395459	31.681	0.200	3	23	N
176	hsa-let-7b-4395446	26.967	0.200	3	20	N
177	hsa-miR-342-3p-4395371	29.892	0.200	3	23	N
178	hsa-miR-342-5p-4395258	Undetermined	0.200	3	28	N
179	hsa-miR-345-4395297	26.430	0.200	3	21	N
180	hsa-miR-361-5p-4373035	Undetermined	0.200	3	26	N
181	hsa-miR-362-3p-4395228	37.119	0.200	3	29	N
182	hsa-miR-362-5p-4378092	31.572	0.200	3	25	N
183	hsa-miR-363-4378090	28.488	0.200	3	21	N
184	hsa-miR-365-4373194	28.001	0.200	3	22	N
185	hsa-miR-367-4373034	26.972	0.200	3	21	N
186	hsa-miR-369-3p-4373032	Undetermined	0.200	3	39	N
187	hsa-miR-369-5p-4373195	32.691	0.200	3	26	N
188	hsa-miR-370-4395386	29.096	0.200	3	21	N
189	hsa-miR-371-3p-4395235	37.310	0.200	3	27	N
190	hsa-miR-372-4373029	25.417	0.200	3	18	N
191	hsa-miR-373-4378073	36.910	0.200	3	27	N
192	hsa-miR-374a-4373028	28.801	0.200	3	21	N
193	hsa-miR-374b-4381045	29.361	0.200	3	21	N
194	hsa-miR-375-4373027	23.509	0.200	3	18	N
195	hsa-miR-376a-4373026	26.409	0.200	3	19	N
196	hsa-miR-376b-4373196	Undetermined	0.200	3	39	N
197	hsa-miR-377-4373025	Undetermined	0.200	3	39	N
198	hsa-miR-379-4373349	34.566	0.200	3	24	N
199	hsa-miR-380-4373022	Undetermined	0.200	3	26	N
200	hsa-miR-381-4373020	18.040	0.200	3	11	N
201	hsa-miR-382-4373019	38.738	0.200	3	24	N
202	hsa-miR-383-4373018	26.600	0.200	3	18	N
203	hsa-miR-409-5p-4395442	37.040	0.200	3	25	N
204	hsa-miR-410-4378093	29.483	0.200	3	23	N
205	hsa-miR-411-4381013	27.435	0.200	3	21	N
206	hsa-miR-422a-4395408	24.012	0.200	3	18	N
207	hsa-miR-423-5p-4395451	29.945	0.200	3	23	N
208	hsa-miR-424-4373201	Undetermined	0.200	3	39	N
209	hsa-miR-425-4380926	30.777	0.200	3	6	N
210	hsa-miR-429-4373203	30.476	0.200	3	24	N
211	hsa-miR-431-4395173	Undetermined	0.200	3	29	N
212	hsa-miR-433-4373205	30.642	0.200	3	24	N
213	hsa-miR-449a-4373207	37.192	0.200	3	28	N
214	hsa-miR-449b-4381011	29.295	0.200	3	23	N
215	hsa-miR-450a-4395414	Undetermined	0.200	3	39	N
216	hsa-miR-450b-3p-4395319	Undetermined	0.200	3	39	N
217	hsa-miR-450b-5p-4395318	Undetermined	0.200	3	25	N
218	hsa-miR-451-4373360	29.366	0.200	3	24	N
219	hsa-miR-452-4395440	29.282	0.200	3	23	N
220	hsa-miR-453-4395429	32.003	0.200	3	24	N
221	hsa-miR-454-4395434	30.683	0.200	3	25	N
222	hsa-miR-455-3p-4395355	30.264	0.200	3	22	N
223	hsa-miR-455-5p-4378098	28.097	0.200	3	22	N
224	hsa-miR-483-5p-4395449	26.927	0.200	3	19	N
225	hsa-miR-484-4381032	24.455	0.200	3	19	N
226	hsa-miR-485-3p-4378095	30.053	0.200	3	23	N
227	hsa-miR-485-5p-4373212	Undetermined	0.200	3	39	N
228	hsa-miR-486-3p-4395204	Undetermined	0.200	3	28	N
229	hsa-miR-486-5p-4378096	Undetermined	0.200	3	39	N
230	hsa-miR-487a-4378097	Undetermined	0.200	3	39	N
231	hsa-miR-487b-4378102	31.487	0.200	3	24	N
232	hsa-miR-488-4395468	32.696	0.200	3	27	N
233	hsa-miR-489-4395469	28.108	0.200	3	22	N
234	hsa-miR-490-3p-4373215	Undetermined	0.200	3	39	N
235	hsa-miR-491-3p-4395471	31.748	0.200	3	25	N
236	hsa-miR-491-5p-4381053	25.522	0.200	3	18	N
237	hsa-miR-493-4395475	33.656	0.200	3	25	N
238	hsa-miR-494-4395476	31.828	0.200	3	26	N
239	hsa-miR-495-4381078	33.595	0.200	3	23	N
240	hsa-miR-496-4386771	31.817	0.200	3	25	N
241	hsa-miR-499-3p-4395538	Undetermined	0.200	3	39	Y
242	hsa-miR-499-5p-4381047	Undetermined	0.200	3	39	N
243	hsa-miR-500-4395539	32.246	0.200	3	24	N
244	hsa-miR-501-3p-4395546	Undetermined	0.200	3	39	N
245	hsa-miR-501-5p-4373226	Undetermined	0.200	3	25	N
246	hsa-miR-502-3p-4395194	33.161	0.200	3	26	N
247	hsa-miR-502-5p-4373227	27.860	0.200	3	22	N
248	hsa-miR-503-4373228	Undetermined	0.200	3	39	N
249	hsa-miR-504-4395195	Undetermined	0.200	3	29	N
250	hsa-miR-505-4395200	33.230	0.200	3	24	N
251	hsa-miR-507-4373232	Undetermined	0.200	3	39	N
252	hsa-miR-508-3p-4373233	32.576	0.200	3	25	N
253	hsa-miR-508-5p-4395203	Undetermined	0.200	3	39	N
254	hsa-miR-509-5p-4395346	26.782	0.200	3	20	N
255	hsa-miR-510-4395352	29.432	0.200	3	23	N
256	hsa-miR-512-3p-4381034	25.399	0.200	3	19	N
257	hsa-miR-512-5p-4373238	36.753	0.200	3	27	N
258	hsa-miR-513-5p-4395201	Undetermined	0.200	3	39	N
259	hsa-miR-515-3p-4395480	30.441	0.200	3	24	N
260	hsa-miR-515-5p-4373242	Undetermined	0.200	3	39	Y
261	hsa-miR-516a-5p-4395527	33.751	0.200	3	27	N
262	hsa-miR-516b-4395172	31.295	0.200	3	25	N
263	hsa-miR-517a-4395513	29.988	0.200	3	24	N
264	hsa-miR-517c-4373264	29.832	0.200	3	24	N
265	hsa-miR-518a-3p-4395508	33.481	0.200	3	27	N
266	hsa-miR-518a-5p-4395507	Undetermined	0.200	3	30	N
267	hsa-miR-518b-4373246	35.937	0.200	3	29	N
268	hsa-miR-518c-4395512	Undetermined	0.200	3	39	N
269	hsa-miR-518d-3p-4373248	33.609	0.200	3	25	N
270	hsa-miR-518d-5p-4395500	Undetermined	0.200	3	39	N
271	hsa-miR-518e-4395506	29.489	0.200	3	24	N
272	hsa-miR-518f-4395499	29.333	0.200	3	21	N
273	hsa-miR-519a-4395526	30.190	0.200	3	24	N
274	hsa-miR-519d-4395514	Undetermined	0.200	3	30	N
275	hsa-miR-519e-4395481	Undetermined	0.200	3	29	N
276	hsa-miR-520a-3p-4373268	33.907	0.200	3	26	N
277	hsa-miR-520a-5p-4378085	Undetermined	0.200	3	39	N
278	hsa-miR-520d-5p-4395504	37.095	0.200	3	27	N
279	hsa-miR-520g-4373257	Undetermined	0.200	3	28	N
280	hsa-miR-521-4373259	Undetermined	0.200	3	30	N
281	hsa-miR-522-4395524	31.796	0.200	3	25	N
282	hsa-miR-523-4395497	32.992	0.200	3	27	N
283	hsa-miR-524-5p-4395174	Undetermined	0.200	3	39	N
284	hsa-miR-525-3p-4395496	31.882	0.200	3	25	N
285	hsa-miR-525-5p-4378088	Undetermined	0.200	3	28	N
286	hsa-miR-526b-4395493	26.722	0.200	3	19	N
287	hsa-miR-532-3p-4395466	27.126	0.200	3	21	N
288	hsa-miR-532-5p-4380928	27.438	0.200	3	21	N
289	hsa-miR-539-4378103	27.893	0.200	3	21	N
290	hsa-miR-541-4395312	32.424	0.200	3	24	N
291	hsa-miR-542-3p-4378101	29.967	0.200	3	22	N
292	hsa-miR-542-5p-4395351	32.525	0.200	3	25	N
293	hsa-miR-544-4395376	34.034	0.200	3	27	N
294	hsa-miR-545-4395378	Undetermined	0.200	3	39	N
295	hsa-miR-548a-3p-4380948	31.356	0.200	3	25	N
296	hsa-miR-548a-5p-4395523	Undetermined	0.200	3	30	N
297	hsa-miR-548b-3p-4380951	Undetermined	0.200	3	39	N
298	hsa-miR-548b-5p-4395519	36.493	0.200	3	28	N
299	hsa-miR-548c-3p-4380993	31.958	0.200	3	26	N
300	hsa-miR-548c-5p-4395540	35.821	0.200	3	29	N
301	hsa-miR-548d-3p-4381008	31.085	0.200	3	25	N
302	hsa-miR-548d-5p-4395348	37.690	0.200	3	29	N
303	hsa-miR-551b-4380945	32.206	0.200	3	23	N
304	hsa-miR-556-3p-4395456	Undetermined	0.200	3	39	N
305	hsa-miR-556-5p-4395455	Undetermined	0.200	3	39	N
306	hsa-miR-561-4380938	Undetermined	0.200	3	39	N
307	hsa-miR-570-4395458	34.851	0.200	3	28	N
308	hsa-miR-574-3p-4395460	33.858	0.200	3	27	N
309	hsa-miR-576-3p-4395462	29.359	0.200	3	22	N
310	hsa-miR-576-5p-4395461	Undetermined	0.200	3	28	N
311	hsa-miR-579-4395509	31.211	0.200	3	24	N
312	hsa-miR-582-3p-4395510	32.331	0.200	3	26	N
313	hsa-miR-582-5p-4395175	Undetermined	0.200	3	39	N
314	hsa-miR-589-4395520	31.646	0.200	3	25	N
315	hsa-miR-590-5p-4395176	28.945	0.200	3	23	N
316	hsa-miR-597-4380960	24.856	0.200	3	19	N
317	hsa-miR-598-4395179	29.479	0.200	3	23	N
318	hsa-miR-615-3p-4386777	38.729	0.200	3	23	N
319	hsa-miR-615-5p-4395464	Undetermined	0.200	3	27	N
320	hsa-miR-616-4395525	29.853	0.200	3	23	N
321	hsa-miR-618-4380996	30.138	0.200	3	19	N
322	hsa-miR-624-4395541	Undetermined	0.200	3	39	Y
323	hsa-miR-625-4395542	33.504	0.200	3	27	N
324	hsa-miR-627-4380967	36.994	0.200	3	30	N
325	hsa-miR-628-5p-4395544	8.843	0.200	1	3	N
326	hsa-miR-629-4395547	35.645	0.200	3	27	N
327	hsa-miR-636-4395199	29.339	0.200	3	22	N
328	hsa-miR-642-4380995	27.771	0.200	3	22	N
329	hsa-miR-651-4381007	35.567	0.200	3	29	N
330	hsa-miR-652-4395463	36.633	0.200	3	27	N
331	hsa-miR-653-4395403	30.676	0.200	3	25	N
332	hsa-miR-654-3p-4395350	30.435	0.200	3	25	N
333	hsa-miR-654-5p-4381014	33.840	0.200	3	24	N
334	hsa-miR-655-4381015	34.424	0.200	3	28	N
335	hsa-miR-660-4380925	30.524	0.200	3	22	N
336	hsa-miR-671-3p-4395433	30.224	0.200	3	24	N
337	hsa-miR-672-4395438	31.958	0.200	3	23	N
338	hsa-miR-674-4395193	Undetermined	0.200	3	26	N
339	hsa-miR-708-4395452	27.865	0.200	3	22	N
340	hsa-miR-744-4395435	33.699	0.200	3	25	N
341	hsa-miR-758-4395180	25.963	0.200	3	18	N
342	hsa-miR-871-4395465	Undetermined	0.200	3	39	N
343	hsa-miR-872-4395375	30.615	0.200	3	24	N
344	hsa-miR-873-4395467	36.007	0.200	3	28	N
345	hsa-miR-874-4395379	39.630	0.200	3	25	N
346	hsa-miR-875-3p-4395315	30.065	0.200	3	22	N
347	hsa-miR-876-3p-4395336	Undetermined	0.200	3	30	N
348	hsa-miR-876-5p-4395316	35.049	0.200	3	27	N
349	hsa-miR-885-3p-4395483	Undetermined	0.200	3	39	N
350	hsa-miR-885-5p-4395407	26.741	0.200	3	21	N
351	hsa-miR-886-3p-4395305	34.581	0.200	3	25	N
352	hsa-miR-886-5p-4395304	28.445	0.200	3	22	N
353	hsa-miR-887-4395485	Undetermined	0.200	3	39	Y
354	hsa-miR-888-4395323	27.782	0.200	3	22	N
355	hsa-miR-889-4395313	39.042	0.200	3	29	N
356	hsa-miR-890-4395320	30.812	0.200	3	24	N
357	hsa-miR-891a-4395302	29.517	0.200	3	23	N
358	hsa-miR-891b-4395321	Undetermined	0.200	3	39	N
359	hsa-miR-892a-4395306	Undetermined	0.200	3	28	N
360	hsa-miR-147-4373131	30.282	0.200	3	25	N
361	hsa-miR-208-4373091	Undetermined	0.200	3	26	N
362	hsa-miR-211-4373088	Undetermined	0.200	3	27	N
363	hsa-miR-212-4373087	25.799	0.200	3	20	N
364	hsa-miR-219-1-3p-4395206	31.186	0.200	3	24	N
365	hsa-miR-219-2-3p-4395501	31.293	0.200	3	23	N
366	hsa-miR-220-4373078	27.570	0.200	3	22	N
367	hsa-miR-220b-4395317	Undetermined	0.200	3	28	N
368	hsa-miR-220c-4395322	30.661	0.200	3	22	N
369	hsa-miR-298-4395301	Undetermined	0.200	3	39	Y
370	hsa-miR-325-4373051	29.497	0.200	3	22	N
371	hsa-miR-346-4373038	31.920	0.200	3	22	N
372	hsa-miR-376c-4395233	34.022	0.200	3	25	N
373	hsa-miR-384-4373017	Undetermined	0.200	3	34	N
374	hsa-miR-412-4373199	34.508	0.200	3	25	N
375	hsa-miR-448-4373206	30.430	0.200	3	24	N
376	hsa-miR-492-4373217	Undetermined	0.200	3	22	N
377	hsa-miR-506-4373231	29.738	0.200	3	23	N
378	hsa-miR-509-3-5p-4395266	35.142	0.200	3	24	N
379	hsa-miR-511-4373236	28.765	0.200	3	23	N
380	hsa-miR-517b-4373244	31.976	0.200	3	25	N
381	hsa-miR-519c-3p-4373251	34.637	0.200	3	28	N
382	hsa-miR-520b-4373252	33.769	0.200	3	26	N
383	hsa-miR-520e-4373255	Undetermined	0.200	3	39	N
384	hsa-miR-520f-4373256	30.778	0.200	3	25	N

Analysis Type = Singleplex
Endogenous Control = hsa-miR-451-4373360
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

