* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-04-04 PP09058 PANEL A.eds
* Experiment Name = 2012-04-04 PP09058 PANEL A
* Experiment Run End Time = 2012-04-04 15:23:46 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	NOAMP	EXPFAIL
82	hsa-miR-137-4373301	Undetermined		Y	Y
83	hsa-miR-138-4395395	31.329	31.329	N	N
84	hsa-miR-139-3p-4395424	28.755	28.755	N	N
85	hsa-miR-139-5p-4395400	25.063	25.063	N	N
86	hsa-miR-140-3p-4395345	27.955	27.955	N	N
87	hsa-miR-140-5p-4373374	25.805	25.805	N	N
88	hsa-miR-141-4373137	34.644	34.644	N	N
89	hsa-miR-142-3p-4373136	24.804	24.804	N	N
90	hsa-miR-142-5p-4395359	30.322	30.322	N	N
91	hsa-miR-143-4395360	31.639	31.639	N	N
92	hsa-miR-145-4395389	29.480	29.480	N	N
93	hsa-miR-146a-4373132	17.111	17.111	N	N
94	hsa-miR-146b-3p-4395472	Undetermined		Y	Y
95	hsa-miR-146b-5p-4373178	22.875	22.875	N	N
96	hsa-miR-147b-4395373	Undetermined		Y	Y
97	hsa-miR-148a-4373130	26.785	26.785	N	N
98	hsa-miR-148b-4373129	28.723	28.723	N	N
99	hsa-miR-149-4395366	Undetermined		Y	Y
100	hsa-miR-150-4373127	20.779	20.779	N	N
101	hsa-miR-152-4395170	25.160	25.160	N	N
102	hsa-miR-153-4373305	34.147	34.147	N	N
103	hsa-miR-154-4373270	Undetermined		N	N
104	hsa-miR-181a-4373117	31.432	31.432	N	N
105	hsa-miR-181c-4373115	Undetermined		N	N
106	hsa-miR-182-4395445	Undetermined		Y	Y
107	RNU48-4373383	Undetermined		Y	Y
108	hsa-miR-183-4395380	Undetermined		N	Y
109	hsa-miR-184-4373113	27.092	27.092	N	N
110	hsa-miR-185-4395382	24.317	24.317	N	N
111	hsa-miR-186-4395396	21.535	21.535	N	N
112	hsa-miR-187-4373307	Undetermined		Y	Y
113	hsa-miR-188-3p-4395217	Undetermined		Y	Y
114	hsa-miR-190-4373110	Undetermined		Y	Y
115	hsa-miR-191-4395410	18.612	18.612	N	N
116	hsa-miR-192-4373108	24.543	24.543	N	N
117	hsa-miR-193a-3p-4395361	33.291	33.291	N	N
118	hsa-miR-193a-5p-4395392	27.304	27.304	N	N
119	hsa-miR-193b-4395478	25.734	25.734	N	N
120	hsa-miR-194-4373106	39.349	39.349	N	N
121	hsa-miR-195-4373105	26.318	26.318	N	N
122	hsa-miR-196b-4395326	Undetermined		Y	Y
123	hsa-miR-197-4373102	25.830	25.830	N	N
124	hsa-miR-198-4395384	Undetermined		Y	Y
125	hsa-miR-199a-5p-4373272	Undetermined		Y	Y
126	hsa-miR-199a-3p-4395415	26.526	26.526	N	N
127	hsa-miR-199b-5p-4373100	Undetermined		Y	Y
128	hsa-miR-200a-4378069	Undetermined		N	Y
129	hsa-miR-200b-4395362	Undetermined		Y	Y
130	hsa-miR-200c-4395411	Undetermined		N	N
131	hsa-miR-202-4395474	32.925	32.925	N	N
132	hsa-miR-203-4373095	27.870	27.870	N	N
133	hsa-miR-204-4373094	29.789	29.789	N	N
134	hsa-miR-205-4373093	Undetermined		N	Y
135	hsa-miR-208b-4395401	Undetermined		Y	Y
136	hsa-miR-210-4373089	29.163	29.163	N	N
137	hsa-miR-214-4395417	36.030	36.030	N	N
138	hsa-miR-215-4373084	33.027	33.027	N	N
139	hsa-miR-216a-4395331	Undetermined		Y	Y
140	hsa-miR-216b-4395437	Undetermined		Y	Y
141	hsa-miR-217-4395448	Undetermined		Y	Y
142	hsa-miR-218-4373081	29.278	29.278	N	N
143	hsa-miR-219-5p-4373080	Undetermined		Y	Y
144	hsa-miR-221-4373077	22.878	22.878	N	N
145	hsa-miR-222-4395387	20.276	20.276	N	N
146	hsa-miR-223-4395406	15.888	15.888	N	N
147	hsa-miR-224-4395210	26.974	26.974	N	N
148	hsa-miR-296-3p-4395212	Undetermined		N	Y
149	hsa-miR-296-5p-4373066	32.834	32.834	N	N
150	hsa-miR-299-3p-4373189	Undetermined		N	Y
151	hsa-miR-299-5p-4373188	Undetermined		N	N
152	hsa-miR-301a-4373064	29.984	29.984	N	N
153	hsa-miR-301b-4395503	31.909	31.909	N	N
154	hsa-miR-302a-4378070	37.675	37.675	N	N
155	ath-miR159a-4373390	19.850	19.850	N	N
156	hsa-miR-302b-4378071	Undetermined		N	Y
157	hsa-miR-302c-4378072	Undetermined		N	Y
158	hsa-miR-320-4395388	20.419	20.419	N	N
159	hsa-miR-323-3p-4395338	Undetermined		N	N
160	hsa-miR-324-3p-4395272	26.205	26.205	N	N
161	hsa-miR-324-5p-4373052	25.529	25.529	N	N
162	hsa-miR-326-4373050	Undetermined		Y	Y
163	hsa-miR-328-4373049	23.696	23.696	N	N
164	hsa-miR-329-4373191	Undetermined		N	N
165	hsa-miR-330-3p-4373047	Undetermined		N	N
166	hsa-miR-330-5p-4395341	Undetermined		Y	Y
167	hsa-miR-331-3p-4373046	27.148	27.148	N	N
168	hsa-miR-331-5p-4395344	Undetermined		N	Y
169	hsa-miR-335-4373045	26.065	26.065	N	N
170	hsa-miR-337-5p-4395267	Undetermined		N	Y
171	hsa-miR-338-3p-4395363	Undetermined		Y	Y
172	hsa-miR-339-3p-4395295	25.758	25.758	N	N
173	hsa-miR-339-5p-4395368	Undetermined		N	Y
174	hsa-miR-340-4395369	28.796	28.796	N	N
175	has-miR-155-4395459	28.737	28.737	N	N
176	hsa-let-7b-4395446	26.417	26.417	N	N
177	hsa-miR-342-3p-4395371	23.182	23.182	N	N
178	hsa-miR-342-5p-4395258	Undetermined		N	N
179	hsa-miR-345-4395297	25.425	25.425	N	N
180	hsa-miR-361-5p-4373035	29.478	29.478	N	N
181	hsa-miR-362-3p-4395228	Undetermined		Y	Y
182	hsa-miR-362-5p-4378092	Undetermined		Y	Y
183	hsa-miR-363-4378090	32.349	32.349	N	N
184	hsa-miR-365-4373194	32.223	32.223	N	N
185	hsa-miR-367-4373034	Undetermined		N	N
186	hsa-miR-369-3p-4373032	Undetermined		Y	Y
187	hsa-miR-369-5p-4373195	Undetermined		Y	Y
188	hsa-miR-370-4395386	32.599	32.599	N	N
189	hsa-miR-371-3p-4395235	Undetermined		Y	Y
190	hsa-miR-372-4373029	36.463	36.463	N	N
191	hsa-miR-373-4378073	38.160	38.160	N	N
192	hsa-miR-374a-4373028	27.505	27.505	N	N
193	hsa-miR-374b-4381045	34.444	34.444	N	N
194	hsa-miR-375-4373027	29.488	29.488	N	N
195	hsa-miR-376a-4373026	24.690	24.690	N	N
196	hsa-miR-376b-4373196	Undetermined		Y	Y
197	hsa-miR-377-4373025	Undetermined		Y	Y
198	hsa-miR-379-4373349	Undetermined		Y	Y
199	hsa-miR-380-4373022	Undetermined		Y	Y
200	hsa-miR-381-4373020	29.553	29.553	N	N
201	hsa-miR-382-4373019	30.036	30.036	N	N
202	hsa-miR-383-4373018	Undetermined		N	Y
203	hsa-miR-409-5p-4395442	Undetermined		Y	Y
204	hsa-miR-410-4378093	28.645	28.645	N	N
205	hsa-miR-411-4381013	32.554	32.554	N	N
206	hsa-miR-422a-4395408	30.360	30.360	N	N
207	hsa-miR-423-5p-4395451	28.007	28.007	N	N
208	hsa-miR-424-4373201	Undetermined		Y	Y
209	hsa-miR-425-4380926	Undetermined		N	N
210	hsa-miR-429-4373203	Undetermined		Y	Y
211	hsa-miR-431-4395173	Undetermined		N	Y
212	hsa-miR-433-4373205	28.426	28.426	N	N
213	hsa-miR-449a-4373207	Undetermined		Y	Y
214	hsa-miR-449b-4381011	Undetermined		Y	Y
215	hsa-miR-450a-4395414	Undetermined		Y	Y
216	hsa-miR-450b-3p-4395319	Undetermined		Y	Y
217	hsa-miR-450b-5p-4395318	Undetermined		N	Y
218	hsa-miR-451-4373360	19.316	19.316	N	N
219	hsa-miR-452-4395440	Undetermined		N	N
220	hsa-miR-453-4395429	Undetermined		N	Y
221	hsa-miR-454-4395434	29.346	29.346	N	N
222	hsa-miR-455-3p-4395355	Undetermined		Y	Y
223	hsa-miR-455-5p-4378098	30.707	30.707	N	N
224	hsa-miR-483-5p-4395449	22.216	22.216	N	N
225	hsa-miR-484-4381032	18.313	18.313	N	N
226	hsa-miR-485-3p-4378095	Undetermined		N	N
227	hsa-miR-485-5p-4373212	Undetermined		Y	Y
228	hsa-miR-486-3p-4395204	Undetermined		N	Y
229	hsa-miR-486-5p-4378096	26.827	26.827	N	N
230	hsa-miR-487a-4378097	Undetermined		N	Y
231	hsa-miR-487b-4378102	37.752	37.752	N	N
232	hsa-miR-488-4395468	Undetermined		Y	Y
233	hsa-miR-489-4395469	Undetermined		N	N
234	hsa-miR-490-3p-4373215	Undetermined		Y	Y
235	hsa-miR-491-3p-4395471	Undetermined		Y	Y
236	hsa-miR-491-5p-4381053	27.619	27.619	N	N
237	hsa-miR-493-4395475	Undetermined		N	Y
238	hsa-miR-494-4395476	Undetermined		N	N
239	hsa-miR-495-4381078	Undetermined		N	N
240	hsa-miR-496-4386771	Undetermined		Y	Y
241	hsa-miR-499-3p-4395538	Undetermined		Y	Y
242	hsa-miR-499-5p-4381047	Undetermined		Y	Y
243	hsa-miR-500-4395539	Undetermined		Y	Y
244	hsa-miR-501-3p-4395546	Undetermined		Y	Y
245	hsa-miR-501-5p-4373226	Undetermined		N	Y
246	hsa-miR-502-3p-4395194	34.454	34.454	N	N
247	hsa-miR-502-5p-4373227	Undetermined		Y	Y
248	hsa-miR-503-4373228	Undetermined		Y	Y
249	hsa-miR-504-4395195	Undetermined		Y	Y
250	hsa-miR-505-4395200	Undetermined		N	Y
251	hsa-miR-507-4373232	Undetermined		Y	Y
252	hsa-miR-508-3p-4373233	Undetermined		Y	Y
253	hsa-miR-508-5p-4395203	Undetermined		Y	Y
254	hsa-miR-509-5p-4395346	Undetermined		N	Y
255	hsa-miR-510-4395352	Undetermined		Y	Y
256	hsa-miR-512-3p-4381034	Undetermined		N	Y
257	hsa-miR-512-5p-4373238	Undetermined		Y	Y
258	hsa-miR-513-5p-4395201	Undetermined		Y	Y
259	hsa-miR-515-3p-4395480	Undetermined		Y	Y
260	hsa-miR-515-5p-4373242	Undetermined		Y	Y
261	hsa-miR-516a-5p-4395527	Undetermined		Y	Y
262	hsa-miR-516b-4395172	Undetermined		Y	Y
263	hsa-miR-517a-4395513	Undetermined		N	Y
264	hsa-miR-517c-4373264	37.957	37.957	N	N
265	hsa-miR-518a-3p-4395508	Undetermined		Y	Y
266	hsa-miR-518a-5p-4395507	Undetermined		Y	Y
267	hsa-miR-518b-4373246	38.113	38.113	N	N
268	hsa-miR-518c-4395512	Undetermined		Y	Y
269	hsa-miR-518d-3p-4373248	Undetermined		N	N
270	hsa-miR-518d-5p-4395500	Undetermined		Y	Y
271	hsa-miR-518e-4395506	34.567	34.567	N	N
272	hsa-miR-518f-4395499	Undetermined		N	N
273	hsa-miR-519a-4395526	38.090	38.090	N	N
274	hsa-miR-519d-4395514	Undetermined		N	Y
275	hsa-miR-519e-4395481	Undetermined		N	Y
276	hsa-miR-520a-3p-4373268	Undetermined		Y	Y
277	hsa-miR-520a-5p-4378085	Undetermined		Y	Y
278	hsa-miR-520d-5p-4395504	Undetermined		Y	Y
279	hsa-miR-520g-4373257	Undetermined		Y	Y
280	hsa-miR-521-4373259	Undetermined		N	N
281	hsa-miR-522-4395524	Undetermined		N	Y
282	hsa-miR-523-4395497	35.211	35.211	N	N
283	hsa-miR-524-5p-4395174	Undetermined		Y	Y
284	hsa-miR-525-3p-4395496	Undetermined		Y	Y
285	hsa-miR-525-5p-4378088	Undetermined		N	N
286	hsa-miR-526b-4395493	Undetermined		Y	Y
287	hsa-miR-532-3p-4395466	28.642	28.642	N	N
288	hsa-miR-532-5p-4380928	28.943	28.943	N	N
289	hsa-miR-539-4378103	27.918	27.918	N	N
290	hsa-miR-541-4395312	Undetermined		Y	Y
291	hsa-miR-542-3p-4378101	Undetermined		Y	Y
292	hsa-miR-542-5p-4395351	Undetermined		Y	Y
293	hsa-miR-544-4395376	Undetermined		Y	Y
294	hsa-miR-545-4395378	35.325	35.325	N	N
295	hsa-miR-548a-3p-4380948	32.179	32.179	N	N
296	hsa-miR-548a-5p-4395523	Undetermined		Y	Y
297	hsa-miR-548b-3p-4380951	Undetermined		Y	Y
298	hsa-miR-548b-5p-4395519	Undetermined		Y	Y
299	hsa-miR-548c-3p-4380993	Undetermined		N	Y
300	hsa-miR-548c-5p-4395540	Undetermined		N	N
301	hsa-miR-548d-3p-4381008	Undetermined		N	Y
302	hsa-miR-548d-5p-4395348	Undetermined		Y	Y
303	hsa-miR-551b-4380945	36.325	36.325	N	N
304	hsa-miR-556-3p-4395456	Undetermined		N	Y
305	hsa-miR-556-5p-4395455	Undetermined		N	N
306	hsa-miR-561-4380938	Undetermined		N	Y
307	hsa-miR-570-4395458	Undetermined		Y	Y
308	hsa-miR-574-3p-4395460	24.207	24.207	N	N
309	hsa-miR-576-3p-4395462	37.637	37.637	N	N
310	hsa-miR-576-5p-4395461	Undetermined		Y	Y
311	hsa-miR-579-4395509	32.735	32.735	N	N
312	hsa-miR-582-3p-4395510	Undetermined		N	Y
313	hsa-miR-582-5p-4395175	Undetermined		Y	Y
314	hsa-miR-589-4395520	Undetermined		Y	Y
315	hsa-miR-590-5p-4395176	25.092	25.092	N	N
316	hsa-miR-597-4380960	29.105	29.105	N	N
317	hsa-miR-598-4395179	31.610	31.610	N	N
318	hsa-miR-615-3p-4386777	Undetermined		N	N
319	hsa-miR-615-5p-4395464	Undetermined		Y	Y
320	hsa-miR-616-4395525	Undetermined		Y	Y
321	hsa-miR-618-4380996	33.000	33.000	N	N
322	hsa-miR-624-4395541	Undetermined		Y	Y
323	hsa-miR-625-4395542	33.840	33.840	N	N
324	hsa-miR-627-4380967	38.972	38.972	N	N
325	hsa-miR-628-5p-4395544	31.674	31.674	N	N
326	hsa-miR-629-4395547	Undetermined		N	Y
327	hsa-miR-636-4395199	Undetermined		N	N
328	hsa-miR-642-4380995	29.349	29.349	N	N
329	hsa-miR-651-4381007	Undetermined		Y	Y
330	hsa-miR-652-4395463	25.937	25.937	N	N
331	hsa-miR-653-4395403	Undetermined		Y	Y
332	hsa-miR-654-3p-4395350	Undetermined		Y	Y
333	hsa-miR-654-5p-4381014	Undetermined		N	Y
334	hsa-miR-655-4381015	39.403	39.403	N	N
335	hsa-miR-660-4380925	25.596	25.596	N	N
336	hsa-miR-671-3p-4395433	33.460	33.460	N	N
337	hsa-miR-672-4395438	Undetermined		Y	Y
338	hsa-miR-674-4395193	Undetermined		Y	Y
339	hsa-miR-708-4395452	Undetermined		N	N
340	hsa-miR-744-4395435	25.307	25.307	N	N
341	hsa-miR-758-4395180	Undetermined		N	Y
342	hsa-miR-871-4395465	Undetermined		Y	Y
343	hsa-miR-872-4395375	Undetermined		Y	Y
344	hsa-miR-873-4395467	Undetermined		N	Y
345	hsa-miR-874-4395379	Undetermined		N	N
346	hsa-miR-875-3p-4395315	Undetermined		Y	Y
347	hsa-miR-876-3p-4395336	Undetermined		Y	Y
348	hsa-miR-876-5p-4395316	Undetermined		Y	Y
349	hsa-miR-885-3p-4395483	Undetermined		Y	Y
350	hsa-miR-885-5p-4395407	35.219	35.219	N	N
351	hsa-miR-886-3p-4395305	30.942	30.942	N	N
352	hsa-miR-886-5p-4395304	32.777	32.777	N	N
353	hsa-miR-887-4395485	Undetermined		Y	Y
354	hsa-miR-888-4395323	Undetermined		Y	Y
355	hsa-miR-889-4395313	Undetermined		N	N
356	hsa-miR-890-4395320	Undetermined		Y	Y
357	hsa-miR-891a-4395302	Undetermined		Y	Y
358	hsa-miR-891b-4395321	Undetermined		Y	Y
359	hsa-miR-892a-4395306	Undetermined		Y	Y
360	hsa-miR-147-4373131	Undetermined		Y	Y
361	hsa-miR-208-4373091	Undetermined		N	Y
362	hsa-miR-211-4373088	Undetermined		Y	Y
363	hsa-miR-212-4373087	Undetermined		N	N
364	hsa-miR-219-1-3p-4395206	Undetermined		Y	Y
365	hsa-miR-219-2-3p-4395501	Undetermined		Y	Y
366	hsa-miR-220-4373078	Undetermined		Y	Y
367	hsa-miR-220b-4395317	Undetermined		Y	Y
368	hsa-miR-220c-4395322	Undetermined		N	Y
369	hsa-miR-298-4395301	Undetermined		Y	Y
370	hsa-miR-325-4373051	Undetermined		Y	Y
371	hsa-miR-346-4373038	Undetermined		Y	Y
372	hsa-miR-376c-4395233	25.752	25.752	N	N
373	hsa-miR-384-4373017	Undetermined		Y	Y
374	hsa-miR-412-4373199	Undetermined		Y	Y
375	hsa-miR-448-4373206	Undetermined		Y	Y
376	hsa-miR-492-4373217	Undetermined		Y	Y
377	hsa-miR-506-4373231	Undetermined		Y	Y
378	hsa-miR-509-3-5p-4395266	Undetermined		Y	Y
379	hsa-miR-511-4373236	36.880	36.880	N	N
380	hsa-miR-517b-4373244	Undetermined		Y	Y
381	hsa-miR-519c-3p-4373251	Undetermined		N	Y
382	hsa-miR-520b-4373252	Undetermined		N	Y
383	hsa-miR-520e-4373255	Undetermined		Y	Y
384	hsa-miR-520f-4373256	Undetermined		N	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-451-4373360
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

