* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-07-16 PP09050 B.eds
* Experiment Name = 2012-07-16 PP09050 B
* Experiment Run End Time = 2012-07-17 11:04:00 AM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	NOAMP	EXPFAIL	THOLDFAIL
208	hsa-miR-875-5p-002203	35.509	35.509	N	N	N
209	hsa-miR-888#-002213	Undetermined		Y	Y	Y
210	hsa-miR-892b-002214	34.069	34.069	N	N	Y
211	hsa-miR-9#-002231	28.369	28.369	N	N	N
212	hsa-miR-411#-002238	36.663	36.663	N	N	Y
213	hsa-miR-378-002243	25.431	25.431	N	N	N
214	hsa-miR-151-3p-002254	20.739	20.739	N	N	N
215	hsa-miR-340#-002259	26.594	26.594	N	N	N
216	hsa-miR-190b-002263	30.256	30.256	N	N	N
217	hsa-miR-545#-002266	32.987	32.987	N	N	N
218	hsa-miR-183#-002270	26.473	26.473	N	N	N
219	hsa-miR-192#-002272	30.649	30.649	N	N	N
220	hsa-miR-200b#-002274	Undetermined		Y	Y	Y
221	hsa-miR-200c#-002286	Undetermined		Y	Y	Y
222	hsa-miR-155#-002287	Undetermined		Y	Y	Y
223	hsa-miR-10a#-002288	Undetermined		Y	Y	Y
224	hsa-miR-214#-002293	30.308	30.308	N	N	N
225	hsa-miR-218-2#-002294	Undetermined		Y	Y	Y
226	hsa-miR-129#-002298	Undetermined		Y	Y	Y
227	hsa-miR-22#-002301	23.710	23.710	N	N	N
228	hsa-miR-425#-002302	24.353	24.353	N	N	N
229	hsa-miR-30d#-002305	28.758	28.758	N	N	N
230	hsa-let-7a#-002307	31.340	31.340	N	N	Y
231	hsa-miR-424#-002309	26.420	26.420	N	N	N
232	hsa-miR-18b#-002310	Undetermined		Y	Y	Y
233	hsa-miR-20b#-002311	33.878	33.878	N	N	N
234	hsa-miR-431#-002312	Undetermined		Y	Y	Y
235	hsa-miR-7-2#-002314	Undetermined		Y	Y	Y
236	hsa-miR-10b#-002315	25.636	25.636	N	N	N
237	hsa-miR-34a#-002316	28.469	28.469	N	N	N
238	hsa-miR-181a-2#-002317	28.406	28.406	N	N	N
239	hsa-miR-744#-002325	29.503	29.503	N	N	N
240	hsa-miR-452#-002330	Undetermined		Y	Y	Y
241	hsa-miR-409-3p-002332	21.074	21.074	N	N	N
242	hsa-miR-181c#-002333	28.983	28.983	N	N	Y
243	hsa-miR-196a#-002336	Undetermined		Y	Y	Y
244	hsa-miR-483-3p-002339	26.339	26.339	N	N	N
245	hsa-miR-708#-002342	Undetermined		Y	Y	Y
246	hsa-miR-92b#-002343	Undetermined		N	Y	Y
247	hsa-miR-551b#-002346	Undetermined		N	Y	Y
248	hsa-miR-202#-002362	Undetermined		Y	Y	Y
249	hsa-miR-193b#-002366	26.611	26.611	N	N	N
250	hsa-miR-497#-002368	Undetermined		Y	Y	Y
251	hsa-miR-518e#-002371	Undetermined		Y	Y	Y
252	hsa-miR-543-002376	26.309	26.309	N	N	N
253	hsa-miR-125b-1#-002378	Undetermined		N	Y	Y
254	hsa-miR-194#-002379	Undetermined		Y	Y	Y
255	hsa-miR-106b#-002380	25.084	25.084	N	N	N
256	hsa-miR-302a#-002381	Undetermined		Y	Y	Y
257	hsa-miR-519b-3p-002384	34.896	34.896	N	N	Y
258	hsa-miR-518f#-002387	Undetermined		N	Y	Y
259	hsa-miR-374b#-002391	Undetermined		Y	Y	Y
260	hsa-miR-520c-3p-002400	32.855	32.855	N	N	N
261	hsa-let-7b#-002404	Undetermined		N	Y	Y
262	hsa-let-7c#-002405	Undetermined		Y	Y	Y
263	hsa-let-7e#-002407	33.540	33.540	N	N	N
264	hsa-miR-550-002410	30.978	30.978	N	N	N
265	hsa-miR-593-002411	Undetermined		Y	Y	Y
266	hsa-let-7f-1#-002417	30.156	30.156	N	N	N
267	hsa-let-7f-2#-002418	31.922	31.922	N	N	N
268	hsa-miR-15a#-002419	26.447	26.447	N	N	N
269	hsa-miR-16-1#-002420	26.977	26.977	N	N	N
270	hsa-miR-17#-002421	29.197	29.197	N	N	N
271	hsa-miR-18a#-002423	29.738	29.738	N	N	N
272	hsa-miR-19a#-002424	Undetermined		Y	Y	Y
273	hsa-miR-19b-1#-002425	28.509	28.509	N	N	N
274	hsa-miR-625#-002432	22.000	22.000	N	N	N
275	hsa-miR-628-3p-002434	26.239	26.239	N	N	N
276	hsa-miR-20a#-002437	34.145	34.145	N	N	N
277	hsa-miR-21#-002438	28.481	28.481	N	N	N
278	hsa-miR-23a#-002439	31.175	31.175	N	N	N
279	hsa-miR-24-1#-002440	Undetermined		Y	Y	Y
280	hsa-miR-24-2#-002441	28.054	28.054	N	N	N
281	hsa-miR-25#-002442	30.059	30.059	N	N	N
282	hsa-miR-26a-1#-002443	26.514	26.514	N	N	N
283	hsa-miR-26b#-002444	25.279	25.279	N	N	N
284	hsa-miR-27a#-002445	29.398	29.398	N	N	N
285	hsa-miR-29a#-002447	28.448	28.448	N	N	N
286	hsa-miR-151-5P-002642	23.433	23.433	N	N	N
287	hsa-miR-765-002643	Undetermined		Y	Y	Y
288	hsa-miR-338-5P-002658	30.382	30.382	N	N	N
289	hsa-miR-620-002672	Undetermined		Y	Y	Y
290	hsa-miR-577-002675	Undetermined		Y	Y	Y
291	hsa-miR-144-002676	23.245	23.245	N	N	N
292	hsa-miR-590-3P-002677	27.209	27.209	N	N	N
293	hsa-miR-191#-002678	27.940	27.940	N	N	N
294	hsa-miR-665-002681	Undetermined		Y	Y	Y
295	hsa-miR-520D-3P-002743	34.643	34.643	N	N	N
296	hsa-miR-1224-3P-002752	Undetermined		Y	Y	Y
297	has-miR-1305-002867	31.977	31.977	N	N	N
298	hsa-miR-513C-002756	Undetermined		Y	Y	Y
299	hsa-miR-513B-002757	Undetermined		Y	Y	Y
300	hsa-miR-1226#-002758	33.718	33.718	N	N	Y
301	hsa-miR-1236-002761	Undetermined		Y	Y	Y
302	hsa-miR-1228#-002763	Undetermined		N	Y	Y
303	hsa-miR-1225-3P-002766	Undetermined		Y	Y	Y
304	hsa-miR-1233-002768	Undetermined		N	Y	Y
305	hsa-miR-1227-002769	27.400	27.400	N	N	N
306	hsa-miR-1286-002773	Undetermined		Y	Y	Y
307	hsa-miR-548M-002775	Undetermined		Y	Y	Y
308	hsa-miR-1179-002776	33.496	33.496	N	N	N
309	hsa-miR-1178-002777	Undetermined		Y	Y	Y
310	hsa-miR-1205-002778	Undetermined		Y	Y	Y
311	hsa-miR-1271-002779	26.273	26.273	N	N	N
312	hsa-miR-1201-002781	Undetermined		Y	Y	Y
313	hsa-miR-548J-002783	34.442	34.442	N	N	Y
314	hsa-miR-1263-002784	Undetermined		Y	Y	Y
315	hsa-miR-1294-002785	Undetermined		Y	Y	Y
316	hsa-miR-1269-002789	28.266	28.266	N	N	N
317	hsa-miR-1265-002790	Undetermined		Y	Y	Y
318	hsa-miR-1244-002791	Undetermined		Y	Y	Y
319	hsa-miR-1303-002792	31.787	31.787	N	N	N
320	hsa-miR-1259-002796	Undetermined		Y	Y	Y
321	hsa-miR-548P-002798	Undetermined		Y	Y	Y
322	hsa-miR-1264-002799	Undetermined		Y	Y	Y
323	hsa-miR-1255B-002801	29.254	29.254	N	N	N
324	hsa-miR-1282-002803	Undetermined		Y	Y	Y
325	hsa-miR-1255A-002805	Undetermined		Y	Y	Y
326	hsa-miR-1270-002807	29.211	29.211	N	N	N
327	hsa-miR-1197-002810	31.417	31.417	N	N	N
328	hsa-miR-1324-002815	Undetermined		Y	Y	Y
329	hsa-miR-548H-002816	Undetermined		Y	Y	Y
330	hsa-miR-1254-002818	33.209	33.209	N	N	N
331	hsa-miR-548K-002819	Undetermined		Y	Y	Y
332	hsa-miR-1251-002820	Undetermined		Y	Y	Y
333	hsa-miR-1285-002822	29.064	29.064	N	N	N
334	hsa-miR-1245-002823	Undetermined		Y	Y	Y
335	hsa-miR-1292-002824	Undetermined		Y	Y	Y
336	hsa-miR-1301-002827	28.779	28.779	N	N	N
337	hsa-miR-1200-002829	Undetermined		Y	Y	Y
338	hsa-miR-1182-002830	Undetermined		Y	Y	Y
339	hsa-miR-1288-002832	30.563	30.563	N	N	Y
340	hsa-miR-1291-002838	27.831	27.831	N	N	N
341	hsa-miR-1275-002840	Undetermined		N	Y	Y
342	hsa-miR-1183-002841	27.773	27.773	N	N	N
343	hsa-miR-1184-002842	Undetermined		Y	Y	Y
344	hsa-miR-1276-002843	33.751	33.751	N	N	N
345	hsa-miR-320B-002844	24.479	24.479	N	N	N
346	hsa-miR-1272-002845	Undetermined		Y	Y	Y
347	hsa-miR-1180-002847	27.349	27.349	N	N	N
348	hsa-miR-1256-002850	Undetermined		Y	Y	Y
349	hsa-miR-1278-002851	Undetermined		Y	Y	Y
350	hsa-miR-1262-002852	Undetermined		N	Y	Y
351	hsa-miR-1243-002854	Undetermined		N	Y	Y
352	hsa-miR-663B-002857	31.580	31.580	N	N	Y
353	hsa-miR-1252-002860	Undetermined		Y	Y	Y
354	hsa-miR-1298-002861	Undetermined		N	Y	Y
355	hsa-miR-1290-002863	24.405	24.405	N	N	N
356	hsa-miR-1249-002868	30.297	30.297	N	N	Y
357	hsa-miR-1248-002870	Undetermined		Y	Y	Y
358	hsa-miR-1289-002871	Undetermined		Y	Y	Y
359	hsa-miR-1204-002872	Undetermined		Y	Y	Y
360	hsa-miR-1826-002873	Undetermined		Y	Y	Y
361	hsa-miR-1304-002874	Undetermined		Y	Y	Y
362	hsa-miR-1203-002877	Undetermined		Y	Y	Y
363	hsa-miR-1206-002878	Undetermined		Y	Y	Y
364	hsa-miR-548G-002879	Undetermined		Y	Y	Y
365	hsa-miR-1208-002880	23.119	23.119	N	N	Y
366	hsa-miR-548E-002881	Undetermined		Y	Y	Y
367	hsa-miR-1274A-002883	23.162	23.162	N	N	N
368	hsa-miR-1274B-002884	18.648	18.648	N	N	N
369	hsa-miR-1267-002885	Undetermined		N	Y	Y
370	hsa-miR-1250-002887	35.930	35.930	N	N	Y
371	hsa-miR-548N-002888	Undetermined		Y	Y	Y
372	hsa-miR-1283-002890	Undetermined		Y	Y	Y
373	hsa-miR-1247-002893	27.250	27.250	N	N	Y
374	hsa-miR-1253-002894	Undetermined		Y	Y	Y
375	hsa-miR-720-002895	20.391	20.391	N	N	N
376	hsa-miR-1260-002896	25.072	25.072	N	N	N
377	hsa-miR-664-002897	23.459	23.459	N	N	N
378	hsa-miR-1302-002901	Undetermined		Y	Y	Y
379	hsa-miR-1300-002902	32.338	32.338	N	N	N
380	hsa-miR-1284-002903	Undetermined		Y	Y	Y
381	hsa-miR-548L-002904	32.266	32.266	N	N	N
382	hsa-miR-1293-002905	Undetermined		Y	Y	Y
383	hsa-miR-1825-002907	26.575	26.575	N	N	Y
384	hsa-miR-1296-002908	Undetermined		N	Y	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-30c-2#-002110
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

