* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-03-19 pp09005 panelB.eds
* Experiment Name = 2012-03-19 pp09005 panelB
* Experiment Run End Time = 2012-03-19 11:55:49 AM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	NOAMP	EXPFAIL	THOLDFAIL
31	hsa-miR-520h-001170	31.890	31.890	N	N	N
32	hsa-miR-524-001173	Undetermined		N	Y	Y
33	mmu-let-7d#-001178	25.570	25.570	N	N	Y
34	hsa-miR-363#-001283	30.614	30.614	N	N	N
35	U6 snRNA-001973	32.489	32.983	N	N	N
36	U6 snRNA-001973	33.331	32.983	N	N	N
37	rno-miR-7#-001338	23.208	23.208	N	N	N
38	hsa-miR-656-001510	31.541	31.541	N	N	N
39	hsa-miR-549-001511	Undetermined		Y	Y	Y
40	hsa-miR-657-001512	Undetermined		N	Y	Y
41	hsa-miR-658-001513	Undetermined		N	Y	Y
42	hsa-miR-659-001514	Undetermined		N	Y	Y
43	hsa-miR-551a-001519	Undetermined		Y	Y	Y
44	hsa-miR-552-001520	Undetermined		Y	Y	Y
45	hsa-miR-553-001521	Undetermined		N	Y	Y
46	hsa-miR-554-001522	Undetermined		N	Y	Y
47	hsa-miR-555-001523	Undetermined		N	Y	Y
48	hsa-miR-557-001525	Undetermined		Y	Y	Y
49	hsa-miR-558-001526	Undetermined		Y	Y	Y
50	hsa-miR-559-001527	Undetermined		N	Y	Y
51	hsa-miR-562-001529	Undetermined		Y	Y	Y
52	hsa-miR-563-001530	Undetermined		N	Y	Y
53	hsa-miR-564-001531	Undetermined		N	Y	Y
54	hsa-miR-566-001533	Undetermined		N	Y	Y
55	hsa-miR-567-001534	Undetermined		N	Y	Y
56	hsa-miR-569-001536	Undetermined		N	Y	Y
57	hsa-miR-586-001539	Undetermined		N	Y	Y
58	hsa-miR-587-001540	Undetermined		N	Y	Y
59	RNU44-001094	Undetermined		N	Y	Y
60	hsa-miR-588-001542	Undetermined		Y	Y	Y
61	hsa-miR-589-001543	28.462	28.462	N	N	N
62	hsa-miR-550-001544	34.231	34.231	N	N	Y
63	hsa-miR-591-001545	Undetermined		N	Y	Y
64	hsa-miR-592-001546	31.827	31.827	N	N	N
65	hsa-miR-593-001547	Undetermined		N	Y	Y
66	hsa-miR-596-001550	28.136	28.136	N	N	Y
67	hsa-miR-622-001553	Undetermined		Y	Y	Y
68	hsa-miR-599-001554	31.985	31.985	N	N	N
69	hsa-miR-623-001555	35.644	35.644	N	N	Y
70	hsa-miR-600-001556	Undetermined		N	Y	Y
71	hsa-miR-624-001557	Undetermined		N	Y	Y
72	hsa-miR-601-001558	33.334	33.334	N	N	N
73	hsa-miR-626-001559	Undetermined		Y	Y	Y
74	hsa-miR-629-001562	28.255	28.255	N	N	N
75	hsa-miR-630-001563	30.394	30.394	N	N	Y
76	hsa-miR-631-001564	Undetermined		Y	Y	Y
77	hsa-miR-603-001566	34.876	34.876	N	N	N
78	hsa-miR-604-001567	Undetermined		N	Y	Y
79	hsa-miR-605-001568	Undetermined		N	Y	Y
80	hsa-miR-606-001569	Undetermined		Y	Y	Y
81	hsa-miR-607-001570	Undetermined		N	Y	Y
82	hsa-miR-608-001571	Undetermined		N	Y	Y
83	hsa-miR-609-001573	Undetermined		Y	Y	Y
84	hsa-miR-633-001574	Undetermined		Y	Y	Y
85	hsa-miR-634-001576	Undetermined		Y	Y	Y
86	hsa-miR-635-001578	Undetermined		N	Y	Y
87	hsa-miR-637-001581	Undetermined		Y	Y	Y
88	hsa-miR-638-001582	29.301	29.301	N	N	N
89	hsa-miR-639-001583	30.529	30.529	N	N	Y
90	hsa-miR-640-001584	Undetermined		Y	Y	Y
91	hsa-miR-641-001585	Undetermined		N	Y	Y
92	hsa-miR-613-001586	Undetermined		Y	Y	Y
93	hsa-miR-614-001587	Undetermined		Y	Y	Y
94	hsa-miR-616-001589	33.683	33.683	N	N	N
95	hsa-miR-617-001591	Undetermined		N	Y	Y
96	hsa-miR-643-001594	Undetermined		N	Y	Y
97	hsa-miR-644-001596	Undetermined		N	Y	Y
98	hsa-miR-645-001597	34.121	34.121	N	N	Y
99	hsa-miR-621-001598	Undetermined		Y	Y	Y
100	hsa-miR-646-001599	Undetermined		N	Y	Y
101	hsa-miR-647-001600	Undetermined		N	Y	Y
102	hsa-miR-648-001601	Undetermined		N	Y	Y
103	hsa-miR-649-001602	Undetermined		N	Y	Y
104	hsa-miR-650-001603	30.769	30.769	N	N	Y
105	hsa-miR-661-001606	24.476	24.476	N	N	N
106	hsa-miR-662-001607	Undetermined		N	Y	Y
107	RNU48-001006	30.035	30.035	N	N	N
108	hsa-miR-571-001613	28.272	28.272	N	N	Y
109	hsa-miR-572-001614	30.364	30.364	N	N	Y
110	hsa-miR-573-001615	35.132	35.132	N	N	N
111	hsa-miR-575-001617	Undetermined		N	Y	Y
112	hsa-miR-578-001619	Undetermined		N	Y	Y
113	hsa-miR-580-001621	34.722	34.722	N	N	Y
114	hsa-miR-581-001622	Undetermined		Y	Y	Y
115	hsa-miR-583-001623	Undetermined		Y	Y	Y
116	hsa-miR-584-001624	27.984	27.984	N	N	N
117	hsa-miR-585-001625	Undetermined		N	Y	Y
118	rno-miR-29c#-001818	30.075	30.075	N	N	N
119	hsa-miR-766-001986	23.892	23.892	N	N	N
120	hsa-miR-595-001987	Undetermined		Y	Y	Y
121	hsa-miR-668-001992	Undetermined		N	Y	Y
122	hsa-miR-767-5p-001993	Undetermined		Y	Y	Y
123	hsa-miR-767-3p-001995	Undetermined		Y	Y	Y
124	hsa-miR-454#-001996	30.616	30.616	N	N	N
125	hsa-miR-769-5p-001998	26.705	26.705	N	N	N
126	hsa-miR-770-5p-002002	Undetermined		N	Y	Y
127	hsa-miR-769-3p-002003	32.247	32.247	N	N	N
128	hsa-miR-802-002004	Undetermined		Y	Y	Y
129	hsa-miR-675-002005	Undetermined		N	Y	Y
130	hsa-miR-505#-002087	28.923	28.923	N	N	N
131	hsa-miR-218-1#-002094	Undetermined		Y	Y	Y
132	hsa-miR-221#-002096	Undetermined		Y	Y	Y
133	hsa-miR-222#-002097	Undetermined		Y	Y	Y
134	hsa-miR-223#-002098	25.258	25.258	N	N	N
135	hsa-miR-136#-002100	28.635	28.635	N	N	N
136	hsa-miR-34b-002102	25.843	25.843	N	N	Y
137	hsa-miR-185#-002104	33.253	33.253	N	N	N
138	hsa-miR-186#-002105	Undetermined		N	Y	Y
139	hsa-miR-195#-002107	Undetermined		Y	Y	Y
140	hsa-miR-30c-1#-002108	Undetermined		N	Y	Y
141	hsa-miR-30c-2#-002110	Undetermined		Y	Y	Y
142	hsa-miR-32#-002111	Undetermined		Y	Y	Y
143	hsa-miR-31#-002113	Undetermined		Y	Y	Y
144	hsa-miR-130b#-002114	32.188	32.188	N	N	N
145	hsa-miR-26a-2#-002115	Undetermined		Y	Y	Y
146	hsa-miR-361-3p-002116	27.373	27.373	N	N	N
147	hsa-let-7g#-002118	Undetermined		Y	Y	Y
148	hsa-miR-302b#-002119	Undetermined		N	Y	Y
149	hsa-miR-302d#-002120	Undetermined		Y	Y	Y
150	hsa-miR-367#-002121	Undetermined		Y	Y	Y
151	hsa-miR-374a#-002125	Undetermined		N	Y	Y
152	hsa-miR-23b#-002126	33.469	33.469	N	N	Y
153	hsa-miR-376a#-002127	35.187	35.187	N	N	N
154	hsa-miR-377#-002128	Undetermined		Y	Y	Y
155	ath-miR159a-000338	16.677	16.677	N	N	N
156	hsa-miR-30b#-002129	Undetermined		Y	Y	Y
157	hsa-miR-122#-002130	34.188	34.188	N	N	N
158	hsa-miR-130a#-002131	Undetermined		Y	Y	Y
159	hsa-miR-132#-002132	Undetermined		N	Y	Y
160	hsa-miR-148a#-002134	Undetermined		Y	Y	Y
161	hsa-miR-33a-002135	Undetermined		N	Y	Y
162	hsa-miR-33a#-002136	28.000	28.000	N	N	N
163	hsa-miR-92a-1#-002137	Undetermined		Y	Y	Y
164	hsa-miR-92a-2#-002138	Undetermined		Y	Y	Y
165	hsa-miR-93#-002139	26.403	26.403	N	N	N
166	hsa-miR-96#-002140	Undetermined		N	Y	Y
167	hsa-miR-99a#-002141	32.938	32.938	N	N	N
168	hsa-miR-100#-002142	Undetermined		N	Y	Y
169	hsa-miR-101#-002143	Undetermined		Y	Y	Y
170	hsa-miR-138-2#-002144	Undetermined		Y	Y	Y
171	hsa-miR-141#-002145	Undetermined		N	Y	Y
172	hsa-miR-143#-002146	Undetermined		Y	Y	Y
173	hsa-miR-144#-002148	27.409	27.409	N	N	N
174	hsa-miR-145#-002149	30.840	30.840	N	N	N
175	hsa-miR-920-002150	Undetermined		Y	Y	Y
176	hsa-miR-921-002151	Undetermined		Y	Y	Y
177	hsa-miR-922-002152	Undetermined		Y	Y	Y
178	hsa-miR-924-002154	Undetermined		N	Y	Y
179	hsa-miR-337-3p-002157	33.531	33.531	N	N	N
180	hsa-miR-125b-2#-002158	Undetermined		N	Y	Y
181	hsa-miR-135b#-002159	Undetermined		N	Y	Y
182	hsa-miR-148b#-002160	32.754	32.754	N	N	N
183	hsa-miR-146a#-002163	Undetermined		N	Y	Y
184	hsa-miR-149#-002164	Undetermined		N	Y	Y
185	hsa-miR-29b-1#-002165	Undetermined		N	Y	Y
186	hsa-miR-29b-2#-002166	Undetermined		Y	Y	Y
187	hsa-miR-105#-002168	Undetermined		N	Y	Y
188	hsa-miR-106a#-002170	Undetermined		N	Y	Y
189	hsa-miR-16-2#-002171	Undetermined		N	Y	Y
190	hsa-let-7i#-002172	Undetermined		N	Y	Y
191	hsa-miR-15b#-002173	24.648	24.648	N	N	Y
192	hsa-miR-27b#-002174	30.721	30.721	N	N	N
193	hsa-miR-933-002176	Undetermined		Y	Y	Y
194	hsa-miR-934-002177	Undetermined		Y	Y	Y
195	hsa-miR-935-002178	Undetermined		Y	Y	Y
196	hsa-miR-936-002179	Undetermined		N	Y	Y
197	hsa-miR-937-002180	Undetermined		Y	Y	Y
198	hsa-miR-938-002181	Undetermined		Y	Y	Y
199	hsa-miR-939-002182	33.173	33.173	N	N	N
200	hsa-miR-941-002183	Undetermined		N	Y	Y
201	hsa-miR-335#-002185	27.615	27.615	N	N	Y
202	hsa-miR-942-002187	26.023	26.023	N	N	N
203	hsa-miR-943-002188	Undetermined		Y	Y	Y
204	hsa-miR-944-002189	Undetermined		N	Y	Y
205	hsa-miR-99b#-002196	28.959	28.959	N	N	N
206	hsa-miR-124#-002197	Undetermined		Y	Y	Y
207	hsa-miR-541#-002200	Undetermined		N	Y	Y
208	hsa-miR-875-5p-002203	33.849	33.849	N	N	N
209	hsa-miR-888#-002213	Undetermined		Y	Y	Y
210	hsa-miR-892b-002214	Undetermined		N	Y	Y
211	hsa-miR-9#-002231	30.088	30.088	N	N	N
212	hsa-miR-411#-002238	31.320	31.320	N	N	N
213	hsa-miR-378-002243	26.775	26.775	N	N	N
214	hsa-miR-151-3p-002254	21.393	21.393	N	N	N
215	hsa-miR-340#-002259	29.998	29.998	N	N	N
216	hsa-miR-190b-002263	32.376	32.376	N	N	N
217	hsa-miR-545#-002266	Undetermined		N	Y	Y
218	hsa-miR-183#-002270	26.846	26.846	N	N	N
219	hsa-miR-192#-002272	Undetermined		N	Y	Y
220	hsa-miR-200b#-002274	Undetermined		N	Y	Y
221	hsa-miR-200c#-002286	Undetermined		N	Y	Y
222	hsa-miR-155#-002287	Undetermined		Y	Y	Y
223	hsa-miR-10a#-002288	Undetermined		N	Y	Y
224	hsa-miR-214#-002293	29.153	29.153	N	N	N
225	hsa-miR-218-2#-002294	Undetermined		Y	Y	Y
226	hsa-miR-129#-002298	Undetermined		N	Y	Y
227	hsa-miR-22#-002301	25.011	25.011	N	N	N
228	hsa-miR-425#-002302	25.532	25.532	N	N	N
229	hsa-miR-30d#-002305	28.637	28.637	N	N	N
230	hsa-let-7a#-002307	Undetermined		N	Y	Y
231	hsa-miR-424#-002309	28.270	28.270	N	N	N
232	hsa-miR-18b#-002310	Undetermined		Y	Y	Y
233	hsa-miR-20b#-002311	Undetermined		Y	Y	Y
234	hsa-miR-431#-002312	Undetermined		Y	Y	Y
235	hsa-miR-7-2#-002314	Undetermined		Y	Y	Y
236	hsa-miR-10b#-002315	26.708	26.708	N	N	N
237	hsa-miR-34a#-002316	27.591	27.591	N	N	N
238	hsa-miR-181a-2#-002317	Undetermined		N	Y	Y
239	hsa-miR-744#-002325	30.943	30.943	N	N	N
240	hsa-miR-452#-002330	Undetermined		N	Y	Y
241	hsa-miR-409-3p-002332	23.436	23.436	N	N	N
242	hsa-miR-181c#-002333	31.540	31.540	N	N	Y
243	hsa-miR-196a#-002336	Undetermined		Y	Y	Y
244	hsa-miR-483-3p-002339	27.728	27.728	N	N	N
245	hsa-miR-708#-002342	Undetermined		N	Y	Y
246	hsa-miR-92b#-002343	Undetermined		Y	Y	Y
247	hsa-miR-551b#-002346	32.733	32.733	N	N	Y
248	hsa-miR-202#-002362	Undetermined		Y	Y	Y
249	hsa-miR-193b#-002366	26.874	26.874	N	N	N
250	hsa-miR-497#-002368	Undetermined		N	Y	Y
251	hsa-miR-518e#-002371	Undetermined		N	Y	Y
252	hsa-miR-543-002376	27.684	27.684	N	N	N
253	hsa-miR-125b-1#-002378	Undetermined		Y	Y	Y
254	hsa-miR-194#-002379	Undetermined		N	Y	Y
255	hsa-miR-106b#-002380	26.802	26.802	N	N	N
256	hsa-miR-302a#-002381	Undetermined		N	Y	Y
257	hsa-miR-519b-3p-002384	Undetermined		N	Y	Y
258	hsa-miR-518f#-002387	Undetermined		Y	Y	Y
259	hsa-miR-374b#-002391	Undetermined		Y	Y	Y
260	hsa-miR-520c-3p-002400	33.216	33.216	N	N	N
261	hsa-let-7b#-002404	Undetermined		N	Y	Y
262	hsa-let-7c#-002405	Undetermined		Y	Y	Y
263	hsa-let-7e#-002407	Undetermined		N	Y	Y
264	hsa-miR-550-002410	32.432	32.432	N	N	N
265	hsa-miR-593-002411	Undetermined		Y	Y	Y
266	hsa-let-7f-1#-002417	31.440	31.440	N	N	Y
267	hsa-let-7f-2#-002418	32.692	32.692	N	N	N
268	hsa-miR-15a#-002419	26.313	26.313	N	N	N
269	hsa-miR-16-1#-002420	28.361	28.361	N	N	N
270	hsa-miR-17#-002421	33.647	33.647	N	N	N
271	hsa-miR-18a#-002423	Undetermined		Y	Y	Y
272	hsa-miR-19a#-002424	Undetermined		N	Y	Y
273	hsa-miR-19b-1#-002425	31.965	31.965	N	N	N
274	hsa-miR-625#-002432	23.517	23.517	N	N	N
275	hsa-miR-628-3p-002434	28.576	28.576	N	N	N
276	hsa-miR-20a#-002437	Undetermined		Y	Y	Y
277	hsa-miR-21#-002438	28.368	28.368	N	N	N
278	hsa-miR-23a#-002439	Undetermined		N	Y	Y
279	hsa-miR-24-1#-002440	Undetermined		N	Y	Y
280	hsa-miR-24-2#-002441	Undetermined		N	Y	Y
281	hsa-miR-25#-002442	29.315	29.315	N	N	N
282	hsa-miR-26a-1#-002443	30.117	30.117	N	N	N
283	hsa-miR-26b#-002444	28.157	28.157	N	N	N
284	hsa-miR-27a#-002445	34.545	34.545	N	N	N
285	hsa-miR-29a#-002447	Undetermined		Y	Y	Y
286	hsa-miR-151-5P-002642	29.083	29.083	N	N	N
287	hsa-miR-765-002643	Undetermined		Y	Y	Y
288	hsa-miR-338-5P-002658	28.484	28.484	N	N	N
289	hsa-miR-620-002672	Undetermined		N	Y	Y
290	hsa-miR-577-002675	Undetermined		N	Y	Y
291	hsa-miR-144-002676	25.643	25.643	N	N	Y
292	hsa-miR-590-3P-002677	29.568	29.568	N	N	N
293	hsa-miR-191#-002678	28.210	28.210	N	N	N
294	hsa-miR-665-002681	Undetermined		Y	Y	Y
295	hsa-miR-520D-3P-002743	35.628	35.628	N	N	Y
296	hsa-miR-1224-3P-002752	Undetermined		Y	Y	Y
297	has-miR-1305-002867	33.042	33.042	N	N	Y
298	hsa-miR-513C-002756	Undetermined		Y	Y	Y
299	hsa-miR-513B-002757	Undetermined		Y	Y	Y
300	hsa-miR-1226#-002758	Undetermined		N	Y	Y
301	hsa-miR-1236-002761	Undetermined		N	Y	Y
302	hsa-miR-1228#-002763	Undetermined		N	Y	Y
303	hsa-miR-1225-3P-002766	Undetermined		Y	Y	Y
304	hsa-miR-1233-002768	Undetermined		Y	Y	Y
305	hsa-miR-1227-002769	29.144	29.144	N	N	N
306	hsa-miR-1286-002773	Undetermined		Y	Y	Y
307	hsa-miR-548M-002775	Undetermined		Y	Y	Y
308	hsa-miR-1179-002776	Undetermined		Y	Y	Y
309	hsa-miR-1178-002777	Undetermined		N	Y	Y
310	hsa-miR-1205-002778	Undetermined		Y	Y	Y
311	hsa-miR-1271-002779	27.316	27.316	N	N	N
312	hsa-miR-1201-002781	Undetermined		N	Y	Y
313	hsa-miR-548J-002783	Undetermined		Y	Y	Y
314	hsa-miR-1263-002784	Undetermined		Y	Y	Y
315	hsa-miR-1294-002785	Undetermined		N	Y	Y
316	hsa-miR-1269-002789	Undetermined		N	Y	Y
317	hsa-miR-1265-002790	Undetermined		N	Y	Y
318	hsa-miR-1244-002791	Undetermined		Y	Y	Y
319	hsa-miR-1303-002792	31.367	31.367	N	N	N
320	hsa-miR-1259-002796	Undetermined		N	Y	Y
321	hsa-miR-548P-002798	Undetermined		N	Y	Y
322	hsa-miR-1264-002799	Undetermined		Y	Y	Y
323	hsa-miR-1255B-002801	28.430	28.430	N	N	N
324	hsa-miR-1282-002803	Undetermined		Y	Y	Y
325	hsa-miR-1255A-002805	Undetermined		N	Y	Y
326	hsa-miR-1270-002807	35.016	35.016	N	N	N
327	hsa-miR-1197-002810	34.810	34.810	N	N	N
328	hsa-miR-1324-002815	Undetermined		Y	Y	Y
329	hsa-miR-548H-002816	Undetermined		N	Y	Y
330	hsa-miR-1254-002818	Undetermined		N	Y	Y
331	hsa-miR-548K-002819	Undetermined		N	Y	Y
332	hsa-miR-1251-002820	Undetermined		Y	Y	Y
333	hsa-miR-1285-002822	31.109	31.109	N	N	N
334	hsa-miR-1245-002823	Undetermined		Y	Y	Y
335	hsa-miR-1292-002824	Undetermined		Y	Y	Y
336	hsa-miR-1301-002827	33.646	33.646	N	N	Y
337	hsa-miR-1200-002829	Undetermined		Y	Y	Y
338	hsa-miR-1182-002830	Undetermined		Y	Y	Y
339	hsa-miR-1288-002832	25.622	25.622	N	N	Y
340	hsa-miR-1291-002838	27.178	27.178	N	N	N
341	hsa-miR-1275-002840	Undetermined		N	Y	Y
342	hsa-miR-1183-002841	Undetermined		N	Y	Y
343	hsa-miR-1184-002842	Undetermined		Y	Y	Y
344	hsa-miR-1276-002843	32.971	32.971	N	N	N
345	hsa-miR-320B-002844	23.735	23.735	N	N	N
346	hsa-miR-1272-002845	Undetermined		N	Y	Y
347	hsa-miR-1180-002847	28.453	28.453	N	N	N
348	hsa-miR-1256-002850	Undetermined		Y	Y	Y
349	hsa-miR-1278-002851	Undetermined		N	Y	Y
350	hsa-miR-1262-002852	Undetermined		N	Y	Y
351	hsa-miR-1243-002854	Undetermined		N	Y	Y
352	hsa-miR-663B-002857	Undetermined		Y	Y	Y
353	hsa-miR-1252-002860	Undetermined		N	Y	Y
354	hsa-miR-1298-002861	Undetermined		N	Y	Y
355	hsa-miR-1290-002863	25.816	25.816	N	N	N
356	hsa-miR-1249-002868	30.448	30.448	N	N	Y
357	hsa-miR-1248-002870	Undetermined		Y	Y	Y
358	hsa-miR-1289-002871	Undetermined		N	Y	Y
359	hsa-miR-1204-002872	Undetermined		N	Y	Y
360	hsa-miR-1826-002873	Undetermined		Y	Y	Y
361	hsa-miR-1304-002874	Undetermined		Y	Y	Y
362	hsa-miR-1203-002877	Undetermined		Y	Y	Y
363	hsa-miR-1206-002878	Undetermined		Y	Y	Y
364	hsa-miR-548G-002879	Undetermined		N	Y	Y
365	hsa-miR-1208-002880	26.336	26.336	N	N	Y
366	hsa-miR-548E-002881	Undetermined		N	Y	Y
367	hsa-miR-1274A-002883	22.177	22.177	N	N	N
368	hsa-miR-1274B-002884	20.940	20.940	N	N	N
369	hsa-miR-1267-002885	Undetermined		N	Y	Y
370	hsa-miR-1250-002887	Undetermined		N	Y	Y
371	hsa-miR-548N-002888	Undetermined		N	Y	Y
372	hsa-miR-1283-002890	Undetermined		Y	Y	Y
373	hsa-miR-1247-002893	29.854	29.854	N	N	Y
374	hsa-miR-1253-002894	Undetermined		Y	Y	Y
375	hsa-miR-720-002895	21.307	21.307	N	N	N
376	hsa-miR-1260-002896	25.273	25.273	N	N	N
377	hsa-miR-664-002897	27.344	27.344	N	N	N
378	hsa-miR-1302-002901	Undetermined		Y	Y	Y
379	hsa-miR-1300-002902	Undetermined		N	Y	Y
380	hsa-miR-1284-002903	Undetermined		N	Y	Y
381	hsa-miR-548L-002904	Undetermined		N	Y	Y
382	hsa-miR-1293-002905	Undetermined		Y	Y	Y
383	hsa-miR-1825-002907	25.627	25.627	N	N	Y
384	hsa-miR-1296-002908	Undetermined		N	Y	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-30c-2#-002110
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

