* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-07-16 PP09071 B.eds
* Experiment Name = 2012-07-16 PP09071 B
* Experiment Run End Time = 2012-07-16 18:17:12 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	NOAMP	EXPFAIL	THOLDFAIL
152	hsa-miR-23b#-002126	Undetermined		Y	Y	Y
153	hsa-miR-376a#-002127	33.130	33.130	N	N	N
154	hsa-miR-377#-002128	Undetermined		N	Y	Y
155	ath-miR159a-000338	17.255	17.255	N	N	N
156	hsa-miR-30b#-002129	Undetermined		Y	Y	Y
157	hsa-miR-122#-002130	Undetermined		N	Y	Y
158	hsa-miR-130a#-002131	Undetermined		Y	Y	Y
159	hsa-miR-132#-002132	Undetermined		N	Y	Y
160	hsa-miR-148a#-002134	Undetermined		Y	Y	Y
161	hsa-miR-33a-002135	Undetermined		N	Y	Y
162	hsa-miR-33a#-002136	29.634	29.634	N	N	N
163	hsa-miR-92a-1#-002137	Undetermined		N	Y	Y
164	hsa-miR-92a-2#-002138	Undetermined		N	Y	Y
165	hsa-miR-93#-002139	24.304	24.304	N	N	N
166	hsa-miR-96#-002140	Undetermined		Y	Y	Y
167	hsa-miR-99a#-002141	34.002	34.002	N	N	N
168	hsa-miR-100#-002142	Undetermined		Y	Y	Y
169	hsa-miR-101#-002143	Undetermined		Y	Y	Y
170	hsa-miR-138-2#-002144	Undetermined		Y	Y	Y
171	hsa-miR-141#-002145	Undetermined		Y	Y	Y
172	hsa-miR-143#-002146	Undetermined		Y	Y	Y
173	hsa-miR-144#-002148	28.398	28.398	N	N	N
174	hsa-miR-145#-002149	31.728	31.728	N	N	N
175	hsa-miR-920-002150	Undetermined		Y	Y	Y
176	hsa-miR-921-002151	Undetermined		Y	Y	Y
177	hsa-miR-922-002152	Undetermined		Y	Y	Y
178	hsa-miR-924-002154	Undetermined		Y	Y	Y
179	hsa-miR-337-3p-002157	32.054	32.054	N	N	Y
180	hsa-miR-125b-2#-002158	Undetermined		N	Y	Y
181	hsa-miR-135b#-002159	Undetermined		N	Y	Y
182	hsa-miR-148b#-002160	32.607	32.607	N	N	N
183	hsa-miR-146a#-002163	Undetermined		N	Y	Y
184	hsa-miR-149#-002164	Undetermined		N	Y	Y
185	hsa-miR-29b-1#-002165	Undetermined		Y	Y	Y
186	hsa-miR-29b-2#-002166	Undetermined		Y	Y	Y
187	hsa-miR-105#-002168	Undetermined		Y	Y	Y
188	hsa-miR-106a#-002170	Undetermined		N	Y	Y
189	hsa-miR-16-2#-002171	Undetermined		N	Y	Y
190	hsa-let-7i#-002172	Undetermined		Y	Y	Y
191	hsa-miR-15b#-002173	28.475	28.475	N	N	N
192	hsa-miR-27b#-002174	Undetermined		N	Y	Y
193	hsa-miR-933-002176	Undetermined		Y	Y	Y
194	hsa-miR-934-002177	Undetermined		Y	Y	Y
195	hsa-miR-935-002178	Undetermined		Y	Y	Y
196	hsa-miR-936-002179	Undetermined		Y	Y	Y
197	hsa-miR-937-002180	Undetermined		Y	Y	Y
198	hsa-miR-938-002181	Undetermined		Y	Y	Y
199	hsa-miR-939-002182	33.788	33.788	N	N	N
200	hsa-miR-941-002183	30.326	30.326	N	N	Y
201	hsa-miR-335#-002185	29.951	29.951	N	N	Y
202	hsa-miR-942-002187	27.492	27.492	N	N	N
203	hsa-miR-943-002188	Undetermined		Y	Y	Y
204	hsa-miR-944-002189	Undetermined		N	Y	Y
205	hsa-miR-99b#-002196	29.286	29.286	N	N	N
206	hsa-miR-124#-002197	Undetermined		N	Y	Y
207	hsa-miR-541#-002200	Undetermined		N	Y	Y
208	hsa-miR-875-5p-002203	34.170	34.170	N	N	Y
209	hsa-miR-888#-002213	Undetermined		Y	Y	Y
210	hsa-miR-892b-002214	20.733	20.733	N	N	Y
211	hsa-miR-9#-002231	30.369	30.369	N	N	N
212	hsa-miR-411#-002238	Undetermined		Y	Y	Y
213	hsa-miR-378-002243	27.375	27.375	N	N	N
214	hsa-miR-151-3p-002254	22.168	22.168	N	N	N
215	hsa-miR-340#-002259	28.946	28.946	N	N	N
216	hsa-miR-190b-002263	32.501	32.501	N	N	N
217	hsa-miR-545#-002266	35.090	35.090	N	N	N
218	hsa-miR-183#-002270	28.267	28.267	N	N	N
219	hsa-miR-192#-002272	Undetermined		N	Y	Y
220	hsa-miR-200b#-002274	Undetermined		Y	Y	Y
221	hsa-miR-200c#-002286	Undetermined		Y	Y	Y
222	hsa-miR-155#-002287	Undetermined		N	Y	Y
223	hsa-miR-10a#-002288	Undetermined		Y	Y	Y
224	hsa-miR-214#-002293	Undetermined		Y	Y	Y
225	hsa-miR-218-2#-002294	Undetermined		Y	Y	Y
226	hsa-miR-129#-002298	Undetermined		Y	Y	Y
227	hsa-miR-22#-002301	26.463	26.463	N	N	N
228	hsa-miR-425#-002302	25.369	25.369	N	N	N
229	hsa-miR-30d#-002305	31.479	31.479	N	N	N
230	hsa-let-7a#-002307	Undetermined		N	Y	Y
231	hsa-miR-424#-002309	30.857	30.857	N	N	N
232	hsa-miR-18b#-002310	Undetermined		Y	Y	Y
233	hsa-miR-20b#-002311	34.846	34.846	N	N	N
234	hsa-miR-431#-002312	Undetermined		Y	Y	Y
235	hsa-miR-7-2#-002314	Undetermined		Y	Y	Y
236	hsa-miR-10b#-002315	27.255	27.255	N	N	N
237	hsa-miR-34a#-002316	29.234	29.234	N	N	N
238	hsa-miR-181a-2#-002317	31.424	31.424	N	N	N
239	hsa-miR-744#-002325	29.786	29.786	N	N	Y
240	hsa-miR-452#-002330	Undetermined		Y	Y	Y
241	hsa-miR-409-3p-002332	21.747	21.747	N	N	N
242	hsa-miR-181c#-002333	29.135	29.135	N	N	Y
243	hsa-miR-196a#-002336	Undetermined		Y	Y	Y
244	hsa-miR-483-3p-002339	30.880	30.880	N	N	N
245	hsa-miR-708#-002342	Undetermined		N	Y	Y
246	hsa-miR-92b#-002343	30.343	30.343	N	N	Y
247	hsa-miR-551b#-002346	Undetermined		N	Y	Y
248	hsa-miR-202#-002362	33.375	33.375	N	N	N
249	hsa-miR-193b#-002366	32.204	32.204	N	N	Y
250	hsa-miR-497#-002368	Undetermined		Y	Y	Y
251	hsa-miR-518e#-002371	Undetermined		Y	Y	Y
252	hsa-miR-543-002376	28.977	28.977	N	N	N
253	hsa-miR-125b-1#-002378	Undetermined		N	Y	Y
254	hsa-miR-194#-002379	Undetermined		Y	Y	Y
255	hsa-miR-106b#-002380	29.213	29.213	N	N	N
256	hsa-miR-302a#-002381	Undetermined		Y	Y	Y
257	hsa-miR-519b-3p-002384	Undetermined		N	Y	Y
258	hsa-miR-518f#-002387	Undetermined		Y	Y	Y
259	hsa-miR-374b#-002391	Undetermined		N	Y	Y
260	hsa-miR-520c-3p-002400	34.700	34.700	N	N	N
261	hsa-let-7b#-002404	Undetermined		Y	Y	Y
262	hsa-let-7c#-002405	Undetermined		Y	Y	Y
263	hsa-let-7e#-002407	Undetermined		Y	Y	Y
264	hsa-miR-550-002410	31.344	31.344	N	N	N
265	hsa-miR-593-002411	Undetermined		Y	Y	Y
266	hsa-let-7f-1#-002417	Undetermined		N	Y	Y
267	hsa-let-7f-2#-002418	Undetermined		N	N	Y
268	hsa-miR-15a#-002419	28.268	28.268	N	N	N
269	hsa-miR-16-1#-002420	28.802	28.802	N	N	N
270	hsa-miR-17#-002421	29.695	29.695	N	N	N
271	hsa-miR-18a#-002423	33.024	33.024	N	N	N
272	hsa-miR-19a#-002424	Undetermined		N	Y	Y
273	hsa-miR-19b-1#-002425	29.443	29.443	N	N	N
274	hsa-miR-625#-002432	24.279	24.279	N	N	N
275	hsa-miR-628-3p-002434	28.039	28.039	N	N	N
276	hsa-miR-20a#-002437	32.034	32.034	N	N	N
277	hsa-miR-21#-002438	30.646	30.646	N	N	N
278	hsa-miR-23a#-002439	Undetermined		Y	Y	Y
279	hsa-miR-24-1#-002440	Undetermined		Y	Y	Y
280	hsa-miR-24-2#-002441	Undetermined		N	Y	Y
281	hsa-miR-25#-002442	32.642	32.642	N	N	Y
282	hsa-miR-26a-1#-002443	27.591	27.591	N	N	N
283	hsa-miR-26b#-002444	27.009	27.009	N	N	N
284	hsa-miR-27a#-002445	31.762	31.762	N	N	N
285	hsa-miR-29a#-002447	Undetermined		N	Y	Y
286	hsa-miR-151-5P-002642	25.578	25.578	N	N	N
287	hsa-miR-765-002643	31.742	31.742	N	N	N
288	hsa-miR-338-5P-002658	32.364	32.364	N	N	N
289	hsa-miR-620-002672	Undetermined		Y	Y	Y
290	hsa-miR-577-002675	35.077	35.077	N	N	N
291	hsa-miR-144-002676	24.715	24.715	N	N	N
292	hsa-miR-590-3P-002677	28.913	28.913	N	N	N
293	hsa-miR-191#-002678	28.902	28.902	N	N	N
294	hsa-miR-665-002681	Undetermined		Y	Y	Y
295	hsa-miR-520D-3P-002743	Undetermined		N	Y	Y
296	hsa-miR-1224-3P-002752	Undetermined		Y	Y	Y
297	has-miR-1305-002867	35.098	35.098	N	N	N
298	hsa-miR-513C-002756	Undetermined		Y	Y	Y
299	hsa-miR-513B-002757	Undetermined		Y	Y	Y
300	hsa-miR-1226#-002758	Undetermined		Y	Y	Y
301	hsa-miR-1236-002761	Undetermined		Y	Y	Y
302	hsa-miR-1228#-002763	Undetermined		N	Y	Y
303	hsa-miR-1225-3P-002766	Undetermined		N	Y	Y
304	hsa-miR-1233-002768	Undetermined		N	Y	Y
305	hsa-miR-1227-002769	28.417	28.417	N	N	N
306	hsa-miR-1286-002773	Undetermined		Y	Y	Y
307	hsa-miR-548M-002775	Undetermined		N	Y	Y
308	hsa-miR-1179-002776	Undetermined		Y	Y	Y
309	hsa-miR-1178-002777	Undetermined		N	Y	Y
310	hsa-miR-1205-002778	Undetermined		Y	Y	Y
311	hsa-miR-1271-002779	27.800	27.800	N	N	N
312	hsa-miR-1201-002781	Undetermined		Y	Y	Y
313	hsa-miR-548J-002783	34.427	34.427	N	N	N
314	hsa-miR-1263-002784	Undetermined		Y	Y	Y
315	hsa-miR-1294-002785	Undetermined		Y	Y	Y
316	hsa-miR-1269-002789	Undetermined		N	Y	Y
317	hsa-miR-1265-002790	Undetermined		N	Y	Y
318	hsa-miR-1244-002791	Undetermined		N	Y	Y
319	hsa-miR-1303-002792	Undetermined		N	Y	Y
320	hsa-miR-1259-002796	Undetermined		N	Y	Y
321	hsa-miR-548P-002798	Undetermined		Y	Y	Y
322	hsa-miR-1264-002799	Undetermined		N	Y	Y
323	hsa-miR-1255B-002801	28.698	28.698	N	N	N
324	hsa-miR-1282-002803	Undetermined		Y	Y	Y
325	hsa-miR-1255A-002805	Undetermined		N	Y	Y
326	hsa-miR-1270-002807	31.712	31.712	N	N	N
327	hsa-miR-1197-002810	30.678	30.678	N	N	N
328	hsa-miR-1324-002815	Undetermined		Y	Y	Y
329	hsa-miR-548H-002816	Undetermined		Y	Y	Y
330	hsa-miR-1254-002818	33.230	33.230	N	N	N
331	hsa-miR-548K-002819	Undetermined		Y	Y	Y
332	hsa-miR-1251-002820	Undetermined		Y	Y	Y
333	hsa-miR-1285-002822	31.251	31.251	N	N	N
334	hsa-miR-1245-002823	Undetermined		N	Y	Y
335	hsa-miR-1292-002824	Undetermined		N	Y	Y
336	hsa-miR-1301-002827	29.189	29.189	N	N	Y
337	hsa-miR-1200-002829	Undetermined		Y	Y	Y
338	hsa-miR-1182-002830	Undetermined		Y	Y	Y
339	hsa-miR-1288-002832	22.801	22.801	N	N	Y
340	hsa-miR-1291-002838	31.106	31.106	N	N	N
341	hsa-miR-1275-002840	Undetermined		N	Y	Y
342	hsa-miR-1183-002841	26.164	26.164	N	N	N
343	hsa-miR-1184-002842	Undetermined		Y	Y	Y
344	hsa-miR-1276-002843	Undetermined		Y	Y	Y
345	hsa-miR-320B-002844	26.216	26.216	N	N	N
346	hsa-miR-1272-002845	Undetermined		Y	Y	Y
347	hsa-miR-1180-002847	30.055	30.055	N	N	N
348	hsa-miR-1256-002850	Undetermined		N	Y	Y
349	hsa-miR-1278-002851	Undetermined		N	Y	Y
350	hsa-miR-1262-002852	Undetermined		N	Y	Y
351	hsa-miR-1243-002854	Undetermined		N	Y	Y
352	hsa-miR-663B-002857	29.341	29.341	N	N	N
353	hsa-miR-1252-002860	Undetermined		Y	Y	Y
354	hsa-miR-1298-002861	Undetermined		N	Y	Y
355	hsa-miR-1290-002863	24.968	24.968	N	N	N
356	hsa-miR-1249-002868	31.050	31.050	N	N	N
357	hsa-miR-1248-002870	Undetermined		Y	Y	Y
358	hsa-miR-1289-002871	Undetermined		N	Y	Y
359	hsa-miR-1204-002872	Undetermined		N	Y	Y
360	hsa-miR-1826-002873	Undetermined		N	Y	Y
361	hsa-miR-1304-002874	Undetermined		Y	Y	Y
362	hsa-miR-1203-002877	Undetermined		Y	Y	Y
363	hsa-miR-1206-002878	Undetermined		Y	Y	Y
364	hsa-miR-548G-002879	Undetermined		Y	Y	Y
365	hsa-miR-1208-002880	30.666	30.666	N	N	Y
366	hsa-miR-548E-002881	Undetermined		N	Y	Y
367	hsa-miR-1274A-002883	25.236	25.236	N	N	N
368	hsa-miR-1274B-002884	21.343	21.343	N	N	N
369	hsa-miR-1267-002885	Undetermined		N	Y	Y
370	hsa-miR-1250-002887	Undetermined		Y	Y	Y
371	hsa-miR-548N-002888	Undetermined		N	Y	Y
372	hsa-miR-1283-002890	Undetermined		N	Y	Y
373	hsa-miR-1247-002893	Undetermined		N	Y	Y
374	hsa-miR-1253-002894	Undetermined		N	Y	Y
375	hsa-miR-720-002895	21.416	21.416	N	N	N
376	hsa-miR-1260-002896	27.218	27.218	N	N	N
377	hsa-miR-664-002897	24.787	24.787	N	N	N
378	hsa-miR-1302-002901	Undetermined		Y	Y	Y
379	hsa-miR-1300-002902	30.498	30.498	N	N	N
380	hsa-miR-1284-002903	Undetermined		N	Y	Y
381	hsa-miR-548L-002904	Undetermined		Y	Y	Y
382	hsa-miR-1293-002905	Undetermined		Y	Y	Y
383	hsa-miR-1825-002907	26.672	26.672	N	N	Y
384	hsa-miR-1296-002908	Undetermined		N	Y	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-30c-2#-002110
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

