* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-06-07 PP09073 B.eds
* Experiment Name = 2012-06-07 PP09073 B
* Experiment Run End Time = 2012-06-07 19:07:54 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	BADROX	NOAMP	EXPFAIL	THOLDFAIL
66	hsa-miR-596-001550	Undetermined		N	N	Y	Y
67	hsa-miR-622-001553	Undetermined		N	Y	Y	Y
68	hsa-miR-599-001554	Undetermined		N	N	Y	Y
69	hsa-miR-623-001555	34.896	34.896	N	N	N	N
70	hsa-miR-600-001556	Undetermined		N	Y	Y	Y
71	hsa-miR-624-001557	Undetermined		N	N	Y	Y
72	hsa-miR-601-001558	29.673	29.673	N	N	N	N
73	hsa-miR-626-001559	35.687	35.687	N	Y	N	Y
74	hsa-miR-629-001562	26.873	26.873	N	N	N	N
75	hsa-miR-630-001563	Undetermined		N	N	Y	Y
76	hsa-miR-631-001564	Undetermined		N	Y	Y	Y
77	hsa-miR-603-001566	32.386	32.386	N	N	N	N
78	hsa-miR-604-001567	Undetermined		N	Y	Y	Y
79	hsa-miR-605-001568	Undetermined		N	N	Y	Y
80	hsa-miR-606-001569	Undetermined		N	Y	Y	Y
81	hsa-miR-607-001570	Undetermined		N	N	Y	Y
82	hsa-miR-608-001571	Undetermined		N	Y	Y	Y
83	hsa-miR-609-001573	Undetermined		N	N	Y	Y
84	hsa-miR-633-001574	Undetermined		N	Y	Y	Y
85	hsa-miR-634-001576	Undetermined		N	Y	Y	Y
86	hsa-miR-635-001578	Undetermined		N	N	Y	Y
87	hsa-miR-637-001581	Undetermined		N	Y	Y	Y
88	hsa-miR-638-001582	26.853	26.853	N	N	N	N
89	hsa-miR-639-001583	Undetermined		N	N	Y	Y
90	hsa-miR-640-001584	Undetermined		N	Y	Y	Y
91	hsa-miR-641-001585	Undetermined		N	Y	Y	Y
92	hsa-miR-613-001586	Undetermined		N	Y	Y	Y
93	hsa-miR-614-001587	Undetermined		N	Y	Y	Y
94	hsa-miR-616-001589	Undetermined		N	Y	Y	Y
95	hsa-miR-617-001591	Undetermined		N	N	Y	Y
96	hsa-miR-643-001594	Undetermined		N	N	Y	Y
97	hsa-miR-644-001596	Undetermined		N	N	Y	Y
98	hsa-miR-645-001597	35.205	35.205	N	N	N	N
99	hsa-miR-621-001598	Undetermined		N	Y	Y	Y
100	hsa-miR-646-001599	Undetermined		N	N	Y	Y
101	hsa-miR-647-001600	Undetermined		N	Y	Y	Y
102	hsa-miR-648-001601	Undetermined		N	Y	Y	Y
103	hsa-miR-649-001602	Undetermined		N	N	Y	Y
104	hsa-miR-650-001603	Undetermined		N	N	Y	Y
105	hsa-miR-661-001606	25.203	25.203	N	N	N	N
106	hsa-miR-662-001607	Undetermined		N	N	Y	Y
107	RNU48-001006	28.287	28.287	N	N	N	N
108	hsa-miR-571-001613	25.085	25.085	N	N	N	Y
109	hsa-miR-572-001614	26.568	26.568	N	N	N	Y
110	hsa-miR-573-001615	Undetermined		N	N	Y	Y
111	hsa-miR-575-001617	Undetermined		N	N	Y	Y
112	hsa-miR-578-001619	Undetermined		N	Y	Y	Y
113	hsa-miR-580-001621	Undetermined		N	N	Y	Y
114	hsa-miR-581-001622	Undetermined		N	Y	Y	Y
115	hsa-miR-583-001623	Undetermined		N	Y	Y	Y
116	hsa-miR-584-001624	26.672	26.672	N	N	N	N
117	hsa-miR-585-001625	Undetermined		N	N	Y	Y
118	rno-miR-29c#-001818	29.323	29.323	N	N	N	N
119	hsa-miR-766-001986	21.219	21.219	N	N	N	N
120	hsa-miR-595-001987	Undetermined		N	Y	Y	Y
121	hsa-miR-668-001992	Undetermined		N	N	Y	Y
122	hsa-miR-767-5p-001993	Undetermined		N	Y	Y	Y
123	hsa-miR-767-3p-001995	Undetermined		N	Y	Y	Y
124	hsa-miR-454#-001996	30.354	30.354	N	N	N	N
125	hsa-miR-769-5p-001998	26.298	26.298	N	N	N	N
126	hsa-miR-770-5p-002002	Undetermined		N	N	Y	Y
127	hsa-miR-769-3p-002003	Undetermined		N	Y	Y	Y
128	hsa-miR-802-002004	Undetermined		N	Y	Y	Y
129	hsa-miR-675-002005	Undetermined		N	Y	Y	Y
130	hsa-miR-505#-002087	28.090	28.090	N	N	N	N
131	hsa-miR-218-1#-002094	Undetermined		N	Y	Y	Y
132	hsa-miR-221#-002096	Undetermined		N	Y	Y	Y
133	hsa-miR-222#-002097	Undetermined		N	Y	Y	Y
134	hsa-miR-223#-002098	23.950	23.950	N	N	N	N
135	hsa-miR-136#-002100	26.769	26.769	N	N	N	N
136	hsa-miR-34b-002102	26.016	26.016	N	N	N	N
137	hsa-miR-185#-002104	Undetermined		N	Y	Y	Y
138	hsa-miR-186#-002105	Undetermined		N	Y	Y	Y
139	hsa-miR-195#-002107	Undetermined		N	Y	Y	Y
140	hsa-miR-30c-1#-002108	Undetermined		N	Y	Y	Y
141	hsa-miR-30c-2#-002110	Undetermined		N	Y	Y	Y
142	hsa-miR-32#-002111	Undetermined		N	Y	Y	Y
143	hsa-miR-31#-002113	Undetermined		N	Y	Y	Y
144	hsa-miR-130b#-002114	Undetermined		N	N	Y	Y
145	hsa-miR-26a-2#-002115	Undetermined		N	Y	Y	Y
146	hsa-miR-361-3p-002116	30.082	30.082	N	N	N	Y
147	hsa-let-7g#-002118	34.621	34.621	N	N	N	Y
148	hsa-miR-302b#-002119	Undetermined		N	Y	Y	Y
149	hsa-miR-302d#-002120	Undetermined		N	Y	Y	Y
150	hsa-miR-367#-002121	Undetermined		N	Y	Y	Y
151	hsa-miR-374a#-002125	Undetermined		N	Y	Y	Y
152	hsa-miR-23b#-002126	Undetermined		N	N	Y	Y
153	hsa-miR-376a#-002127	Undetermined		N	Y	Y	Y
154	hsa-miR-377#-002128	Undetermined		N	Y	Y	Y
155	ath-miR159a-000338	13.833	13.833	N	N	N	N
156	hsa-miR-30b#-002129	Undetermined		N	Y	Y	Y
157	hsa-miR-122#-002130	29.540	29.540	N	N	N	Y
158	hsa-miR-130a#-002131	Undetermined		N	Y	Y	Y
159	hsa-miR-132#-002132	Undetermined		N	Y	Y	Y
160	hsa-miR-148a#-002134	Undetermined		N	Y	Y	Y
161	hsa-miR-33a-002135	Undetermined		N	N	Y	Y
162	hsa-miR-33a#-002136	27.875	27.875	N	N	N	N
163	hsa-miR-92a-1#-002137	Undetermined		N	Y	Y	Y
164	hsa-miR-92a-2#-002138	Undetermined		N	Y	Y	Y
165	hsa-miR-93#-002139	25.714	25.714	N	N	N	N
166	hsa-miR-96#-002140	Undetermined		N	Y	Y	Y
167	hsa-miR-99a#-002141	30.115	30.115	N	N	N	N
168	hsa-miR-100#-002142	Undetermined		N	N	Y	Y
169	hsa-miR-101#-002143	Undetermined		N	Y	Y	Y
170	hsa-miR-138-2#-002144	Undetermined		N	N	Y	Y
171	hsa-miR-141#-002145	Undetermined		N	N	Y	Y
172	hsa-miR-143#-002146	Undetermined		N	Y	Y	Y
173	hsa-miR-144#-002148	29.065	29.065	N	N	N	N
174	hsa-miR-145#-002149	30.260	30.260	N	N	N	N
175	hsa-miR-920-002150	Undetermined		N	N	Y	Y
176	hsa-miR-921-002151	Undetermined		N	Y	Y	Y
177	hsa-miR-922-002152	Undetermined		N	Y	Y	Y
178	hsa-miR-924-002154	Undetermined		N	Y	Y	Y
179	hsa-miR-337-3p-002157	Undetermined		N	Y	Y	Y
180	hsa-miR-125b-2#-002158	Undetermined		N	N	N	Y
181	hsa-miR-135b#-002159	Undetermined		N	N	Y	Y
182	hsa-miR-148b#-002160	30.342	30.342	N	N	N	N
183	hsa-miR-146a#-002163	Undetermined		N	Y	Y	Y
184	hsa-miR-149#-002164	Undetermined		N	Y	Y	Y
185	hsa-miR-29b-1#-002165	Undetermined		N	N	Y	Y
186	hsa-miR-29b-2#-002166	Undetermined		N	N	Y	Y
187	hsa-miR-105#-002168	Undetermined		N	N	Y	Y
188	hsa-miR-106a#-002170	Undetermined		N	Y	Y	Y
189	hsa-miR-16-2#-002171	Undetermined		N	N	Y	Y
190	hsa-let-7i#-002172	Undetermined		N	Y	Y	Y
191	hsa-miR-15b#-002173	Undetermined		N	N	Y	Y
192	hsa-miR-27b#-002174	34.668	34.668	N	N	N	Y
193	hsa-miR-933-002176	Undetermined		N	Y	Y	Y
194	hsa-miR-934-002177	Undetermined		N	Y	Y	Y
195	hsa-miR-935-002178	Undetermined		N	Y	Y	Y
196	hsa-miR-936-002179	Undetermined		N	Y	Y	Y
197	hsa-miR-937-002180	Undetermined		N	Y	Y	Y
198	hsa-miR-938-002181	Undetermined		N	Y	Y	Y
199	hsa-miR-939-002182	32.887	32.887	N	N	N	N
200	hsa-miR-941-002183	Undetermined		N	N	Y	Y
201	hsa-miR-335#-002185	Undetermined		N	N	Y	Y
202	hsa-miR-942-002187	25.211	25.211	N	N	N	N
203	hsa-miR-943-002188	Undetermined		N	Y	Y	Y
204	hsa-miR-944-002189	Undetermined		N	N	Y	Y
205	hsa-miR-99b#-002196	26.325	26.325	N	N	N	N
206	hsa-miR-124#-002197	Undetermined		N	Y	Y	Y
207	hsa-miR-541#-002200	Undetermined		N	N	Y	Y
208	hsa-miR-875-5p-002203	35.366	35.366	N	N	N	N
209	hsa-miR-888#-002213	Undetermined		N	N	Y	Y
210	hsa-miR-892b-002214	Undetermined		N	N	Y	Y
211	hsa-miR-9#-002231	29.730	29.730	N	N	N	N
212	hsa-miR-411#-002238	Undetermined		N	Y	Y	Y
213	hsa-miR-378-002243	27.966	27.966	N	N	N	N
214	hsa-miR-151-3p-002254	21.450	21.450	N	N	N	N
215	hsa-miR-340#-002259	26.449	26.449	N	N	N	N
216	hsa-miR-190b-002263	32.020	32.020	N	N	N	N
217	hsa-miR-545#-002266	34.375	34.375	N	N	N	N
218	hsa-miR-183#-002270	26.362	26.362	N	N	N	N
219	hsa-miR-192#-002272	Undetermined		N	Y	Y	Y
220	hsa-miR-200b#-002274	Undetermined		N	Y	Y	Y
221	hsa-miR-200c#-002286	Undetermined		Y	N	N	Y
222	hsa-miR-155#-002287	Undetermined		N	N	Y	Y
223	hsa-miR-10a#-002288	Undetermined		N	Y	Y	Y
224	hsa-miR-214#-002293	32.954	32.954	N	N	N	N
225	hsa-miR-218-2#-002294	Undetermined		N	Y	Y	Y
226	hsa-miR-129#-002298	Undetermined		N	Y	Y	Y
227	hsa-miR-22#-002301	23.972	23.972	N	N	N	N
228	hsa-miR-425#-002302	24.388	24.388	N	N	N	N
229	hsa-miR-30d#-002305	29.854	29.854	N	N	N	N
230	hsa-let-7a#-002307	Undetermined		N	Y	Y	Y
231	hsa-miR-424#-002309	26.622	26.622	N	N	N	N
232	hsa-miR-18b#-002310	Undetermined		N	Y	Y	Y
233	hsa-miR-20b#-002311	Undetermined		N	Y	Y	Y
234	hsa-miR-431#-002312	Undetermined		N	Y	Y	Y
235	hsa-miR-7-2#-002314	29.996	29.996	N	N	N	Y
236	hsa-miR-10b#-002315	24.942	24.942	N	N	N	N
237	hsa-miR-34a#-002316	32.670	32.670	N	N	N	N
238	hsa-miR-181a-2#-002317	27.936	27.936	N	N	N	N
239	hsa-miR-744#-002325	28.397	28.397	N	N	N	Y
240	hsa-miR-452#-002330	Undetermined		N	N	Y	Y
241	hsa-miR-409-3p-002332	20.234	20.234	N	N	N	N
242	hsa-miR-181c#-002333	27.099	27.099	N	N	N	Y
243	hsa-miR-196a#-002336	Undetermined		N	Y	Y	Y
244	hsa-miR-483-3p-002339	28.379	28.379	N	N	N	Y
245	hsa-miR-708#-002342	Undetermined		N	Y	Y	Y
246	hsa-miR-92b#-002343	Undetermined		N	Y	Y	Y
247	hsa-miR-551b#-002346	Undetermined		N	N	Y	Y
248	hsa-miR-202#-002362	Undetermined		N	Y	Y	Y
249	hsa-miR-193b#-002366	29.670	29.670	N	N	N	Y
250	hsa-miR-497#-002368	Undetermined		N	Y	Y	Y
251	hsa-miR-518e#-002371	Undetermined		N	Y	Y	Y
252	hsa-miR-543-002376	27.338	27.338	N	N	N	N
253	hsa-miR-125b-1#-002378	29.704	29.704	N	N	N	N
254	hsa-miR-194#-002379	Undetermined		N	Y	Y	Y
255	hsa-miR-106b#-002380	25.553	25.553	N	N	N	N
256	hsa-miR-302a#-002381	Undetermined		N	Y	Y	Y
257	hsa-miR-519b-3p-002384	30.308	30.308	N	N	N	N
258	hsa-miR-518f#-002387	Undetermined		N	Y	Y	Y
259	hsa-miR-374b#-002391	Undetermined		N	N	Y	Y
260	hsa-miR-520c-3p-002400	28.158	28.158	N	N	N	N
261	hsa-let-7b#-002404	Undetermined		N	Y	Y	Y
262	hsa-let-7c#-002405	Undetermined		N	Y	Y	Y
263	hsa-let-7e#-002407	Undetermined		N	Y	Y	Y
264	hsa-miR-550-002410	33.313	33.313	N	N	N	N
265	hsa-miR-593-002411	Undetermined		N	Y	Y	Y
266	hsa-let-7f-1#-002417	30.753	30.753	N	N	N	Y
267	hsa-let-7f-2#-002418	32.446	32.446	N	N	N	Y
268	hsa-miR-15a#-002419	26.501	26.501	N	N	N	N
269	hsa-miR-16-1#-002420	26.229	26.229	N	N	N	N
270	hsa-miR-17#-002421	30.015	30.015	N	N	N	N
271	hsa-miR-18a#-002423	32.950	32.950	N	N	N	N
272	hsa-miR-19a#-002424	Undetermined		N	Y	Y	Y
273	hsa-miR-19b-1#-002425	28.939	28.939	N	N	N	N
274	hsa-miR-625#-002432	23.542	23.542	N	N	N	N
275	hsa-miR-628-3p-002434	27.570	27.570	N	N	N	N
276	hsa-miR-20a#-002437	29.377	29.377	N	N	N	N
277	hsa-miR-21#-002438	27.390	27.390	N	N	N	Y
278	hsa-miR-23a#-002439	Undetermined		N	N	Y	Y
279	hsa-miR-24-1#-002440	Undetermined		N	Y	Y	Y
280	hsa-miR-24-2#-002441	28.084	28.084	N	N	N	N
281	hsa-miR-25#-002442	Undetermined		N	Y	Y	Y
282	hsa-miR-26a-1#-002443	29.001	29.001	N	N	N	N
283	hsa-miR-26b#-002444	27.297	27.297	N	N	N	N
284	hsa-miR-27a#-002445	32.990	32.990	N	N	N	N
285	hsa-miR-29a#-002447	Undetermined		N	N	Y	Y
286	hsa-miR-151-5P-002642	25.163	25.163	N	N	N	N
287	hsa-miR-765-002643	Undetermined		N	Y	Y	Y
288	hsa-miR-338-5P-002658	28.785	28.785	N	N	N	Y
289	hsa-miR-620-002672	Undetermined		N	N	Y	Y
290	hsa-miR-577-002675	Undetermined		N	Y	Y	Y
291	hsa-miR-144-002676	25.756	25.756	N	N	N	Y
292	hsa-miR-590-3P-002677	28.272	28.272	N	N	N	N
293	hsa-miR-191#-002678	28.014	28.014	N	N	N	N
294	hsa-miR-665-002681	Undetermined		N	Y	Y	Y
295	hsa-miR-520D-3P-002743	26.276	26.276	N	N	N	N
296	hsa-miR-1224-3P-002752	Undetermined		N	Y	Y	Y
297	has-miR-1305-002867	33.997	33.997	N	N	N	N
298	hsa-miR-513C-002756	Undetermined		N	Y	Y	Y
299	hsa-miR-513B-002757	Undetermined		N	Y	Y	Y
300	hsa-miR-1226#-002758	29.751	29.751	N	N	N	N
301	hsa-miR-1236-002761	Undetermined		N	Y	Y	Y
302	hsa-miR-1228#-002763	Undetermined		N	N	Y	Y
303	hsa-miR-1225-3P-002766	Undetermined		N	N	Y	Y
304	hsa-miR-1233-002768	Undetermined		N	N	Y	Y
305	hsa-miR-1227-002769	28.640	28.640	N	N	N	N
306	hsa-miR-1286-002773	Undetermined		N	N	Y	Y
307	hsa-miR-548M-002775	Undetermined		N	N	Y	Y
308	hsa-miR-1179-002776	Undetermined		N	Y	Y	Y
309	hsa-miR-1178-002777	Undetermined		N	N	Y	Y
310	hsa-miR-1205-002778	Undetermined		N	Y	Y	Y
311	hsa-miR-1271-002779	27.862	27.862	N	N	N	N
312	hsa-miR-1201-002781	Undetermined		N	Y	Y	Y
313	hsa-miR-548J-002783	Undetermined		N	Y	Y	Y
314	hsa-miR-1263-002784	Undetermined		N	Y	Y	Y
315	hsa-miR-1294-002785	Undetermined		N	Y	Y	Y
316	hsa-miR-1269-002789	Undetermined		N	Y	Y	Y
317	hsa-miR-1265-002790	Undetermined		N	N	Y	Y
318	hsa-miR-1244-002791	Undetermined		N	Y	Y	Y
319	hsa-miR-1303-002792	Undetermined		N	Y	Y	Y
320	hsa-miR-1259-002796	Undetermined		N	Y	Y	Y
321	hsa-miR-548P-002798	Undetermined		N	Y	Y	Y
322	hsa-miR-1264-002799	Undetermined		N	Y	Y	Y
323	hsa-miR-1255B-002801	31.397	31.397	N	N	N	N
324	hsa-miR-1282-002803	Undetermined		N	Y	Y	Y
325	hsa-miR-1255A-002805	31.771	31.771	N	N	N	N
326	hsa-miR-1270-002807	30.187	30.187	N	N	N	N
327	hsa-miR-1197-002810	31.586	31.586	N	N	N	N
328	hsa-miR-1324-002815	Undetermined		N	Y	Y	Y
329	hsa-miR-548H-002816	Undetermined		N	Y	Y	Y
330	hsa-miR-1254-002818	33.203	33.203	N	N	N	N
331	hsa-miR-548K-002819	Undetermined		N	Y	Y	Y
332	hsa-miR-1251-002820	Undetermined		N	Y	Y	Y
333	hsa-miR-1285-002822	30.559	30.559	N	N	N	N
334	hsa-miR-1245-002823	Undetermined		N	Y	Y	Y
335	hsa-miR-1292-002824	Undetermined		N	Y	Y	Y
336	hsa-miR-1301-002827	32.429	32.429	N	N	N	Y
337	hsa-miR-1200-002829	Undetermined		N	Y	Y	Y
338	hsa-miR-1182-002830	Undetermined		N	Y	Y	Y
339	hsa-miR-1288-002832	Undetermined		N	N	N	Y
340	hsa-miR-1291-002838	24.857	24.857	N	N	N	N
341	hsa-miR-1275-002840	Undetermined		N	N	Y	Y
342	hsa-miR-1183-002841	19.409	19.409	N	N	N	Y
343	hsa-miR-1184-002842	Undetermined		N	Y	Y	Y
344	hsa-miR-1276-002843	Undetermined		N	N	Y	Y
345	hsa-miR-320B-002844	22.903	22.903	N	N	N	N
346	hsa-miR-1272-002845	Undetermined		N	N	Y	Y
347	hsa-miR-1180-002847	28.278	28.278	N	N	N	N
348	hsa-miR-1256-002850	Undetermined		N	N	Y	Y
349	hsa-miR-1278-002851	Undetermined		N	N	Y	Y
350	hsa-miR-1262-002852	Undetermined		N	N	Y	Y
351	hsa-miR-1243-002854	Undetermined		N	N	Y	Y
352	hsa-miR-663B-002857	31.775	31.775	N	N	N	Y
353	hsa-miR-1252-002860	Undetermined		N	Y	Y	Y
354	hsa-miR-1298-002861	Undetermined		N	N	Y	Y
355	hsa-miR-1290-002863	21.142	21.142	N	N	N	N
356	hsa-miR-1249-002868	Undetermined		N	N	Y	Y
357	hsa-miR-1248-002870	Undetermined		N	Y	Y	Y
358	hsa-miR-1289-002871	Undetermined		N	N	Y	Y
359	hsa-miR-1204-002872	Undetermined		N	Y	Y	Y
360	hsa-miR-1826-002873	Undetermined		N	Y	Y	Y
361	hsa-miR-1304-002874	Undetermined		N	Y	Y	Y
362	hsa-miR-1203-002877	Undetermined		N	Y	Y	Y
363	hsa-miR-1206-002878	Undetermined		N	Y	Y	Y
364	hsa-miR-548G-002879	Undetermined		N	Y	Y	Y
365	hsa-miR-1208-002880	Undetermined		N	N	Y	Y
366	hsa-miR-548E-002881	34.668	34.668	N	N	N	N
367	hsa-miR-1274A-002883	19.423	19.423	N	N	N	N
368	hsa-miR-1274B-002884	17.012	17.012	N	N	N	N
369	hsa-miR-1267-002885	Undetermined		N	N	Y	Y
370	hsa-miR-1250-002887	Undetermined		N	Y	Y	Y
371	hsa-miR-548N-002888	Undetermined		N	Y	Y	Y
372	hsa-miR-1283-002890	Undetermined		N	Y	Y	Y
373	hsa-miR-1247-002893	Undetermined		N	N	Y	Y
374	hsa-miR-1253-002894	Undetermined		N	Y	Y	Y
375	hsa-miR-720-002895	18.251	18.251	N	N	N	N
376	hsa-miR-1260-002896	23.411	23.411	N	N	N	N
377	hsa-miR-664-002897	25.106	25.106	N	N	N	N
378	hsa-miR-1302-002901	Undetermined		N	Y	Y	Y
379	hsa-miR-1300-002902	27.318	27.318	N	N	N	N
380	hsa-miR-1284-002903	Undetermined		N	Y	Y	Y
381	hsa-miR-548L-002904	Undetermined		N	Y	Y	Y
382	hsa-miR-1293-002905	Undetermined		N	Y	Y	Y
383	hsa-miR-1825-002907	25.120	25.120	N	N	N	Y
384	hsa-miR-1296-002908	Undetermined		N	Y	Y	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-30c-2#-002110
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

