* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-03-19PP09019 Panel B.eds
* Experiment Name = 2012-03-19PP09019 Panel B
* Experiment Run End Time = 2012-03-19 16:11:12 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	NOAMP	EXPFAIL	THOLDFAIL
54	hsa-miR-566-001533	Undetermined		Y	Y	Y
55	hsa-miR-567-001534	Undetermined		N	Y	Y
56	hsa-miR-569-001536	Undetermined		Y	Y	Y
57	hsa-miR-586-001539	Undetermined		N	Y	Y
58	hsa-miR-587-001540	Undetermined		N	Y	Y
59	RNU44-001094	Undetermined		Y	Y	Y
60	hsa-miR-588-001542	Undetermined		Y	Y	Y
61	hsa-miR-589-001543	30.533	30.533	N	N	Y
62	hsa-miR-550-001544	30.038	30.038	N	N	N
63	hsa-miR-591-001545	Undetermined		Y	Y	Y
64	hsa-miR-592-001546	Undetermined		N	Y	Y
65	hsa-miR-593-001547	Undetermined		Y	Y	Y
66	hsa-miR-596-001550	Undetermined		N	Y	Y
67	hsa-miR-622-001553	Undetermined		Y	Y	Y
68	hsa-miR-599-001554	Undetermined		Y	Y	Y
69	hsa-miR-623-001555	36.533	36.533	N	N	Y
70	hsa-miR-600-001556	Undetermined		Y	Y	Y
71	hsa-miR-624-001557	36.033	36.033	N	N	Y
72	hsa-miR-601-001558	28.794	28.794	N	N	N
73	hsa-miR-626-001559	Undetermined		Y	Y	Y
74	hsa-miR-629-001562	26.344	26.344	N	N	N
75	hsa-miR-630-001563	32.906	32.906	N	N	Y
76	hsa-miR-631-001564	Undetermined		Y	Y	Y
77	hsa-miR-603-001566	33.638	33.638	N	N	N
78	hsa-miR-604-001567	Undetermined		Y	Y	Y
79	hsa-miR-605-001568	Undetermined		N	Y	Y
80	hsa-miR-606-001569	Undetermined		Y	Y	Y
81	hsa-miR-607-001570	Undetermined		Y	Y	Y
82	hsa-miR-608-001571	Undetermined		Y	Y	Y
83	hsa-miR-609-001573	Undetermined		Y	Y	Y
84	hsa-miR-633-001574	Undetermined		Y	Y	Y
85	hsa-miR-634-001576	Undetermined		Y	Y	Y
86	hsa-miR-635-001578	Undetermined		Y	Y	Y
87	hsa-miR-637-001581	Undetermined		Y	Y	Y
88	hsa-miR-638-001582	29.507	29.507	N	N	N
89	hsa-miR-639-001583	31.396	31.396	N	N	Y
90	hsa-miR-640-001584	Undetermined		Y	Y	Y
91	hsa-miR-641-001585	Undetermined		N	Y	Y
92	hsa-miR-613-001586	Undetermined		Y	Y	Y
93	hsa-miR-614-001587	Undetermined		Y	Y	Y
94	hsa-miR-616-001589	31.493	31.493	N	N	N
95	hsa-miR-617-001591	Undetermined		N	Y	Y
96	hsa-miR-643-001594	Undetermined		N	Y	Y
97	hsa-miR-644-001596	Undetermined		Y	Y	Y
98	hsa-miR-645-001597	35.357	35.357	N	N	N
99	hsa-miR-621-001598	Undetermined		Y	Y	Y
100	hsa-miR-646-001599	Undetermined		Y	Y	Y
101	hsa-miR-647-001600	Undetermined		Y	Y	Y
102	hsa-miR-648-001601	Undetermined		N	Y	Y
103	hsa-miR-649-001602	Undetermined		Y	Y	Y
104	hsa-miR-650-001603	Undetermined		Y	Y	Y
105	hsa-miR-661-001606	24.963	24.963	N	N	N
106	hsa-miR-662-001607	Undetermined		Y	Y	Y
107	RNU48-001006	31.476	31.476	N	N	N
108	hsa-miR-571-001613	29.018	29.018	N	N	Y
109	hsa-miR-572-001614	29.487	29.487	N	N	N
110	hsa-miR-573-001615	31.221	31.221	N	N	Y
111	hsa-miR-575-001617	Undetermined		Y	Y	Y
112	hsa-miR-578-001619	Undetermined		Y	Y	Y
113	hsa-miR-580-001621	Undetermined		Y	Y	Y
114	hsa-miR-581-001622	Undetermined		Y	Y	Y
115	hsa-miR-583-001623	Undetermined		N	Y	Y
116	hsa-miR-584-001624	26.113	26.113	N	N	N
117	hsa-miR-585-001625	Undetermined		N	Y	Y
118	rno-miR-29c#-001818	29.611	29.611	N	N	N
119	hsa-miR-766-001986	21.333	21.333	N	N	N
120	hsa-miR-595-001987	Undetermined		Y	Y	Y
121	hsa-miR-668-001992	32.452	32.452	N	N	N
122	hsa-miR-767-5p-001993	Undetermined		Y	Y	Y
123	hsa-miR-767-3p-001995	Undetermined		Y	Y	Y
124	hsa-miR-454#-001996	30.427	30.427	N	N	N
125	hsa-miR-769-5p-001998	26.431	26.431	N	N	N
126	hsa-miR-770-5p-002002	Undetermined		N	Y	Y
127	hsa-miR-769-3p-002003	Undetermined		Y	Y	Y
128	hsa-miR-802-002004	Undetermined		Y	Y	Y
129	hsa-miR-675-002005	Undetermined		Y	Y	Y
130	hsa-miR-505#-002087	27.362	27.362	N	N	N
131	hsa-miR-218-1#-002094	Undetermined		Y	Y	Y
132	hsa-miR-221#-002096	Undetermined		Y	Y	Y
133	hsa-miR-222#-002097	Undetermined		N	Y	Y
134	hsa-miR-223#-002098	24.039	24.039	N	N	N
135	hsa-miR-136#-002100	26.897	26.897	N	N	N
136	hsa-miR-34b-002102	28.579	28.579	N	N	Y
137	hsa-miR-185#-002104	34.341	34.341	N	N	Y
138	hsa-miR-186#-002105	Undetermined		N	Y	Y
139	hsa-miR-195#-002107	Undetermined		Y	Y	Y
140	hsa-miR-30c-1#-002108	Undetermined		Y	Y	Y
141	hsa-miR-30c-2#-002110	Undetermined		Y	Y	Y
142	hsa-miR-32#-002111	Undetermined		Y	Y	Y
143	hsa-miR-31#-002113	Undetermined		Y	Y	Y
144	hsa-miR-130b#-002114	27.630	27.630	N	N	Y
145	hsa-miR-26a-2#-002115	Undetermined		N	Y	Y
146	hsa-miR-361-3p-002116	28.111	28.111	N	N	Y
147	hsa-let-7g#-002118	Undetermined		Y	Y	Y
148	hsa-miR-302b#-002119	Undetermined		Y	Y	Y
149	hsa-miR-302d#-002120	Undetermined		Y	Y	Y
150	hsa-miR-367#-002121	Undetermined		Y	Y	Y
151	hsa-miR-374a#-002125	Undetermined		Y	Y	Y
152	hsa-miR-23b#-002126	Undetermined		Y	Y	Y
153	hsa-miR-376a#-002127	36.106	36.106	N	N	Y
154	hsa-miR-377#-002128	30.123	30.123	N	N	N
155	ath-miR159a-000338	16.337	16.337	N	N	N
156	hsa-miR-30b#-002129	Undetermined		Y	Y	Y
157	hsa-miR-122#-002130	30.123	30.123	N	N	N
158	hsa-miR-130a#-002131	Undetermined		Y	Y	Y
159	hsa-miR-132#-002132	Undetermined		Y	Y	Y
160	hsa-miR-148a#-002134	Undetermined		Y	Y	Y
161	hsa-miR-33a-002135	31.430	31.430	N	N	Y
162	hsa-miR-33a#-002136	28.055	28.055	N	N	N
163	hsa-miR-92a-1#-002137	Undetermined		Y	Y	Y
164	hsa-miR-92a-2#-002138	Undetermined		Y	Y	Y
165	hsa-miR-93#-002139	25.011	25.011	N	N	N
166	hsa-miR-96#-002140	Undetermined		Y	Y	Y
167	hsa-miR-99a#-002141	34.131	34.131	N	N	N
168	hsa-miR-100#-002142	36.652	36.652	N	N	Y
169	hsa-miR-101#-002143	Undetermined		Y	Y	Y
170	hsa-miR-138-2#-002144	Undetermined		Y	Y	Y
171	hsa-miR-141#-002145	32.847	32.847	N	N	Y
172	hsa-miR-143#-002146	Undetermined		Y	Y	Y
173	hsa-miR-144#-002148	26.300	26.300	N	N	N
174	hsa-miR-145#-002149	28.935	28.935	N	N	N
175	hsa-miR-920-002150	Undetermined		Y	Y	Y
176	hsa-miR-921-002151	Undetermined		Y	Y	Y
177	hsa-miR-922-002152	Undetermined		Y	Y	Y
178	hsa-miR-924-002154	Undetermined		Y	Y	Y
179	hsa-miR-337-3p-002157	28.985	28.985	N	N	Y
180	hsa-miR-125b-2#-002158	Undetermined		N	Y	Y
181	hsa-miR-135b#-002159	Undetermined		Y	Y	Y
182	hsa-miR-148b#-002160	29.419	29.419	N	N	N
183	hsa-miR-146a#-002163	Undetermined		Y	Y	Y
184	hsa-miR-149#-002164	Undetermined		Y	Y	Y
185	hsa-miR-29b-1#-002165	Undetermined		Y	Y	Y
186	hsa-miR-29b-2#-002166	30.617	30.617	N	N	Y
187	hsa-miR-105#-002168	Undetermined		Y	Y	Y
188	hsa-miR-106a#-002170	Undetermined		Y	Y	Y
189	hsa-miR-16-2#-002171	Undetermined		Y	Y	Y
190	hsa-let-7i#-002172	Undetermined		Y	Y	Y
191	hsa-miR-15b#-002173	24.438	24.438	N	N	N
192	hsa-miR-27b#-002174	35.810	35.810	N	N	Y
193	hsa-miR-933-002176	Undetermined		N	Y	Y
194	hsa-miR-934-002177	Undetermined		Y	Y	Y
195	hsa-miR-935-002178	Undetermined		N	Y	Y
196	hsa-miR-936-002179	Undetermined		Y	Y	Y
197	hsa-miR-937-002180	Undetermined		Y	Y	Y
198	hsa-miR-938-002181	Undetermined		Y	Y	Y
199	hsa-miR-939-002182	33.976	33.976	N	N	N
200	hsa-miR-941-002183	30.940	30.940	N	N	Y
201	hsa-miR-335#-002185	26.278	26.278	N	N	N
202	hsa-miR-942-002187	24.313	24.313	N	N	N
203	hsa-miR-943-002188	Undetermined		Y	Y	Y
204	hsa-miR-944-002189	Undetermined		Y	Y	Y
205	hsa-miR-99b#-002196	29.921	29.921	N	N	Y
206	hsa-miR-124#-002197	Undetermined		Y	Y	Y
207	hsa-miR-541#-002200	Undetermined		Y	Y	Y
208	hsa-miR-875-5p-002203	33.018	33.018	N	N	N
209	hsa-miR-888#-002213	Undetermined		Y	Y	Y
210	hsa-miR-892b-002214	31.735	31.735	N	N	Y
211	hsa-miR-9#-002231	28.378	28.378	N	N	N
212	hsa-miR-411#-002238	31.307	31.307	N	N	N
213	hsa-miR-378-002243	26.230	26.230	N	N	N
214	hsa-miR-151-3p-002254	20.802	20.802	N	N	N
215	hsa-miR-340#-002259	26.900	26.900	N	N	N
216	hsa-miR-190b-002263	29.866	29.866	N	N	N
217	hsa-miR-545#-002266	31.325	31.325	N	N	N
218	hsa-miR-183#-002270	26.485	26.485	N	N	N
219	hsa-miR-192#-002272	34.520	34.520	N	N	N
220	hsa-miR-200b#-002274	Undetermined		Y	Y	Y
221	hsa-miR-200c#-002286	Undetermined		Y	Y	Y
222	hsa-miR-155#-002287	Undetermined		Y	Y	Y
223	hsa-miR-10a#-002288	Undetermined		Y	Y	Y
224	hsa-miR-214#-002293	30.447	30.447	N	N	N
225	hsa-miR-218-2#-002294	Undetermined		Y	Y	Y
226	hsa-miR-129#-002298	Undetermined		Y	Y	Y
227	hsa-miR-22#-002301	23.331	23.331	N	N	N
228	hsa-miR-425#-002302	24.779	24.779	N	N	N
229	hsa-miR-30d#-002305	27.262	27.262	N	N	N
230	hsa-let-7a#-002307	Undetermined		N	Y	Y
231	hsa-miR-424#-002309	26.408	26.408	N	N	N
232	hsa-miR-18b#-002310	Undetermined		Y	Y	Y
233	hsa-miR-20b#-002311	Undetermined		Y	Y	Y
234	hsa-miR-431#-002312	Undetermined		N	Y	Y
235	hsa-miR-7-2#-002314	33.205	33.205	N	N	Y
236	hsa-miR-10b#-002315	26.944	26.944	N	N	N
237	hsa-miR-34a#-002316	27.375	27.375	N	N	N
238	hsa-miR-181a-2#-002317	28.083	28.083	N	N	N
239	hsa-miR-744#-002325	31.899	31.899	N	N	N
240	hsa-miR-452#-002330	Undetermined		Y	Y	Y
241	hsa-miR-409-3p-002332	20.109	20.109	N	N	N
242	hsa-miR-181c#-002333	27.568	27.568	N	N	Y
243	hsa-miR-196a#-002336	Undetermined		Y	Y	Y
244	hsa-miR-483-3p-002339	27.714	27.714	N	N	N
245	hsa-miR-708#-002342	Undetermined		Y	Y	Y
246	hsa-miR-92b#-002343	Undetermined		Y	Y	Y
247	hsa-miR-551b#-002346	30.910	30.910	N	N	Y
248	hsa-miR-202#-002362	Undetermined		Y	Y	Y
249	hsa-miR-193b#-002366	27.951	27.951	N	N	Y
250	hsa-miR-497#-002368	Undetermined		Y	Y	Y
251	hsa-miR-518e#-002371	Undetermined		Y	Y	Y
252	hsa-miR-543-002376	25.132	25.132	N	N	N
253	hsa-miR-125b-1#-002378	Undetermined		Y	Y	Y
254	hsa-miR-194#-002379	Undetermined		Y	Y	Y
255	hsa-miR-106b#-002380	26.291	26.291	N	N	N
256	hsa-miR-302a#-002381	Undetermined		Y	Y	Y
257	hsa-miR-519b-3p-002384	Undetermined		N	N	Y
258	hsa-miR-518f#-002387	Undetermined		N	Y	Y
259	hsa-miR-374b#-002391	Undetermined		N	Y	Y
260	hsa-miR-520c-3p-002400	32.351	32.351	N	N	N
261	hsa-let-7b#-002404	29.203	29.203	N	N	Y
262	hsa-let-7c#-002405	Undetermined		Y	Y	Y
263	hsa-let-7e#-002407	Undetermined		Y	Y	Y
264	hsa-miR-550-002410	31.492	31.492	N	N	N
265	hsa-miR-593-002411	Undetermined		Y	Y	Y
266	hsa-let-7f-1#-002417	Undetermined		N	Y	Y
267	hsa-let-7f-2#-002418	31.956	31.956	N	N	N
268	hsa-miR-15a#-002419	25.683	25.683	N	N	N
269	hsa-miR-16-1#-002420	26.908	26.908	N	N	N
270	hsa-miR-17#-002421	30.222	30.222	N	N	N
271	hsa-miR-18a#-002423	31.349	31.349	N	N	N
272	hsa-miR-19a#-002424	Undetermined		N	Y	Y
273	hsa-miR-19b-1#-002425	28.713	28.713	N	N	N
274	hsa-miR-625#-002432	23.241	23.241	N	N	N
275	hsa-miR-628-3p-002434	27.739	27.739	N	N	N
276	hsa-miR-20a#-002437	33.975	33.975	N	N	N
277	hsa-miR-21#-002438	27.824	27.824	N	N	N
278	hsa-miR-23a#-002439	30.766	30.766	N	N	Y
279	hsa-miR-24-1#-002440	Undetermined		Y	Y	Y
280	hsa-miR-24-2#-002441	28.476	28.476	N	N	N
281	hsa-miR-25#-002442	30.336	30.336	N	N	Y
282	hsa-miR-26a-1#-002443	27.442	27.442	N	N	N
283	hsa-miR-26b#-002444	26.639	26.639	N	N	N
284	hsa-miR-27a#-002445	31.025	31.025	N	N	N
285	hsa-miR-29a#-002447	Undetermined		Y	Y	Y
286	hsa-miR-151-5P-002642	27.119	27.119	N	N	N
287	hsa-miR-765-002643	Undetermined		Y	Y	Y
288	hsa-miR-338-5P-002658	27.965	27.965	N	N	N
289	hsa-miR-620-002672	Undetermined		Y	Y	Y
290	hsa-miR-577-002675	Undetermined		N	Y	Y
291	hsa-miR-144-002676	23.349	23.349	N	N	N
292	hsa-miR-590-3P-002677	26.515	26.515	N	N	N
293	hsa-miR-191#-002678	28.140	28.140	N	N	N
294	hsa-miR-665-002681	Undetermined		N	Y	Y
295	hsa-miR-520D-3P-002743	31.705	31.705	N	N	N
296	hsa-miR-1224-3P-002752	Undetermined		Y	Y	Y
297	has-miR-1305-002867	28.430	28.430	N	N	N
298	hsa-miR-513C-002756	Undetermined		Y	Y	Y
299	hsa-miR-513B-002757	Undetermined		Y	Y	Y
300	hsa-miR-1226#-002758	Undetermined		Y	Y	Y
301	hsa-miR-1236-002761	Undetermined		N	Y	Y
302	hsa-miR-1228#-002763	Undetermined		Y	Y	Y
303	hsa-miR-1225-3P-002766	Undetermined		N	Y	Y
304	hsa-miR-1233-002768	Undetermined		N	Y	Y
305	hsa-miR-1227-002769	27.735	27.735	N	N	N
306	hsa-miR-1286-002773	Undetermined		Y	Y	Y
307	hsa-miR-548M-002775	Undetermined		Y	Y	Y
308	hsa-miR-1179-002776	36.177	36.177	N	N	Y
309	hsa-miR-1178-002777	Undetermined		Y	Y	Y
310	hsa-miR-1205-002778	Undetermined		Y	Y	Y
311	hsa-miR-1271-002779	26.251	26.251	N	N	N
312	hsa-miR-1201-002781	Undetermined		Y	Y	Y
313	hsa-miR-548J-002783	Undetermined		Y	Y	Y
314	hsa-miR-1263-002784	Undetermined		Y	Y	Y
315	hsa-miR-1294-002785	Undetermined		Y	Y	Y
316	hsa-miR-1269-002789	Undetermined		Y	Y	Y
317	hsa-miR-1265-002790	Undetermined		Y	Y	Y
318	hsa-miR-1244-002791	Undetermined		Y	Y	Y
319	hsa-miR-1303-002792	34.160	34.160	N	N	N
320	hsa-miR-1259-002796	Undetermined		Y	Y	Y
321	hsa-miR-548P-002798	Undetermined		Y	Y	Y
322	hsa-miR-1264-002799	Undetermined		Y	Y	Y
323	hsa-miR-1255B-002801	28.409	28.409	N	N	N
324	hsa-miR-1282-002803	Undetermined		Y	Y	Y
325	hsa-miR-1255A-002805	Undetermined		N	Y	Y
326	hsa-miR-1270-002807	28.673	28.673	N	N	N
327	hsa-miR-1197-002810	30.135	30.135	N	N	N
328	hsa-miR-1324-002815	Undetermined		Y	Y	Y
329	hsa-miR-548H-002816	Undetermined		N	Y	Y
330	hsa-miR-1254-002818	32.737	32.737	N	N	N
331	hsa-miR-548K-002819	Undetermined		Y	Y	Y
332	hsa-miR-1251-002820	Undetermined		Y	Y	Y
333	hsa-miR-1285-002822	30.105	30.105	N	N	N
334	hsa-miR-1245-002823	Undetermined		Y	Y	Y
335	hsa-miR-1292-002824	Undetermined		Y	Y	Y
336	hsa-miR-1301-002827	29.471	29.471	N	N	N
337	hsa-miR-1200-002829	Undetermined		Y	Y	Y
338	hsa-miR-1182-002830	Undetermined		Y	Y	Y
339	hsa-miR-1288-002832	Undetermined		N	Y	Y
340	hsa-miR-1291-002838	28.154	28.154	N	N	N
341	hsa-miR-1275-002840	Undetermined		N	Y	Y
342	hsa-miR-1183-002841	Undetermined		N	Y	Y
343	hsa-miR-1184-002842	Undetermined		Y	Y	Y
344	hsa-miR-1276-002843	37.080	37.080	N	N	Y
345	hsa-miR-320B-002844	23.073	23.073	N	N	N
346	hsa-miR-1272-002845	Undetermined		Y	Y	Y
347	hsa-miR-1180-002847	27.579	27.579	N	N	N
348	hsa-miR-1256-002850	32.340	32.340	N	N	N
349	hsa-miR-1278-002851	Undetermined		Y	Y	Y
350	hsa-miR-1262-002852	31.794	31.794	N	N	Y
351	hsa-miR-1243-002854	34.387	34.387	N	N	N
352	hsa-miR-663B-002857	Undetermined		N	Y	Y
353	hsa-miR-1252-002860	Undetermined		Y	Y	Y
354	hsa-miR-1298-002861	Undetermined		N	Y	Y
355	hsa-miR-1290-002863	25.293	25.293	N	N	N
356	hsa-miR-1249-002868	29.604	29.604	N	N	Y
357	hsa-miR-1248-002870	Undetermined		Y	Y	Y
358	hsa-miR-1289-002871	Undetermined		Y	Y	Y
359	hsa-miR-1204-002872	Undetermined		Y	Y	Y
360	hsa-miR-1826-002873	Undetermined		Y	Y	Y
361	hsa-miR-1304-002874	Undetermined		Y	Y	Y
362	hsa-miR-1203-002877	Undetermined		Y	Y	Y
363	hsa-miR-1206-002878	Undetermined		Y	Y	Y
364	hsa-miR-548G-002879	Undetermined		Y	Y	Y
365	hsa-miR-1208-002880	27.606	27.606	N	N	Y
366	hsa-miR-548E-002881	Undetermined		Y	Y	Y
367	hsa-miR-1274A-002883	23.122	23.122	N	N	N
368	hsa-miR-1274B-002884	21.421	21.421	N	N	N
369	hsa-miR-1267-002885	32.254	32.254	N	N	N
370	hsa-miR-1250-002887	Undetermined		Y	Y	Y
371	hsa-miR-548N-002888	Undetermined		Y	Y	Y
372	hsa-miR-1283-002890	Undetermined		Y	Y	Y
373	hsa-miR-1247-002893	27.564	27.564	N	N	Y
374	hsa-miR-1253-002894	Undetermined		Y	Y	Y
375	hsa-miR-720-002895	20.947	20.947	N	N	N
376	hsa-miR-1260-002896	25.488	25.488	N	N	N
377	hsa-miR-664-002897	22.017	22.017	N	N	N
378	hsa-miR-1302-002901	Undetermined		Y	Y	Y
379	hsa-miR-1300-002902	33.203	33.203	N	N	Y
380	hsa-miR-1284-002903	Undetermined		Y	Y	Y
381	hsa-miR-548L-002904	Undetermined		Y	Y	Y
382	hsa-miR-1293-002905	Undetermined		Y	Y	Y
383	hsa-miR-1825-002907	29.013	29.013	N	N	Y
384	hsa-miR-1296-002908	32.806	32.806	N	N	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-30c-2#-002110
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

