* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-07-17 PP09021 B.eds
* Experiment Name = 2012-07-17 PP09021 B
* Experiment Run End Time = 2012-07-17 19:01:46 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	BADROX	NOAMP	EXPFAIL	THOLDFAIL
137	hsa-miR-185#-002104	29.654	29.654	N	N	N	N
138	hsa-miR-186#-002105	Undetermined		N	Y	Y	Y
139	hsa-miR-195#-002107	Undetermined		N	Y	Y	Y
140	hsa-miR-30c-1#-002108	Undetermined		N	N	Y	Y
141	hsa-miR-30c-2#-002110	Undetermined		N	Y	Y	Y
142	hsa-miR-32#-002111	Undetermined		N	Y	Y	Y
143	hsa-miR-31#-002113	31.958	31.958	N	N	N	N
144	hsa-miR-130b#-002114	26.375	26.375	N	N	N	Y
145	hsa-miR-26a-2#-002115	32.500	32.500	N	N	N	N
146	hsa-miR-361-3p-002116	25.977	25.977	N	N	N	N
147	hsa-let-7g#-002118	32.205	32.205	N	N	N	N
148	hsa-miR-302b#-002119	Undetermined		N	Y	Y	Y
149	hsa-miR-302d#-002120	Undetermined		N	Y	Y	Y
150	hsa-miR-367#-002121	Undetermined		N	Y	Y	Y
151	hsa-miR-374a#-002125	Undetermined		N	Y	Y	Y
152	hsa-miR-23b#-002126	29.567	29.567	N	N	N	Y
153	hsa-miR-376a#-002127	31.088	31.088	N	N	N	N
154	hsa-miR-377#-002128	29.929	29.929	N	N	N	N
155	ath-miR159a-000338	15.467	15.467	N	N	N	N
156	hsa-miR-30b#-002129	Undetermined		N	N	Y	Y
157	hsa-miR-122#-002130	34.477	34.477	N	N	N	N
158	hsa-miR-130a#-002131	Undetermined		N	N	Y	Y
159	hsa-miR-132#-002132	Undetermined		N	N	Y	Y
160	hsa-miR-148a#-002134	30.671	30.671	N	N	N	Y
161	hsa-miR-33a-002135	30.130	30.130	N	N	N	Y
162	hsa-miR-33a#-002136	27.147	27.147	N	N	N	N
163	hsa-miR-92a-1#-002137	32.668	32.668	N	N	N	N
164	hsa-miR-92a-2#-002138	Undetermined		N	Y	Y	Y
165	hsa-miR-93#-002139	23.110	23.110	N	N	N	N
166	hsa-miR-96#-002140	Undetermined		N	N	Y	Y
167	hsa-miR-99a#-002141	32.240	32.240	N	N	N	N
168	hsa-miR-100#-002142	Undetermined		N	Y	Y	Y
169	hsa-miR-101#-002143	Undetermined		N	N	Y	Y
170	hsa-miR-138-2#-002144	Undetermined		N	N	Y	Y
171	hsa-miR-141#-002145	Undetermined		N	Y	Y	Y
172	hsa-miR-143#-002146	Undetermined		N	Y	Y	Y
173	hsa-miR-144#-002148	26.444	26.444	N	N	N	N
174	hsa-miR-145#-002149	27.304	27.304	N	N	N	N
175	hsa-miR-920-002150	Undetermined		N	Y	Y	Y
176	hsa-miR-921-002151	Undetermined		N	Y	Y	Y
177	hsa-miR-922-002152	Undetermined		N	Y	Y	Y
178	hsa-miR-924-002154	Undetermined		N	Y	Y	Y
179	hsa-miR-337-3p-002157	26.703	26.703	N	N	N	N
180	hsa-miR-125b-2#-002158	Undetermined		N	N	N	Y
181	hsa-miR-135b#-002159	Undetermined		N	N	Y	Y
182	hsa-miR-148b#-002160	30.378	30.378	N	N	N	N
183	hsa-miR-146a#-002163	Undetermined		N	N	Y	Y
184	hsa-miR-149#-002164	Undetermined		N	Y	Y	Y
185	hsa-miR-29b-1#-002165	Undetermined		N	N	Y	Y
186	hsa-miR-29b-2#-002166	30.607	30.607	N	N	N	N
187	hsa-miR-105#-002168	Undetermined		N	Y	Y	Y
188	hsa-miR-106a#-002170	Undetermined		N	N	Y	Y
189	hsa-miR-16-2#-002171	Undetermined		N	N	Y	Y
190	hsa-let-7i#-002172	34.841	34.841	N	N	N	N
191	hsa-miR-15b#-002173	22.212	22.212	N	N	N	Y
192	hsa-miR-27b#-002174	28.403	28.403	N	N	N	N
193	hsa-miR-933-002176	Undetermined		N	N	Y	Y
194	hsa-miR-934-002177	Undetermined		N	Y	Y	Y
195	hsa-miR-935-002178	Undetermined		N	N	Y	Y
196	hsa-miR-936-002179	Undetermined		N	Y	Y	Y
197	hsa-miR-937-002180	Undetermined		N	N	Y	Y
198	hsa-miR-938-002181	Undetermined		N	Y	Y	Y
199	hsa-miR-939-002182	33.812	33.812	N	N	N	N
200	hsa-miR-941-002183	28.446	28.446	N	N	N	N
201	hsa-miR-335#-002185	26.628	26.628	N	N	N	N
202	hsa-miR-942-002187	25.470	25.470	N	N	N	N
203	hsa-miR-943-002188	Undetermined		N	Y	Y	Y
204	hsa-miR-944-002189	Undetermined		N	N	Y	Y
205	hsa-miR-99b#-002196	28.304	28.304	N	N	N	N
206	hsa-miR-124#-002197	Undetermined		N	N	Y	Y
207	hsa-miR-541#-002200	Undetermined		N	N	Y	Y
208	hsa-miR-875-5p-002203	35.018	35.018	N	N	N	N
209	hsa-miR-888#-002213	Undetermined		N	Y	Y	Y
210	hsa-miR-892b-002214	Undetermined		N	N	Y	Y
211	hsa-miR-9#-002231	28.431	28.431	N	N	N	N
212	hsa-miR-411#-002238	30.473	30.473	N	N	N	N
213	hsa-miR-378-002243	25.956	25.956	N	N	N	N
214	hsa-miR-151-3p-002254	20.212	20.212	N	N	N	N
215	hsa-miR-340#-002259	25.821	25.821	N	N	N	N
216	hsa-miR-190b-002263	29.410	29.410	N	N	N	N
217	hsa-miR-545#-002266	30.621	30.621	N	N	N	N
218	hsa-miR-183#-002270	27.068	27.068	N	N	N	N
219	hsa-miR-192#-002272	34.013	34.013	N	N	N	N
220	hsa-miR-200b#-002274	Undetermined		N	Y	Y	Y
221	hsa-miR-200c#-002286	Undetermined		N	N	Y	Y
222	hsa-miR-155#-002287	Undetermined		N	Y	Y	Y
223	hsa-miR-10a#-002288	Undetermined		N	Y	Y	Y
224	hsa-miR-214#-002293	33.362	33.362	N	N	N	N
225	hsa-miR-218-2#-002294	Undetermined		N	N	Y	Y
226	hsa-miR-129#-002298	Undetermined		N	Y	Y	Y
227	hsa-miR-22#-002301	22.373	22.373	N	N	N	N
228	hsa-miR-425#-002302	24.002	24.002	N	N	N	N
229	hsa-miR-30d#-002305	27.357	27.357	N	N	N	N
230	hsa-let-7a#-002307	32.650	32.650	N	N	N	Y
231	hsa-miR-424#-002309	26.907	26.907	N	N	N	N
232	hsa-miR-18b#-002310	Undetermined		N	Y	Y	Y
233	hsa-miR-20b#-002311	Undetermined		N	Y	Y	Y
234	hsa-miR-431#-002312	Undetermined		N	N	Y	Y
235	hsa-miR-7-2#-002314	28.813	28.813	N	N	N	Y
236	hsa-miR-10b#-002315	27.383	27.383	N	N	N	N
237	hsa-miR-34a#-002316	28.485	28.485	N	N	N	N
238	hsa-miR-181a-2#-002317	28.298	28.298	N	N	N	N
239	hsa-miR-744#-002325	27.021	27.021	N	N	N	N
240	hsa-miR-452#-002330	Undetermined		N	Y	Y	Y
241	hsa-miR-409-3p-002332	19.167	19.167	N	N	N	N
242	hsa-miR-181c#-002333	27.825	27.825	N	N	N	Y
243	hsa-miR-196a#-002336	Undetermined		N	Y	Y	Y
244	hsa-miR-483-3p-002339	28.575	28.575	N	N	N	N
245	hsa-miR-708#-002342	Undetermined		N	Y	Y	Y
246	hsa-miR-92b#-002343	Undetermined		N	N	Y	Y
247	hsa-miR-551b#-002346	Undetermined		N	Y	Y	Y
248	hsa-miR-202#-002362	Undetermined		N	Y	Y	Y
249	hsa-miR-193b#-002366	26.942	26.942	N	N	N	N
250	hsa-miR-497#-002368	Undetermined		N	N	Y	Y
251	hsa-miR-518e#-002371	Undetermined		N	N	Y	Y
252	hsa-miR-543-002376	24.627	24.627	N	N	N	N
253	hsa-miR-125b-1#-002378	Undetermined		N	N	Y	Y
254	hsa-miR-194#-002379	Undetermined		N	Y	Y	Y
255	hsa-miR-106b#-002380	24.765	24.765	N	N	N	N
256	hsa-miR-302a#-002381	Undetermined		N	Y	Y	Y
257	hsa-miR-519b-3p-002384	34.399	34.399	N	N	N	N
258	hsa-miR-518f#-002387	Undetermined		N	Y	Y	Y
259	hsa-miR-374b#-002391	33.973	33.973	N	N	N	N
260	hsa-miR-520c-3p-002400	29.741	29.741	N	N	N	N
261	hsa-let-7b#-002404	Undetermined		N	N	Y	Y
262	hsa-let-7c#-002405	Undetermined		N	Y	Y	Y
263	hsa-let-7e#-002407	32.855	32.855	N	N	N	N
264	hsa-miR-550-002410	31.898	31.898	N	N	N	N
265	hsa-miR-593-002411	Undetermined		N	Y	Y	Y
266	hsa-let-7f-1#-002417	Undetermined		N	N	Y	Y
267	hsa-let-7f-2#-002418	32.138	32.138	N	N	N	N
268	hsa-miR-15a#-002419	25.895	25.895	N	N	N	N
269	hsa-miR-16-1#-002420	27.498	27.498	N	N	N	N
270	hsa-miR-17#-002421	28.793	28.793	N	N	N	N
271	hsa-miR-18a#-002423	30.444	30.444	N	N	N	N
272	hsa-miR-19a#-002424	Undetermined		N	Y	Y	Y
273	hsa-miR-19b-1#-002425	28.363	28.363	N	N	N	N
274	hsa-miR-625#-002432	22.600	22.600	N	N	N	N
275	hsa-miR-628-3p-002434	26.718	26.718	N	N	N	N
276	hsa-miR-20a#-002437	28.844	28.844	N	N	N	N
277	hsa-miR-21#-002438	27.682	27.682	N	N	N	N
278	hsa-miR-23a#-002439	33.036	33.036	N	N	N	N
279	hsa-miR-24-1#-002440	Undetermined		N	Y	Y	Y
280	hsa-miR-24-2#-002441	28.330	28.330	N	N	N	N
281	hsa-miR-25#-002442	28.371	28.371	N	N	N	Y
282	hsa-miR-26a-1#-002443	26.384	26.384	N	N	N	N
283	hsa-miR-26b#-002444	24.853	24.853	N	N	N	N
284	hsa-miR-27a#-002445	29.797	29.797	N	N	N	N
285	hsa-miR-29a#-002447	28.891	28.891	N	N	N	N
286	hsa-miR-151-5P-002642	22.724	22.724	N	N	N	N
287	hsa-miR-765-002643	Undetermined		N	Y	Y	Y
288	hsa-miR-338-5P-002658	29.612	29.612	N	N	N	N
289	hsa-miR-620-002672	Undetermined		N	Y	Y	Y
290	hsa-miR-577-002675	Undetermined		N	N	Y	Y
291	hsa-miR-144-002676	23.661	23.661	N	N	N	N
292	hsa-miR-590-3P-002677	25.920	25.920	N	N	N	N
293	hsa-miR-191#-002678	27.415	27.415	N	N	N	N
294	hsa-miR-665-002681	Undetermined		N	N	Y	Y
295	hsa-miR-520D-3P-002743	34.539	34.539	N	N	N	N
296	hsa-miR-1224-3P-002752	Undetermined		N	Y	Y	Y
297	has-miR-1305-002867	35.104	35.104	N	N	N	N
298	hsa-miR-513C-002756	Undetermined		N	Y	Y	Y
299	hsa-miR-513B-002757	Undetermined		N	Y	Y	Y
300	hsa-miR-1226#-002758	31.196	31.196	N	N	N	Y
301	hsa-miR-1236-002761	Undetermined		N	N	Y	Y
302	hsa-miR-1228#-002763	Undetermined		N	Y	Y	Y
303	hsa-miR-1225-3P-002766	Undetermined		N	Y	Y	Y
304	hsa-miR-1233-002768	Undetermined		N	N	Y	Y
305	hsa-miR-1227-002769	27.498	27.498	N	N	N	N
306	hsa-miR-1286-002773	Undetermined		N	Y	Y	Y
307	hsa-miR-548M-002775	Undetermined		N	Y	Y	Y
308	hsa-miR-1179-002776	33.360	33.360	N	N	N	N
309	hsa-miR-1178-002777	Undetermined		N	Y	Y	Y
310	hsa-miR-1205-002778	Undetermined		N	Y	Y	Y
311	hsa-miR-1271-002779	25.531	25.531	N	N	N	N
312	hsa-miR-1201-002781	31.620	31.620	N	N	N	N
313	hsa-miR-548J-002783	Undetermined		N	Y	Y	Y
314	hsa-miR-1263-002784	Undetermined		N	Y	Y	Y
315	hsa-miR-1294-002785	Undetermined		N	Y	Y	Y
316	hsa-miR-1269-002789	Undetermined		N	Y	Y	Y
317	hsa-miR-1265-002790	Undetermined		N	N	Y	Y
318	hsa-miR-1244-002791	32.600	32.600	N	N	N	N
319	hsa-miR-1303-002792	Undetermined		N	Y	Y	Y
320	hsa-miR-1259-002796	Undetermined		N	Y	Y	Y
321	hsa-miR-548P-002798	34.313	34.313	N	N	N	N
322	hsa-miR-1264-002799	Undetermined		N	Y	Y	Y
323	hsa-miR-1255B-002801	29.100	29.100	N	N	N	N
324	hsa-miR-1282-002803	Undetermined		N	Y	Y	Y
325	hsa-miR-1255A-002805	32.640	32.640	N	N	N	N
326	hsa-miR-1270-002807	29.636	29.636	N	N	N	N
327	hsa-miR-1197-002810	29.197	29.197	N	N	N	N
328	hsa-miR-1324-002815	Undetermined		Y	N	Y	Y
329	hsa-miR-548H-002816	34.556	34.556	N	N	N	Y
330	hsa-miR-1254-002818	29.210	29.210	N	N	N	N
331	hsa-miR-548K-002819	Undetermined		N	Y	Y	Y
332	hsa-miR-1251-002820	Undetermined		N	Y	Y	Y
333	hsa-miR-1285-002822	29.116	29.116	N	N	N	N
334	hsa-miR-1245-002823	Undetermined		N	Y	Y	Y
335	hsa-miR-1292-002824	Undetermined		N	Y	Y	Y
336	hsa-miR-1301-002827	28.339	28.339	N	N	N	N
337	hsa-miR-1200-002829	Undetermined		N	Y	Y	Y
338	hsa-miR-1182-002830	Undetermined		N	Y	Y	Y
339	hsa-miR-1288-002832	Undetermined		N	N	N	Y
340	hsa-miR-1291-002838	28.864	28.864	N	N	N	N
341	hsa-miR-1275-002840	Undetermined		N	N	Y	Y
342	hsa-miR-1183-002841	25.943	25.943	N	N	N	Y
343	hsa-miR-1184-002842	Undetermined		N	Y	Y	Y
344	hsa-miR-1276-002843	Undetermined		N	Y	Y	Y
345	hsa-miR-320B-002844	24.232	24.232	N	N	N	N
346	hsa-miR-1272-002845	Undetermined		N	N	Y	Y
347	hsa-miR-1180-002847	28.217	28.217	N	N	N	N
348	hsa-miR-1256-002850	Undetermined		N	N	Y	Y
349	hsa-miR-1278-002851	Undetermined		N	N	Y	Y
350	hsa-miR-1262-002852	Undetermined		N	N	Y	Y
351	hsa-miR-1243-002854	Undetermined		N	N	Y	Y
352	hsa-miR-663B-002857	Undetermined		N	N	Y	Y
353	hsa-miR-1252-002860	Undetermined		N	N	Y	Y
354	hsa-miR-1298-002861	Undetermined		N	N	Y	Y
355	hsa-miR-1290-002863	24.219	24.219	N	N	N	N
356	hsa-miR-1249-002868	29.706	29.706	N	N	N	Y
357	hsa-miR-1248-002870	Undetermined		N	Y	Y	Y
358	hsa-miR-1289-002871	Undetermined		N	Y	Y	Y
359	hsa-miR-1204-002872	Undetermined		N	Y	Y	Y
360	hsa-miR-1826-002873	Undetermined		N	Y	Y	Y
361	hsa-miR-1304-002874	Undetermined		N	Y	Y	Y
362	hsa-miR-1203-002877	Undetermined		N	Y	Y	Y
363	hsa-miR-1206-002878	Undetermined		N	Y	Y	Y
364	hsa-miR-548G-002879	Undetermined		N	Y	Y	Y
365	hsa-miR-1208-002880	28.173	28.173	N	N	N	Y
366	hsa-miR-548E-002881	Undetermined		N	Y	Y	Y
367	hsa-miR-1274A-002883	23.311	23.311	N	N	N	N
368	hsa-miR-1274B-002884	18.960	18.960	N	N	N	N
369	hsa-miR-1267-002885	Undetermined		N	N	Y	Y
370	hsa-miR-1250-002887	Undetermined		N	Y	Y	Y
371	hsa-miR-548N-002888	Undetermined		N	Y	Y	Y
372	hsa-miR-1283-002890	Undetermined		N	Y	Y	Y
373	hsa-miR-1247-002893	29.171	29.171	N	N	N	Y
374	hsa-miR-1253-002894	Undetermined		N	Y	Y	Y
375	hsa-miR-720-002895	19.680	19.680	N	N	N	N
376	hsa-miR-1260-002896	25.517	25.517	N	N	N	N
377	hsa-miR-664-002897	22.891	22.891	N	N	N	N
378	hsa-miR-1302-002901	Undetermined		N	Y	Y	Y
379	hsa-miR-1300-002902	32.400	32.400	N	N	N	N
380	hsa-miR-1284-002903	Undetermined		N	Y	Y	Y
381	hsa-miR-548L-002904	Undetermined		N	Y	Y	Y
382	hsa-miR-1293-002905	Undetermined		N	Y	Y	Y
383	hsa-miR-1825-002907	26.831	26.831	N	N	N	Y
384	hsa-miR-1296-002908	27.526	27.526	N	N	N	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-30c-2#-002110
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

