* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-05-24 PP09063 B.eds
* Experiment Name = 2012-05-24 PP09063 B
* Experiment Run End Time = 2012-05-24 13:29:57 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	BADROX	NOAMP	EXPFAIL
141	hsa-miR-30c-2#-002110	Undetermined		N	Y	Y
142	hsa-miR-32#-002111	Undetermined		N	Y	Y
143	hsa-miR-31#-002113	Undetermined		N	Y	Y
144	hsa-miR-130b#-002114	Undetermined		N	Y	Y
145	hsa-miR-26a-2#-002115	Undetermined		N	Y	Y
146	hsa-miR-361-3p-002116	Undetermined		N	Y	Y
147	hsa-let-7g#-002118	Undetermined		N	Y	Y
148	hsa-miR-302b#-002119	Undetermined		N	Y	Y
149	hsa-miR-302d#-002120	Undetermined		N	Y	Y
150	hsa-miR-367#-002121	Undetermined		N	Y	Y
151	hsa-miR-374a#-002125	Undetermined		N	Y	Y
152	hsa-miR-23b#-002126	Undetermined		N	Y	Y
153	hsa-miR-376a#-002127	Undetermined		N	Y	Y
154	hsa-miR-377#-002128	Undetermined		N	Y	Y
155	ath-miR159a-000338	20.322	20.322	N	N	N
156	hsa-miR-30b#-002129	Undetermined		N	Y	Y
157	hsa-miR-122#-002130	Undetermined		N	Y	Y
158	hsa-miR-130a#-002131	Undetermined		N	Y	Y
159	hsa-miR-132#-002132	Undetermined		N	Y	Y
160	hsa-miR-148a#-002134	Undetermined		N	Y	Y
161	hsa-miR-33a-002135	Undetermined		N	N	Y
162	hsa-miR-33a#-002136	36.175	36.175	N	N	N
163	hsa-miR-92a-1#-002137	Undetermined		N	Y	Y
164	hsa-miR-92a-2#-002138	Undetermined		N	Y	Y
165	hsa-miR-93#-002139	26.462	26.462	N	N	N
166	hsa-miR-96#-002140	Undetermined		N	Y	Y
167	hsa-miR-99a#-002141	Undetermined		N	Y	Y
168	hsa-miR-100#-002142	Undetermined		N	Y	Y
169	hsa-miR-101#-002143	Undetermined		N	Y	Y
170	hsa-miR-138-2#-002144	Undetermined		N	Y	Y
171	hsa-miR-141#-002145	Undetermined		N	N	Y
172	hsa-miR-143#-002146	Undetermined		N	Y	Y
173	hsa-miR-144#-002148	30.013	30.013	N	N	N
174	hsa-miR-145#-002149	31.043	31.043	N	N	N
175	hsa-miR-920-002150	Undetermined		N	Y	Y
176	hsa-miR-921-002151	Undetermined		N	Y	Y
177	hsa-miR-922-002152	Undetermined		N	Y	Y
178	hsa-miR-924-002154	Undetermined		N	Y	Y
179	hsa-miR-337-3p-002157	Undetermined		N	Y	Y
180	hsa-miR-125b-2#-002158	Undetermined		N	Y	Y
181	hsa-miR-135b#-002159	Undetermined		N	N	Y
182	hsa-miR-148b#-002160	31.981	31.981	N	N	N
183	hsa-miR-146a#-002163	Undetermined		N	Y	Y
184	hsa-miR-149#-002164	Undetermined		N	Y	Y
185	hsa-miR-29b-1#-002165	Undetermined		N	Y	Y
186	hsa-miR-29b-2#-002166	Undetermined		N	Y	Y
187	hsa-miR-105#-002168	Undetermined		N	Y	Y
188	hsa-miR-106a#-002170	Undetermined		N	Y	Y
189	hsa-miR-16-2#-002171	Undetermined		N	Y	Y
190	hsa-let-7i#-002172	Undetermined		N	Y	Y
191	hsa-miR-15b#-002173	Undetermined		N	N	Y
192	hsa-miR-27b#-002174	Undetermined		N	Y	Y
193	hsa-miR-933-002176	Undetermined		N	N	Y
194	hsa-miR-934-002177	Undetermined		N	Y	Y
195	hsa-miR-935-002178	Undetermined		N	Y	Y
196	hsa-miR-936-002179	Undetermined		N	Y	Y
197	hsa-miR-937-002180	Undetermined		N	Y	Y
198	hsa-miR-938-002181	Undetermined		N	Y	Y
199	hsa-miR-939-002182	39.882	39.882	N	N	N
200	hsa-miR-941-002183	Undetermined		N	N	Y
201	hsa-miR-335#-002185	Undetermined		N	N	N
202	hsa-miR-942-002187	29.993	29.993	N	N	N
203	hsa-miR-943-002188	Undetermined		N	N	N
204	hsa-miR-944-002189	Undetermined		N	Y	Y
205	hsa-miR-99b#-002196	31.323	31.323	N	N	N
206	hsa-miR-124#-002197	Undetermined		N	Y	Y
207	hsa-miR-541#-002200	Undetermined		N	Y	Y
208	hsa-miR-875-5p-002203	Undetermined		N	N	N
209	hsa-miR-888#-002213	Undetermined		N	Y	Y
210	hsa-miR-892b-002214	Undetermined		N	N	Y
211	hsa-miR-9#-002231	32.269	32.269	N	N	N
212	hsa-miR-411#-002238	Undetermined		N	Y	Y
213	hsa-miR-378-002243	27.877	27.877	N	N	N
214	hsa-miR-151-3p-002254	24.767	24.767	N	N	N
215	hsa-miR-340#-002259	Undetermined		N	N	N
216	hsa-miR-190b-002263	Undetermined		N	N	N
217	hsa-miR-545#-002266	Undetermined		N	N	Y
218	hsa-miR-183#-002270	31.102	31.102	N	N	N
219	hsa-miR-192#-002272	Undetermined		N	Y	Y
220	hsa-miR-200b#-002274	Undetermined		N	Y	Y
221	hsa-miR-200c#-002286	Undetermined		N	Y	Y
222	hsa-miR-155#-002287	Undetermined		N	Y	Y
223	hsa-miR-10a#-002288	Undetermined		N	Y	Y
224	hsa-miR-214#-002293	Undetermined		N	Y	Y
225	hsa-miR-218-2#-002294	Undetermined		N	Y	Y
226	hsa-miR-129#-002298	Undetermined		N	Y	Y
227	hsa-miR-22#-002301	Undetermined		N	N	N
228	hsa-miR-425#-002302	27.597	27.597	N	N	N
229	hsa-miR-30d#-002305	33.440	33.440	N	N	N
230	hsa-let-7a#-002307	Undetermined		N	Y	Y
231	hsa-miR-424#-002309	Undetermined		N	Y	Y
232	hsa-miR-18b#-002310	Undetermined		N	Y	Y
233	hsa-miR-20b#-002311	Undetermined		N	Y	Y
234	hsa-miR-431#-002312	Undetermined		N	Y	Y
235	hsa-miR-7-2#-002314	Undetermined		N	Y	Y
236	hsa-miR-10b#-002315	27.791	27.791	N	N	N
237	hsa-miR-34a#-002316	30.175	30.175	N	N	N
238	hsa-miR-181a-2#-002317	Undetermined		N	Y	Y
239	hsa-miR-744#-002325	Undetermined		N	Y	Y
240	hsa-miR-452#-002330	Undetermined		N	Y	Y
241	hsa-miR-409-3p-002332	22.419	22.419	N	N	N
242	hsa-miR-181c#-002333	Undetermined		N	N	Y
243	hsa-miR-196a#-002336	Undetermined		N	Y	Y
244	hsa-miR-483-3p-002339	29.413	29.413	N	N	N
245	hsa-miR-708#-002342	Undetermined		N	Y	Y
246	hsa-miR-92b#-002343	Undetermined		N	Y	Y
247	hsa-miR-551b#-002346	Undetermined		N	Y	Y
248	hsa-miR-202#-002362	Undetermined		N	Y	Y
249	hsa-miR-193b#-002366	33.687	33.687	N	N	N
250	hsa-miR-497#-002368	Undetermined		N	Y	Y
251	hsa-miR-518e#-002371	Undetermined		N	Y	Y
252	hsa-miR-543-002376	33.955	33.955	N	N	N
253	hsa-miR-125b-1#-002378	Undetermined		N	N	Y
254	hsa-miR-194#-002379	Undetermined		N	Y	Y
255	hsa-miR-106b#-002380	Undetermined		N	N	N
256	hsa-miR-302a#-002381	Undetermined		N	Y	Y
257	hsa-miR-519b-3p-002384	Undetermined		N	N	N
258	hsa-miR-518f#-002387	Undetermined		N	Y	Y
259	hsa-miR-374b#-002391	Undetermined		N	Y	Y
260	hsa-miR-520c-3p-002400	34.835	34.835	N	N	N
261	hsa-let-7b#-002404	Undetermined		N	Y	Y
262	hsa-let-7c#-002405	Undetermined		N	Y	Y
263	hsa-let-7e#-002407	Undetermined		N	Y	Y
264	hsa-miR-550-002410	35.395	35.395	N	N	N
265	hsa-miR-593-002411	Undetermined		N	Y	Y
266	hsa-let-7f-1#-002417	Undetermined		N	N	Y
267	hsa-let-7f-2#-002418	Undetermined		N	Y	Y
268	hsa-miR-15a#-002419	33.819	33.819	N	N	N
269	hsa-miR-16-1#-002420	31.957	31.957	N	N	N
270	hsa-miR-17#-002421	30.876	30.876	N	N	N
271	hsa-miR-18a#-002423	33.166	33.166	N	N	N
272	hsa-miR-19a#-002424	Undetermined		N	Y	Y
273	hsa-miR-19b-1#-002425	Undetermined		N	N	N
274	hsa-miR-625#-002432	27.095	27.095	N	N	N
275	hsa-miR-628-3p-002434	36.154	36.154	N	N	N
276	hsa-miR-20a#-002437	Undetermined		N	Y	Y
277	hsa-miR-21#-002438	Undetermined		N	N	Y
278	hsa-miR-23a#-002439	Undetermined		N	Y	Y
279	hsa-miR-24-1#-002440	Undetermined		N	Y	Y
280	hsa-miR-24-2#-002441	35.381	35.381	N	N	N
281	hsa-miR-25#-002442	Undetermined		N	N	Y
282	hsa-miR-26a-1#-002443	Undetermined		N	Y	Y
283	hsa-miR-26b#-002444	31.434	31.434	N	N	N
284	hsa-miR-27a#-002445	39.267	39.267	N	N	N
285	hsa-miR-29a#-002447	Undetermined		N	Y	Y
286	hsa-miR-151-5P-002642	28.868	28.868	N	N	N
287	hsa-miR-765-002643	Undetermined		N	Y	Y
288	hsa-miR-338-5P-002658	Undetermined		N	N	N
289	hsa-miR-620-002672	Undetermined		N	Y	Y
290	hsa-miR-577-002675	Undetermined		N	Y	Y
291	hsa-miR-144-002676	33.714	33.714	N	N	N
292	hsa-miR-590-3P-002677	Undetermined		N	Y	Y
293	hsa-miR-191#-002678	31.449	31.449	N	N	N
294	hsa-miR-665-002681	Undetermined		N	N	Y
295	hsa-miR-520D-3P-002743	Undetermined		N	N	N
296	hsa-miR-1224-3P-002752	Undetermined		N	Y	Y
297	has-miR-1305-002867	37.212	37.212	N	N	N
298	hsa-miR-513C-002756	Undetermined		N	Y	Y
299	hsa-miR-513B-002757	Undetermined		N	Y	Y
300	hsa-miR-1226#-002758	Undetermined		N	Y	Y
301	hsa-miR-1236-002761	Undetermined		N	Y	Y
302	hsa-miR-1228#-002763	Undetermined		N	Y	Y
303	hsa-miR-1225-3P-002766	Undetermined		N	Y	Y
304	hsa-miR-1233-002768	Undetermined		N	Y	Y
305	hsa-miR-1227-002769	30.781	30.781	N	N	N
306	hsa-miR-1286-002773	Undetermined		N	Y	Y
307	hsa-miR-548M-002775	Undetermined		N	Y	Y
308	hsa-miR-1179-002776	Undetermined		N	Y	Y
309	hsa-miR-1178-002777	Undetermined		N	Y	Y
310	hsa-miR-1205-002778	Undetermined		N	Y	Y
311	hsa-miR-1271-002779	31.183	31.183	N	N	N
312	hsa-miR-1201-002781	Undetermined		N	Y	Y
313	hsa-miR-548J-002783	Undetermined		N	Y	Y
314	hsa-miR-1263-002784	Undetermined		N	Y	Y
315	hsa-miR-1294-002785	Undetermined		N	Y	Y
316	hsa-miR-1269-002789	Undetermined		N	Y	Y
317	hsa-miR-1265-002790	Undetermined		N	Y	Y
318	hsa-miR-1244-002791	Undetermined		N	Y	Y
319	hsa-miR-1303-002792	Undetermined		N	Y	Y
320	hsa-miR-1259-002796	Undetermined		N	Y	Y
321	hsa-miR-548P-002798	Undetermined		N	Y	Y
322	hsa-miR-1264-002799	Undetermined		N	Y	Y
323	hsa-miR-1255B-002801	33.467	33.467	N	N	N
324	hsa-miR-1282-002803	Undetermined		N	Y	Y
325	hsa-miR-1255A-002805	Undetermined		N	Y	Y
326	hsa-miR-1270-002807	Undetermined		N	Y	Y
327	hsa-miR-1197-002810	Undetermined		N	Y	Y
328	hsa-miR-1324-002815	Undetermined		N	Y	Y
329	hsa-miR-548H-002816	Undetermined		N	Y	Y
330	hsa-miR-1254-002818	Undetermined		N	Y	Y
331	hsa-miR-548K-002819	Undetermined		N	Y	Y
332	hsa-miR-1251-002820	Undetermined		N	Y	Y
333	hsa-miR-1285-002822	36.647	36.647	N	N	N
334	hsa-miR-1245-002823	Undetermined		N	Y	Y
335	hsa-miR-1292-002824	Undetermined		N	Y	Y
336	hsa-miR-1301-002827	Undetermined		N	Y	Y
337	hsa-miR-1200-002829	Undetermined		N	Y	Y
338	hsa-miR-1182-002830	Undetermined		N	Y	Y
339	hsa-miR-1288-002832	Undetermined		N	Y	Y
340	hsa-miR-1291-002838	30.344	30.344	N	N	N
341	hsa-miR-1275-002840	Undetermined		N	N	Y
342	hsa-miR-1183-002841	Undetermined		N	N	Y
343	hsa-miR-1184-002842	Undetermined		N	Y	Y
344	hsa-miR-1276-002843	Undetermined		N	Y	Y
345	hsa-miR-320B-002844	25.983	25.983	N	N	N
346	hsa-miR-1272-002845	Undetermined		N	Y	Y
347	hsa-miR-1180-002847	Undetermined		N	N	Y
348	hsa-miR-1256-002850	Undetermined		N	Y	Y
349	hsa-miR-1278-002851	Undetermined		N	Y	Y
350	hsa-miR-1262-002852	Undetermined		N	N	Y
351	hsa-miR-1243-002854	Undetermined		N	N	Y
352	hsa-miR-663B-002857	Undetermined		N	N	N
353	hsa-miR-1252-002860	Undetermined		N	Y	Y
354	hsa-miR-1298-002861	Undetermined		N	N	Y
355	hsa-miR-1290-002863	26.092	26.092	N	N	N
356	hsa-miR-1249-002868	37.063	37.063	N	N	N
357	hsa-miR-1248-002870	Undetermined		N	Y	Y
358	hsa-miR-1289-002871	Undetermined		N	Y	Y
359	hsa-miR-1204-002872	Undetermined		N	Y	Y
360	hsa-miR-1826-002873	Undetermined		N	Y	Y
361	hsa-miR-1304-002874	Undetermined		N	Y	Y
362	hsa-miR-1203-002877	Undetermined		N	Y	Y
363	hsa-miR-1206-002878	Undetermined		N	Y	Y
364	hsa-miR-548G-002879	Undetermined		N	Y	Y
365	hsa-miR-1208-002880	Undetermined		N	N	Y
366	hsa-miR-548E-002881	Undetermined		N	Y	Y
367	hsa-miR-1274A-002883	24.899	24.899	N	N	N
368	hsa-miR-1274B-002884	20.652	20.652	N	N	N
369	hsa-miR-1267-002885	39.359	39.359	N	N	N
370	hsa-miR-1250-002887	Undetermined		N	Y	Y
371	hsa-miR-548N-002888	Undetermined		N	Y	Y
372	hsa-miR-1283-002890	Undetermined		N	Y	Y
373	hsa-miR-1247-002893	Undetermined		N	N	N
374	hsa-miR-1253-002894	Undetermined		N	Y	Y
375	hsa-miR-720-002895	20.146	20.146	N	N	N
376	hsa-miR-1260-002896	31.601	31.601	N	N	N
377	hsa-miR-664-002897	Undetermined		N	N	Y
378	hsa-miR-1302-002901	Undetermined		N	Y	Y
379	hsa-miR-1300-002902	Undetermined		N	N	Y
380	hsa-miR-1284-002903	Undetermined		N	Y	Y
381	hsa-miR-548L-002904	Undetermined		N	Y	Y
382	hsa-miR-1293-002905	Undetermined		N	Y	Y
383	hsa-miR-1825-002907	32.969	32.969	N	N	N
384	hsa-miR-1296-002908	Undetermined		N	Y	Y

Analysis Type = Singleplex
Endogenous Control = hsa-miR-30c-2#-002110
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

