* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment Barcode = 68820299
* Experiment Comments = CSF set 1 B
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\CSF_clinical\SET1B\2011-10-27CSFMEC157B.eds
* Experiment Name = 2011-10-27CSFMEC157B
* Experiment Run End Time = 2011-10-27 17:41:12 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Experiment User Name = aw
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Threshold	Baseline Start	Baseline End	NOAMP
95	hsa-miR-124*-4395308	Undetermined	0.200	3	29	N
96	hsa-miR-541*-4395311	36.366	0.200	3	25	N
97	hsa-miR-888*-4395324	Undetermined	0.200	3	39	Y
98	hsa-miR-9*-4395342	24.948	0.200	3	19	N
99	hsa-miR-135a*-4395343	19.113	0.200	3	12	N
100	hsa-miR-411*-4395349	28.220	0.200	3	22	N
101	hsa-miR-340*-4395370	26.509	0.200	3	20	N
102	hsa-miR-545*-4395377	Undetermined	0.200	3	39	N
103	hsa-miR-183*-4395381	27.174	0.200	3	21	N
104	hsa-miR-192*-4395383	30.060	0.200	3	23	N
105	hsa-miR-200b*-4395385	29.805	0.200	3	21	N
106	hsa-miR-200c*-4395397	Undetermined	0.200	3	39	N
107	RNU44-4373384	Undetermined	0.200	3	39	N
108	RNU44-4373384	Undetermined	0.200	3	39	N
109	hsa-miR-155*-4395398	35.843	0.200	3	27	N
110	hsa-miR-10a*-4395399	Undetermined	0.200	3	39	N
111	hsa-miR-214*-4395404	33.275	0.200	3	26	N
112	hsa-miR-218-2*-4395405	29.827	0.200	3	23	N
113	hsa-miR-22*-4395412	31.793	0.200	3	23	N
114	hsa-miR-425*-4395413	31.124	0.200	3	24	N
115	hsa-miR-30d*-4395416	27.395	0.200	3	20	N
116	hsa-let-7a*-4395418	Undetermined	0.200	3	39	N
117	hsa-miR-424*-4395420	32.577	0.200	3	23	N
118	hsa-miR-18b*-4395421	36.325	0.200	3	27	N
119	hsa-miR-20b*-4395422	36.783	0.200	3	27	N
120	hsa-miR-431*-4395423	Undetermined	0.200	3	39	N
121	hsa-miR-7-2*-4395425	28.539	0.200	3	21	N
122	hsa-miR-10b*-4395426	26.166	0.200	3	20	N
123	hsa-miR-34a*-4395427	26.004	0.200	3	20	N
124	hsa-miR-181a-2*-4395428	26.827	0.200	3	20	N
125	hsa-miR-744*-4395436	31.673	0.200	3	23	N
126	hsa-miR-452*-4395441	30.608	0.200	3	24	N
127	hsa-miR-181c*-4395444	Undetermined	0.200	3	25	N
128	hsa-miR-708*-4395453	Undetermined	0.200	3	39	N
129	hsa-miR-92b*-4395454	Undetermined	0.200	3	39	N
130	hsa-miR-551b*-4395457	27.472	0.200	3	21	N
131	RNU44-4373384	Undetermined	0.200	3	39	N
132	RNU44-4373384	Undetermined	0.200	3	39	N
133	hsa-miR-202*-4395473	Undetermined	0.200	3	31	N
134	hsa-miR-193b*-4395477	39.652	0.200	3	26	N
135	hsa-miR-497*-4395479	Undetermined	0.200	3	39	N
136	hsa-miR-518e*-4395482	Undetermined	0.200	3	30	N
137	hsa-miR-125b-1*-4395489	32.276	0.200	3	23	N
138	hsa-miR-194*-4395490	Undetermined	0.200	3	25	N
139	hsa-miR-106b*-4395491	Undetermined	0.200	3	39	N
140	hsa-miR-302a*-4395492	29.985	0.200	3	23	N
141	hsa-miR-526b*-4395494	26.871	0.200	3	19	N
142	hsa-miR-518f*-4395498	Undetermined	0.200	3	30	N
143	hsa-miR-374b*-4395502	Undetermined	0.200	3	39	N
144	hsa-let-7b*-4395515	Undetermined	0.200	3	39	N
145	hsa-let-7e*-4395518	35.680	0.200	3	27	N
146	hsa-let-7f-1*-4395528	37.451	0.200	3	26	N
147	hsa-let-7f-2*-4395529	Undetermined	0.200	3	31	N
148	hsa-miR-15a*-4395530	30.615	0.200	3	23	N
149	hsa-miR-16-1*-4395531	31.202	0.200	3	23	N
150	hsa-miR-17*-4395532	Undetermined	0.200	3	29	N
151	hsa-miR-18a*-4395534	Undetermined	0.200	3	30	N
152	hsa-miR-19a*-4395535	34.931	0.200	3	26	N
153	hsa-miR-19b-1*-4395536	34.523	0.200	3	27	N
154	hsa-miR-19b-2*-4395537	Undetermined	0.200	3	39	N
155	RNU24-4373379	Undetermined	0.200	3	39	N
156	RNU24-4373379	Undetermined	0.200	3	39	N
157	hsa-miR-625*-4395543	35.035	0.200	3	22	N
158	hsa-miR-20a*-4395548	31.829	0.200	3	23	N
159	hsa-miR-21*-4395549	38.878	0.200	3	23	N
160	hsa-miR-23a*-4395550	32.910	0.200	3	24	N
161	hsa-miR-24-1*-4395551	Undetermined	0.200	3	39	N
162	hsa-miR-25*-4395553	30.862	0.200	3	22	N
163	hsa-miR-26a-1*-4395554	34.132	0.200	3	25	N
164	hsa-miR-26b*-4395555	34.935	0.200	3	27	N
165	hsa-miR-27a*-4395556	27.321	0.200	3	21	N
166	hsa-miR-29a*-4395558	28.346	0.200	3	22	N
167	hsa-miR-944-4395300	30.009	0.200	3	22	N
168	hsa-miR-943-4395299	30.172	0.200	3	21	N
169	hsa-miR-942-4395298	26.508	0.200	3	20	N
170	hsa-miR-941-4395294	Undetermined	0.200	3	39	N
171	hsa-miR-939-4395293	38.210	0.200	3	24	N
172	hsa-miR-938-4395292	36.216	0.200	3	27	N
173	hsa-miR-937-4395291	36.202	0.200	3	27	N
174	hsa-miR-936-4395290	28.703	0.200	3	22	N
175	hsa-miR-892b-4395325	Undetermined	0.200	3	29	N
176	hsa-miR-877-4395402	24.960	0.200	3	17	N
177	hsa-miR-875-5p-4395314	38.134	0.200	3	27	N
178	hsa-miR-770-5p-4395189	25.616	0.200	3	5	N
179	RNU24-4373379	Undetermined	0.200	3	39	N
180	RNU24-4373379	Undetermined	0.200	3	39	N
181	hsa-miR-760-4395439	Undetermined	0.200	3	28	N
182	hsa-miR-661-4381009	Undetermined	0.200	3	28	N
183	hsa-miR-659-4380924	Undetermined	0.200	3	27	N
184	hsa-miR-643-4380997	35.862	0.200	3	25	N
185	hsa-miR-638-4380986	27.414	0.200	3	20	N
186	hsa-miR-632-4380977	29.311	0.200	3	22	N
187	hsa-miR-630-4380970	32.583	0.200	3	24	N
188	hsa-miR-619-4380998	Undetermined	0.200	3	39	N
189	hsa-miR-617-4380994	31.826	0.200	3	23	N
190	hsa-miR-612-4380983	Undetermined	0.200	3	39	N
191	hsa-miR-610-4380980	27.184	0.200	3	20	N
192	hsa-miR-603-4380972	Undetermined	0.200	3	33	N
193	hsa-miR-601-4380965	22.909	0.200	3	14	N
194	hsa-miR-595-4395178	Undetermined	0.200	3	39	N
195	hsa-miR-593-4395522	Undetermined	0.200	3	39	N
196	hsa-miR-592-4380956	34.438	0.200	3	25	N
197	hsa-miR-587-4380950	28.558	0.200	3	21	N
198	hsa-miR-586-4380949	Undetermined	0.200	3	27	N
199	hsa-miR-585-4381027	Undetermined	0.200	3	39	N
200	hsa-miR-583-4381025	Undetermined	0.200	3	39	N
201	hsa-miR-575-4381020	Undetermined	0.200	3	39	N
202	hsa-miR-573-4381018	22.023	0.200	3	10	N
203	RNU43-4373375	Undetermined	0.200	3	39	N
204	RNU43-4373375	Undetermined	0.200	3	39	Y
205	RNU6B-4373381	Undetermined	0.200	3	39	N
206	RNU6B-4373381	Undetermined	0.200	3	39	N
207	hsa-miR-569-4380946	27.861	0.200	3	21	N
208	hsa-miR-567-4380944	Undetermined	0.200	3	39	N
209	hsa-miR-565-4380942	Undetermined	0.200	3	39	N
210	hsa-miR-564-4380941	27.515	0.200	3	18	N
211	hsa-miR-563-4380940	37.421	0.200	3	28	N
212	hsa-miR-558-4380936	Undetermined	0.200	3	39	N
213	hsa-miR-557-4380935	Undetermined	0.200	3	39	N
214	hsa-miR-555-4380933	Undetermined	0.200	3	31	N
215	hsa-miR-554-4380932	31.225	0.200	3	24	N
216	hsa-miR-553-4380931	Undetermined	0.200	3	39	N
217	hsa-miR-552-4380930	38.008	0.200	3	25	N
218	hsa-miR-551a-4380929	37.945	0.200	3	29	N
219	hsa-miR-550-4395521	32.133	0.200	3	25	N
220	hsa-miR-549-4380921	37.999	0.200	3	7	N
221	hsa-miR-543-4395487	37.497	0.200	3	25	N
222	hsa-miR-520h-4373258	30.950	0.200	3	21	N
223	hsa-miR-520c-3p-4395511	30.301	0.200	3	21	N
224	hsa-miR-516a-3p-4373183	32.386	0.200	3	23	N
225	hsa-miR-513-3p-4395202	11.693	0.200	3	4	N
226	hsa-miR-509-3p-4395347	29.949	0.200	3	22	N
227	RNU43-4373375	Undetermined	0.200	3	39	N
228	RNU43-4373375	Undetermined	0.200	3	39	N
229	RNU6B-4373381	Undetermined	0.200	3	39	N
230	RNU6B-4373381	Undetermined	0.200	3	39	N
231	ath-miR159a-4373390	16.518	0.200	3	9	N
232	hsa-miR-498-4373223	Undetermined	0.200	3	39	N
233	hsa-miR-378-4395354	39.692	0.200	3	30	N
234	hsa-miR-337-3p-4395268	Undetermined	0.200	3	39	N
235	hsa-miR-30e-4395334	33.376	0.200	3	23	N
236	hsa-miR-30a-4373061	22.443	0.200	3	17	N
237	hsa-miR-206-4373092	26.580	0.200	3	19	N
238	hsa-miR-190b-4395374	38.305	0.200	3	27	N
239	hsa-miR-188-5p-4395431	24.080	0.200	3	14	N
240	hsa-miR-151-3p-4395365	38.555	0.200	3	29	N
241	hsa-miR-935-4395289	35.603	0.200	3	24	N
242	hsa-miR-934-4395288	Undetermined	0.200	3	34	N
243	hsa-miR-933-4395287	Undetermined	0.200	3	39	N
244	hsa-miR-924-4395265	31.396	0.200	3	24	N
245	hsa-miR-923-4395264	24.544	0.200	3	18	N
246	hsa-miR-922-4395263	30.338	0.200	3	23	N
247	hsa-miR-921-4395262	33.847	0.200	3	26	N
248	hsa-miR-920-4395261	Undetermined	0.200	3	39	N
249	hsa-miR-801-4395183	30.270	0.200	3	21	N
250	hsa-miR-769-5p-4395186	33.116	0.200	3	23	N
251	hsa-miR-769-3p-4395190	Undetermined	0.200	3	39	N
252	hsa-miR-768-3p-4395188	27.696	0.200	3	22	N
253	hsa-miR-767-5p-4395182	Undetermined	0.200	3	27	N
254	hsa-miR-767-3p-4395184	Undetermined	0.200	3	39	N
255	hsa-miR-766-4395177	25.877	0.200	3	19	N
256	hsa-miR-7-4378130	34.414	0.200	3	20	N
257	hsa-miR-675-4395192	36.267	0.200	3	24	N
258	hsa-miR-668-4395181	27.689	0.200	3	19	N
259	hsa-miR-662-4381010	25.606	0.200	3	18	N
260	hsa-miR-658-4380923	39.348	0.200	3	27	N
261	hsa-miR-657-4380922	28.138	0.200	3	19	N
262	hsa-miR-656-4380920	Undetermined	0.200	3	39	N
263	hsa-miR-650-4381006	31.294	0.200	3	22	N
264	hsa-miR-649-4381005	Undetermined	0.200	3	29	N
265	hsa-miR-935-4395289	35.235	0.200	3	24	N
266	hsa-miR-934-4395288	Undetermined	0.200	3	32	N
267	hsa-miR-933-4395287	Undetermined	0.200	3	39	N
268	hsa-miR-924-4395265	31.844	0.200	3	24	N
269	hsa-miR-923-4395264	24.635	0.200	3	18	N
270	hsa-miR-922-4395263	30.276	0.200	3	23	N
271	hsa-miR-921-4395262	33.208	0.200	3	25	N
272	hsa-miR-920-4395261	Undetermined	0.200	3	39	N
273	hsa-miR-801-4395183	30.742	0.200	3	22	N
274	hsa-miR-769-5p-4395186	33.963	0.200	3	23	N
275	hsa-miR-769-3p-4395190	Undetermined	0.200	3	39	N
276	hsa-miR-768-3p-4395188	27.725	0.200	3	22	N
277	hsa-miR-767-5p-4395182	Undetermined	0.200	3	27	N
278	hsa-miR-767-3p-4395184	Undetermined	0.200	3	29	N
279	hsa-miR-766-4395177	25.985	0.200	3	20	N
280	hsa-miR-7-4378130	33.543	0.200	3	19	N
281	hsa-miR-675-4395192	36.325	0.200	3	24	N
282	hsa-miR-668-4395181	27.782	0.200	3	19	N
283	hsa-miR-662-4381010	25.515	0.200	3	18	N
284	hsa-miR-658-4380923	38.455	0.200	3	27	N
285	hsa-miR-657-4380922	27.913	0.200	3	20	N
286	hsa-miR-656-4380920	Undetermined	0.200	3	39	N
287	hsa-miR-650-4381006	30.978	0.200	3	22	N
288	hsa-miR-649-4381005	Undetermined	0.200	3	28	N
289	hsa-miR-648-4381004	34.470	0.200	3	21	N
290	hsa-miR-647-4381003	Undetermined	0.200	3	29	N
291	hsa-miR-646-4381002	26.601	0.200	3	11	N
292	hsa-miR-645-4381000	24.251	0.200	3	13	N
293	hsa-miR-644-4380999	37.825	0.200	3	26	N
294	hsa-miR-641-4380988	34.537	0.200	3	26	N
295	hsa-miR-640-4386743	30.179	0.200	3	22	N
296	hsa-miR-639-4380987	36.863	0.200	3	26	N
297	hsa-miR-637-4380985	Undetermined	0.200	3	39	Y
298	hsa-miR-635-4380982	32.837	0.200	3	26	N
299	hsa-miR-634-4380981	32.688	0.200	3	25	N
300	hsa-miR-633-4380979	Undetermined	0.200	3	28	N
301	hsa-miR-631-4380971	Undetermined	0.200	3	39	N
302	hsa-miR-628-3p-4395545	35.382	0.200	3	27	N
303	hsa-miR-626-4380966	34.743	0.200	3	27	N
304	hsa-miR-623-4386740	32.320	0.200	3	24	N
305	hsa-miR-622-4380961	31.504	0.200	3	22	N
306	hsa-miR-621-4381001	34.833	0.200	3	26	N
307	hsa-miR-614-4380990	Undetermined	0.200	3	32	N
308	hsa-miR-613-4380989	32.739	0.200	3	26	N
309	hsa-miR-609-4380978	Undetermined	0.200	3	39	N
310	hsa-miR-608-4380976	Undetermined	0.200	3	39	N
311	hsa-miR-607-4380975	Undetermined	0.200	3	39	N
312	hsa-miR-606-4380974	Undetermined	0.200	3	39	N
313	hsa-miR-605-4386742	33.666	0.200	3	23	N
314	hsa-miR-604-4380973	29.973	0.200	3	22	N
315	hsa-miR-600-4380963	Undetermined	0.200	3	39	Y
316	hsa-miR-599-4380962	Undetermined	0.200	3	30	N
317	hsa-miR-596-4380959	Undetermined	0.200	3	39	N
318	hsa-miR-591-4380955	29.749	0.200	3	23	N
319	hsa-miR-588-4380952	Undetermined	0.200	3	39	N
320	hsa-miR-584-4381026	Undetermined	0.200	3	25	N
321	hsa-miR-581-4386744	28.983	0.200	3	22	N
322	hsa-miR-580-4381024	31.229	0.200	3	20	N
323	hsa-miR-578-4381022	36.978	0.200	3	28	N
324	hsa-miR-572-4381017	23.839	0.200	3	17	N
325	hsa-miR-571-4381016	34.219	0.200	3	23	N
326	hsa-miR-566-4380943	Undetermined	0.200	3	25	N
327	hsa-miR-562-4380939	Undetermined	0.200	3	29	N
328	hsa-miR-559-4380937	Undetermined	0.200	3	39	N
329	hsa-miR-524-3p-4378087	36.051	0.200	3	27	N
330	hsa-miR-519b-3p-4395495	38.443	0.200	3	29	N
331	hsa-miR-497-4373222	31.661	0.200	3	23	N
332	hsa-miR-432-4373280	33.439	0.200	3	22	N
333	hsa-miR-409-3p-4395443	24.915	0.200	3	17	N
334	hsa-miR-361-3p-4395227	Undetermined	0.200	3	39	N
335	hsa-miR-30d-4373059	26.897	0.200	3	21	N
336	hsa-miR-302d-4373063	26.982	0.200	3	20	N
337	hsa-miR-648-4381004	35.463	0.200	3	21	N
338	hsa-miR-647-4381003	Undetermined	0.200	3	29	N
339	hsa-miR-646-4381002	21.577	0.200	3	8	N
340	hsa-miR-645-4381000	23.640	0.200	3	13	N
341	hsa-miR-644-4380999	34.842	0.200	3	25	N
342	hsa-miR-641-4380988	35.439	0.200	3	26	N
343	hsa-miR-640-4386743	30.519	0.200	3	23	N
344	hsa-miR-639-4380987	30.042	0.200	3	21	N
345	hsa-miR-637-4380985	Undetermined	0.200	3	39	N
346	hsa-miR-635-4380982	31.305	0.200	3	24	N
347	hsa-miR-634-4380981	33.530	0.200	3	25	N
348	hsa-miR-633-4380979	Undetermined	0.200	3	27	N
349	hsa-miR-631-4380971	Undetermined	0.200	3	39	N
350	hsa-miR-628-3p-4395545	35.740	0.200	3	27	N
351	hsa-miR-626-4380966	34.517	0.200	3	26	N
352	hsa-miR-623-4386740	32.243	0.200	3	24	N
353	hsa-miR-622-4380961	31.233	0.200	3	22	N
354	hsa-miR-621-4381001	33.347	0.200	3	25	N
355	hsa-miR-614-4380990	Undetermined	0.200	3	32	N
356	hsa-miR-613-4380989	33.144	0.200	3	26	N
357	hsa-miR-609-4380978	Undetermined	0.200	3	39	N
358	hsa-miR-608-4380976	Undetermined	0.200	3	39	N
359	hsa-miR-607-4380975	Undetermined	0.200	3	39	N
360	hsa-miR-606-4380974	Undetermined	0.200	3	39	N
361	hsa-miR-605-4386742	33.564	0.200	3	24	N
362	hsa-miR-604-4380973	30.601	0.200	3	23	N
363	hsa-miR-600-4380963	Undetermined	0.200	3	39	Y
364	hsa-miR-599-4380962	39.239	0.200	3	29	N
365	hsa-miR-596-4380959	Undetermined	0.200	3	39	N
366	hsa-miR-591-4380955	29.779	0.200	3	23	N
367	hsa-miR-588-4380952	Undetermined	0.200	3	39	N
368	hsa-miR-584-4381026	Undetermined	0.200	3	25	N
369	hsa-miR-581-4386744	29.389	0.200	3	23	N
370	hsa-miR-580-4381024	31.826	0.200	3	22	N
371	hsa-miR-578-4381022	37.717	0.200	3	28	N
372	hsa-miR-572-4381017	23.879	0.200	3	17	N
373	hsa-miR-571-4381016	30.902	0.200	3	21	N
374	hsa-miR-566-4380943	Undetermined	0.200	3	26	N
375	hsa-miR-562-4380939	Undetermined	0.200	3	39	N
376	hsa-miR-559-4380937	Undetermined	0.200	3	39	N
377	hsa-miR-524-3p-4378087	32.350	0.200	3	24	N
378	hsa-miR-519b-3p-4395495	35.973	0.200	3	28	N
379	hsa-miR-497-4373222	31.495	0.200	3	24	N
380	hsa-miR-432-4373280	33.227	0.200	3	23	N
381	hsa-miR-409-3p-4395443	25.210	0.200	3	17	N
382	hsa-miR-361-3p-4395227	Undetermined	0.200	3	39	N
383	hsa-miR-30d-4373059	27.093	0.200	3	21	N
384	hsa-miR-302d-4373063	26.932	0.200	3	20	N

Analysis Type = Singleplex
Endogenous Control = hsa-miR-657-4380922
RQ Min/Max Confidence Level = 95.0
Reference Sample = Sample01

