DirectoryCombine.py

30	hsa-mir-214-3pA	20.062	23.678	20.717	18.083	24.268	25.771	23.868	25.354	24.607	24.078	23.45	25.153	22.958	20.238	18.151	24.347	26.389	19.937	20.658	26.35	21.718	19.184	20.239	27.8	26.438	24.861	26.081	19.937	25.507	25.78	24.006	26.224	26.669	25.574	20.184	24.493
31	hsa-mir-34a-5pA	15.331	22.54	18.591	20.166	23.161	23.772	25.881	22.24	21.015	19.942	17.89	19.569	17.113	16.271	19.543	21.014	23.174	22.024	22.326	21.747	19.181	20.293	21.761	25.063	24.37	23.985	23.017	22.024	24.898	23.124	26.227	22.742	25.612	26.446	22.601	21.368
32	hsa-mir-4732-5pA	19.108	21.774	19.626	16.791	21.471	23.38	22.189	23.583	22.904	21.949	22.774	23.669	20.709	18.512	17.18	24.17	23.935	18.402	19.724	25.252	20.823	19.417	19.087	27.023	27.267	23.838	25.826	18.402	24.825	24.931	22.689	25.908	25.802	24.717	19.716	25.413
33	hsa-mir-660-5pA	16.27	21.521	17.645	18.797	22.361	23.183	22.709	21.354	21.583	20.254	17.603	19.42	17.478	16.685	18.444	19.38	23.901	20.923	21.999	22.884	17.858	18.227	21.507	27.802	24.424	21.648	22.316	20.923	22.567	23.873	20.44	22.557	25.333	22.959	21.259	20.636
34	hsa-mir-3120-3pA	21.911	25.459	22.582	19.725	25.726	26.94	25.412	26.535	26.398	25.855	24.767	27.38	24.525	22.108	19.867	25.966	28.742	21.694	22.557	26.272	23.478	21.869	22.062	33.985	29.239	26.795	27.985	21.694	27.694	27.763	25.977	26.944	29.265	27.537	22.085	26.739
35	hsa-mir-151bA	16.649	20.68	17.666	15.644	20.937	21.819	20.918	21.06	20.644	20.496	17.19	19.265	17.277	15.895	15.689	20.464	22.813	17.85	18.279	22.97	18.727	17.606	18.104	23.904	22.498	21.318	20.68	17.85	21.813	22.138	21.014	20.987	23.126	22.201	17.731	19.792
36	hsa-mir-423-5pA	14.726	18.976	16.243	17.132	19.548	19.862	20.26	18.995	18.485	17.878	17.0	17.968	15.481	13.657	15.311	18.649	22.77	17.931	20.307	21.312	17.421	16.54	18.276	21.041	21.875	19.356	19.399	17.931	20.173	20.246	19.106	19.586	21.651	20.574	17.955	19.879
37	hsa-mir-4687-5pA	14.966	18.547	17.932	15.173	18.269	19.059	17.903	18.826	18.572	18.324	19.217	20.889	18.475	17.099	14.895	20.449	19.386	15.04	17.209	22.418	18.64	12.663	15.433	22.482	19.117	21.48	23.62	15.04	21.799	21.612	20.812	19.657	21.512	21.419	17.939	20.585
38	hsa-mir-93-3pA	20.254	23.542	21.007	18.365	24.338	25.327	23.935	24.878	24.517	23.759	21.646	23.744	22.173	20.373	18.5	24.793	26.45	19.933	20.919	25.423	21.961	20.324	20.274	29.548	28.189	24.52	25.284	19.933	25.739	25.541	23.287	25.887	27.18	25.244	20.686	23.552
39	hsa-mir-2276A	20.533	23.671	21.275	19.158	24.201	25.12	24.069	23.795	24.778	23.744	23.506	23.665	22.581	20.472	19.083	24.785	24.395	20.76	21.583	24.3	22.061	20.754	20.917	28.101	24.85	23.626	25.811	20.76	24.458	22.453	23.274	24.232	24.158	24.58	21.037	25.508
40	hsa-mir-33a-5pA	19.647	28.66	24.679	23.303	31.387	32.433	29.538	24.778	28.093	28.129	20.356	28.951	25.214	25.554	23.526	26.173	30.174	24.4	26.051	27.424	24.43	21.847	25.708	Undetermined	28.656	27.273	24.815	24.4	25.91	25.41	25.691	28.563	29.295	27.598	24.805	25.118
41	hsa-mir-150-5pA	21.366	19.985	20.992	19.495	20.678	22.053	20.126	20.65	21.133	22.791	16.632	21.622	21.571	19.332	19.663	20.683	20.984	18.311	20.49	22.337	20.268	20.413	20.172	21.963	20.686	20.627	20.625	18.311	22.09	21.39	19.885	20.579	22.416	21.493	19.475	19.398
42	hsa-mir-21-5pA	10.054	13.735	12.277	13.275	14.027	15.441	14.865	16.183	12.388	12.468	12.492	11.443	10.131	9.499	11.984	14.104	18.176	15.103	16.457	18.026	13.536	14.923	15.412	17.802	18.821	16.988	17.6	15.103	18.191	18.225	16.952	16.429	20.093	18.261	17.098	15.941
43	hsa-mir-329A	22.95	25.647	23.555	20.776	27.152	26.964	26.818	26.796	26.631	26.455	23.53	26.437	25.325	23.14	20.835	26.449	27.466	22.79	23.504	28.096	24.236	22.731	23.12	31.458	29.647	25.892	27.474	22.79	28.049	27.695	27.006	25.647	29.19	26.268	22.82	24.506
44	hsa-mir-550a-5pA	21.89	25.697	22.265	19.799	25.246	26.399	25.462	26.346	25.442	25.64	24.833	25.737	24.083	21.656	20.032	25.924	27.661	21.576	22.509	27.847	23.335	21.75	21.904	28.935	28.701	25.95	27.623	21.576	27.33	26.762	25.461	27.373	28.482	27.848	21.957	27.375
45	hsa-mir-378bA	16.896	21.801	17.78	18.08	22.928	22.288	22.95	20.297	21.459	19.79	19.166	19.556	16.668	16.178	16.868	23.077	25.953	19.301	21.212	24.267	19.41	16.603	19.889	28.47	26.752	23.898	23.135	19.301	24.999	24.899	22.842	24.8	26.458	24.98	20.703	23.461
46	hsa-mir-28-5pA	18.872	24.079	20.475	18.644	23.722	25.439	24.181	23.89	23.978	23.743	20.161	22.884	20.766	19.209	18.742	23.586	26.449	20.709	21.346	26.0	21.664	20.341	20.962	29.803	27.341	24.832	24.164	20.709	25.117	25.395	24.115	25.225	26.652	25.318	20.607	23.216
47	hsa-mir-138-1-3pA	15.557	18.918	16.353	13.348	20.102	20.585	19.232	20.268	20.22	19.79	20.018	21.33	18.203	15.447	13.42	20.836	22.3	15.558	16.031	22.304	16.936	15.156	15.393	28.934	25.04	20.486	23.602	15.558	21.162	21.504	19.453	22.805	22.118	21.019	15.917	23.53
48	hsa-mir-193a-5pA	15.403	18.279	16.728	18.414	18.491	19.53	19.459	20.413	18.475	18.338	18.248	17.492	14.511	14.245	17.616	21.159	23.153	19.621	20.889	24.11	19.41	18.663	18.976	26.222	26.293	23.792	24.979	19.621	24.254	25.889	24.275	23.728	26.938	25.038	22.221	21.406
49	hsa-mir-26b-3pA	21.51	26.175	22.745	20.385	26.47	27.399	26.118	26.403	25.385	26.487	22.89	24.616	22.617	21.169	20.737	21.52	27.29	22.302	23.256	24.114	23.41	22.313	22.589	29.284	26.672	25.8	25.465	22.302	26.761	26.798	26.134	26.384	28.404	26.982	22.924	26.26
50	hsa-mir-16-2-3pA	21.162	25.432	22.341	21.359	26.09	26.464	25.628	25.832	24.348	23.735	21.043	23.224	21.943	21.179	21.663	23.694	27.676	22.618	23.989	27.034	22.42	23.292	23.432	26.763	26.315	23.763	24.396	22.618	24.893	25.583	23.235	24.599	27.26	25.881	23.763	22.885
51	hsa-mir-146a-5pA	20.173	23.709	21.046	21.557	25.29	23.486	24.295	22.449	22.192	21.079	18.449	19.848	20.317	19.82	19.7	19.915	24.833	22.345	23.135	24.358	20.552	18.83	21.423	23.314	23.201	20.092	19.967	22.345	21.416	21.289	22.065	19.874	24.096	21.703	19.498	20.085
52	hsa-mir-3200-3pA	23.946	27.135	24.938	22.346	27.286	27.585	28.145	27.553	25.394	27.016	22.917	28.172	25.357	24.411	22.595	27.074	29.654	23.714	25.488	26.783	24.002	23.891	23.961	33.075	27.986	26.469	26.335	23.714	26.563	26.056	25.175	26.755	28.133	29.47	24.806	25.958
53	hsa-mir-21-3pA	21.699	25.488	22.759	20.153	25.917	26.954	25.985	26.812	26.513	26.066	23.557	26.082	24.541	22.112	20.304	25.499	28.16	21.912	22.844	28.066	23.967	21.563	22.185	33.157	31.16	26.91	28.663	21.912	28.171	28.354	25.999	28.884	28.498	27.886	22.234	27.952
54	hsa-let-7g-5pA	20.684	22.0	21.688	21.118	22.253	22.24	21.84	22.178	22.533	21.487	18.862	21.589	21.405	20.39	21.08	21.486	22.502	20.201	22.31	23.121	21.048	22.611	22.643	24.82	22.323	21.035	20.775	20.201	22.153	22.268	20.164	21.407	22.816	22.639	20.716	19.589
55	hsa-mir-338-3pA	23.153	27.769	25.317	23.774	28.273	28.377	28.24	26.478	27.562	27.573	19.057	24.907	26.175	25.016	23.342	24.486	26.92	23.407	26.392	25.469	24.22	22.876	25.773	30.612	26.477	25.351	24.281	23.407	24.331	25.617	24.473	27.086	28.125	25.281	24.002	23.562
56	hsa-mir-2110A	18.839	22.82	20.265	17.48	23.198	24.415	23.24	24.218	23.685	23.482	22.884	24.235	21.747	19.254	17.474	24.195	26.026	19.191	20.097	25.472	20.915	19.25	19.568	29.296	28.705	24.063	27.063	19.191	25.47	25.955	23.465	26.339	26.739	25.243	19.739	26.08
57	hsa-mir-3200-5pA	18.058	21.634	21.065	18.467	21.388	24.165	22.709	20.913	22.638	22.715	22.205	23.89	21.795	20.421	18.044	21.544	24.209	18.354	20.849	24.599	21.35	18.439	20.157	27.279	24.06	23.241	23.877	18.354	22.579	21.814	21.039	24.214	21.779	23.273	19.838	24.254
58	hsa-mir-196b-5pA	21.317	24.794	22.392	19.501	25.28	25.773	24.756	25.313	25.022	24.761	23.957	25.748	23.466	21.797	19.517	25.65	26.723	21.156	22.047	26.255	22.979	21.53	21.338	30.656	28.048	26.052	26.951	21.156	26.095	26.44	25.138	26.317	26.991	26.259	21.797	26.221
59	hsa-mir-769-5pA	20.691	24.305	21.269	18.542	25.112	25.793	24.196	25.468	25.211	24.807	24.66	26.529	23.423	20.783	18.835	24.903	27.48	20.566	21.412	27.265	22.211	20.542	20.906	35.404	29.287	25.827	27.781	20.566	26.47	26.995	24.949	26.996	27.344	26.563	21.017	27.759
60	hsa-mir-29c-3pA	11.523	21.877	12.535	15.606	22.082	21.037	22.328	17.072	19.825	17.535	13.25	16.208	13.248	13.099	15.037	16.173	21.136	18.403	20.464	20.923	15.184	12.905	19.899	24.942	21.208	19.834	19.753	18.403	19.599	20.929	18.385	20.629	22.634	20.014	17.036	17.572
61	hsa-mir-4651A	15.178	18.843	17.66	16.205	17.87	20.847	19.828	19.09	19.836	19.318	19.957	20.278	18.686	16.96	14.994	19.565	21.238	15.217	18.209	20.629	18.496	15.393	17.941	25.476	21.341	20.182	22.323	15.217	19.416	20.046	17.481	21.452	21.179	21.053	17.151	23.839
62	hsa-mir-127-3pA	21.005	23.94	21.569	19.001	24.181	24.945	23.941	25.054	24.072	24.159	23.44	25.273	23.201	21.383	19.093	24.944	25.762	20.667	21.57	24.848	22.247	20.667	20.916	25.702	25.278	24.888	26.196	20.667	25.223	25.281	24.539	25.488	25.833	25.301	21.277	23.921
63	hsa-mir-29c-5pA	20.206	26.274	22.668	21.078	26.514	25.982	26.282	25.02	25.323	26.456	21.904	25.454	23.401	22.409	20.961	23.41	25.857	22.686	23.862	23.752	24.101	21.984	22.941	29.196	28.208	26.481	25.886	22.686	26.99	27.509	26.137	25.231	29.195	28.068	23.441	25.449
64	hsa-mir-181b-5pA	18.92	22.223	21.27	19.885	24.259	23.411	23.534	22.981	22.292	21.216	19.93	20.614	20.324	18.835	18.956	21.569	24.138	19.999	22.185	23.785	20.383	19.144	21.414	26.433	23.267	21.881	21.702	19.999	22.593	22.543	21.122	22.991	23.626	23.61	20.715	22.741
65	hsa-mir-1180A	20.396	23.392	21.764	19.231	23.063	25.431	24.109	24.927	24.083	23.9	22.342	23.182	22.049	20.141	19.236	24.547	25.953	20.853	21.559	26.955	21.802	20.908	21.429	28.706	27.478	24.617	25.143	20.853	26.337	24.079	23.486	26.345	26.881	26.376	21.489	24.555
66	hsa-mir-133bA	23.617	27.243	23.988	21.334	27.178	27.274	27.095	26.607	26.473	27.103	26.176	27.375	25.498	23.742	21.253	22.374	27.298	23.197	23.908	24.962	24.589	18.729	23.428	29.206	29.042	27.657	26.389	23.197	27.625	27.371	27.044	27.595	28.468	28.581	23.499	27.301
67	hsa-mir-324-3pA	16.333	20.258	17.256	14.653	20.98	21.688	20.588	20.992	21.034	20.893	19.086	21.066	18.385	16.134	14.836	20.831	22.478	16.714	17.327	22.476	18.127	16.401	17.075	27.71	24.452	21.388	23.154	16.714	21.675	18.595	20.37	23.089	22.494	21.876	16.818	21.964
68	hsa-mir-3235bA	14.574	18.442	16.283	13.269	18.894	20.153	18.919	18.899	19.101	18.297	19.111	19.824	17.645	15.76	13.365	19.178	21.064	14.922	15.831	20.367	16.616	14.611	15.257	24.41	22.111	19.691	22.604	14.922	19.81	20.263	18.388	20.942	20.506	19.849	15.399	21.45
69	hsa-mir-502-3pA	20.569	24.898	21.423	20.368	25.496	25.508	25.615	25.501	24.786	23.285	22.017	22.582	20.957	19.615	20.608	23.707	28.85	22.401	23.294	27.066	22.714	21.289	22.629	30.444	29.263	25.543	27.895	22.401	27.195	27.904	24.758	27.166	29.329	26.778	22.422	24.957
70	hsa-mir-3655A	19.873	24.011	22.097	19.158	24.327	25.175	24.345	24.477	23.968	23.442	25.727	26.561	23.128	21.172	19.328	24.951	25.892	20.506	21.503	26.197	22.457	20.976	20.974	30.213	27.048	25.376	28.245	20.506	25.003	25.578	23.556	26.312	26.062	25.346	21.117	28.799
71	hsa-mir-130b-5pA	23.82	28.832	24.248	22.548	27.741	27.332	27.222	28.265	27.665	27.053	24.565	25.374	23.21	23.783	22.575	24.117	29.338	24.013	24.904	27.943	25.676	24.216	24.214	27.414	29.593	27.603	28.1	24.013	28.296	28.013	28.727	27.631	28.574	28.368	24.579	25.719
72	hsa-mir-324-5pA	18.547	24.477	20.727	19.604	25.632	25.849	25.512	21.454	24.462	24.337	21.312	23.077	19.597	20.18	19.51	21.582	27.221	21.325	22.457	26.287	22.318	21.095	21.908	30.382	24.907	24.384	24.507	21.325	24.714	25.048	23.29	25.78	25.212	26.146	21.107	24.253
73	hsa-mir-373-3pA	23.168	26.567	21.989	20.924	26.696	27.227	26.61	27.447	27.105	26.977	26.58	26.421	24.805	22.884	21.432	27.495	28.777	22.478	23.605	25.233	23.618	22.613	22.655	30.967	30.934	27.643	27.367	22.478	27.928	28.011	26.865	28.012	28.038	27.457	23.439	31.631
74	hsa-mir-3646A	11.217	16.298	16.005	14.295	16.836	20.272	20.07	20.833	17.857	17.257	20.695	19.884	16.531	15.734	12.259	22.026	23.676	12.253	17.452	23.07	18.492	15.368	17.768	29.529	25.719	22.958	24.924	12.253	23.814	23.506	22.269	24.69	24.443	23.195	18.492	25.978
75	hsa-mir-1A	26.78	28.721	25.651	26.144	28.263	29.822	28.747	28.556	29.293	27.665	22.554	26.868	27.094	25.59	21.355	25.325	28.724	26.464	27.928	29.434	26.445	18.305	27.776	27.636	27.555	25.993	19.895	26.464	28.917	28.709	27.457	26.523	29.191	28.498	26.495	22.025
76	hsa-mir-3907A	16.385	19.701	17.868	14.937	20.652	19.063	18.933	17.459	19.773	19.841	20.741	22.664	19.534	17.331	15.109	18.484	21.288	16.749	17.133	20.585	17.629	17.07	17.139	24.38	19.148	18.793	20.331	16.749	17.056	18.152	16.93	19.486	16.978	20.094	15.053	23.803
77	hsa-mir-422aA	18.293	23.126	19.443	19.295	23.96	23.96	24.067	21.977	23.265	21.488	20.694	21.224	18.23	17.888	18.322	24.35	26.956	20.577	22.103	25.97	20.83	18.071	21.151	30.476	28.328	25.319	24.864	20.577	26.031	26.179	24.741	26.497	28.182	26.296	21.846	25.293
78	hsa-mir-338-5pA	19.315	22.765	20.578	17.582	23.324	24.769	23.109	24.51	23.42	23.299	23.922	24.903	21.962	19.841	17.818	24.881	26.089	19.317	20.296	26.973	21.471	19.886	19.773	29.401	27.286	24.215	27.683	19.317	24.945	25.457	23.736	26.6	26.94	25.508	20.13	27.648
79	hsa-mir-631A	16.804	20.226	17.647	14.719	20.98	21.901	20.567	21.481	21.173	20.884	21.361	22.488	19.473	17.074	14.952	21.613	23.231	16.804	17.471	23.092	18.387	16.774	17.048	28.598	25.445	21.784	24.55	16.804	22.499	23.048	20.954	23.647	23.798	22.52	16.918	25.008
80	hsa-mir-143-3pA	22.126	26.078	22.091	20.83	25.28	26.191	25.589	23.878	24.861	24.324	17.633	22.768	23.113	21.865	21.006	22.184	26.238	21.507	23.557	23.908	22.804	18.734	23.058	27.828	24.596	22.711	22.569	21.507	22.59	23.852	21.687	24.052	27.151	23.534	20.101	20.308
81	hsa-mir-627A	19.98	24.175	21.708	21.174	23.644	24.739	25.421	24.418	24.852	23.149	21.578	19.994	20.522	19.794	21.382	23.211	26.147	23.887	24.637	25.09	21.986	21.358	21.856	29.463	28.111	24.866	27.01	23.887	24.714	25.356	23.322	24.677	27.741	25.119	21.822	25.684
82	hsa-let-7i-3pA	22.034	24.953	22.62	19.463	26.126	26.48	25.238	26.315	25.904	25.436	24.311	27.361	24.141	22.045	19.964	26.729	28.683	21.418	22.394	27.951	23.774	21.634	21.683	32.24	30.594	26.225	29.263	21.418	26.799	27.405	25.748	28.352	28.32	27.265	22.129	27.806
83	hsa-mir-451aA	12.358	18.859	11.728	13.651	19.751	18.754	17.754	13.266	17.628	14.768	8.614	14.374	13.668	14.378	13.15	11.054	15.848	14.766	15.074	15.733	9.21	11.902	16.144	18.769	15.168	12.518	12.103	14.766	13.673	14.267	10.548	15.457	15.796	15.853	12.53	10.986
84	hsa-mir-29b-3pA	17.895	24.363	18.731	21.328	24.499	26.01	24.796	22.966	24.08	23.727	17.104	21.429	18.547	19.302	20.998	21.922	24.535	22.148	23.907	24.88	21.582	19.082	23.233	26.428	25.197	23.907	23.884	22.148	24.341	24.854	22.935	24.491	26.331	24.749	22.536	20.839
85	hsa-mir-194-5pA	11.793	17.871	13.531	16.126	19.192	18.133	19.97	17.46	15.787	16.086	14.258	14.604	11.779	11.417	13.189	17.862	22.197	17.244	19.622	21.828	16.795	16.777	19.251	26.063	23.809	22.67	22.984	17.244	23.503	23.694	21.81	21.589	24.639	24.494	21.201	18.867
86	hsa-mir-605A	19.158	22.129	20.079	17.066	22.938	23.438	22.152	23.796	22.895	22.646	23.914	24.3	21.322	19.481	17.293	24.372	25.7	18.676	19.592	25.056	20.924	19.425	19.158	30.833	27.836	23.919	26.557	18.676	24.449	25.03	23.228	25.775	25.918	24.856	19.766	27.11
87	hsa-mir-30b-5pA	19.862	23.91	21.799	19.681	24.22	24.815	23.75	22.599	24.651	23.292	20.988	23.326	22.006	20.924	19.206	22.924	23.514	20.047	21.828	24.049	21.448	20.887	21.741	28.471	23.587	23.1	22.329	20.047	23.257	23.417	22.579	23.344	24.576	23.633	20.929	21.557
